Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFA_M_R
2904,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2905,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2906,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2907,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2908,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2909,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
2910,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2911,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2912,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2913,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2914,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2915,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2916,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2917,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2918,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
2919,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
2920,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2921,Forest,Water,Water,NULL,Water,Water,NULL,Water
2922,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2923,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2924,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2925,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2926,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2927,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2928,Forest,Water,Water,NULL,Water,Water,Water,Water
2929,Forest,Water,Water,NULL,Water,Water,Water,Forest
2930,Forest,Water,Water,NULL,Water,Water,Forest,Water
2931,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2932,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2933,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2934,Forest,Water,Water,NULL,Water,Forest,Water,Water
2935,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2936,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2937,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2938,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2939,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2940,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2941,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2942,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2943,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2944,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2945,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2946,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2947,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2948,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2949,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2950,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2951,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2952,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2953,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2954,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2955,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2956,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2957,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2958,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2959,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2960,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2961,Forest,Water,Water,Water,Water,NULL,Water,Wetland
2962,Forest,Water,Water,Water,Water,NULL,Water,Water
2963,Forest,Water,Water,Water,Water,NULL,Water,Forest
2964,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2965,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
2966,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
2967,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2968,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2969,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2970,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2971,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2972,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2973,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2974,Forest,Water,Water,Water,Water,Wetland,Water,Water
2975,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2976,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2977,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2978,Forest,Water,Water,Water,Water,Bareland,Water,Water
2979,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2980,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2981,Forest,Water,Water,Water,Water,Water,Wetland,Water
2982,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2983,Forest,Water,Water,Water,Water,Water,Water,Grassland
2984,Forest,Water,Water,Water,Water,Water,Water,Wetland
2985,Forest,Water,Water,Water,Water,Water,Water,Water
2986,Forest,Water,Water,Water,Water,Water,Water,Forest
2987,Forest,Water,Water,Water,Water,Water,Forest,Water
2988,Forest,Water,Water,Water,Water,Water,Forest,Forest
2989,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2990,Forest,Water,Water,Water,Water,Forest,Water,Water
2991,Forest,Water,Water,Water,Water,Forest,Water,Forest
2992,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2993,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2994,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2995,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2996,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2997,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2998,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2999,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3000,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3001,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3002,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3003,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3004,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3005,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3006,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3007,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3008,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3009,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
3010,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3011,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3012,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3013,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3014,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3015,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3016,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3017,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3018,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3019,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3020,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3021,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3022,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3023,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3024,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3025,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3026,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3027,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3028,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3029,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3030,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3031,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3032,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3033,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3034,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3035,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3036,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3037,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3038,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3039,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3040,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3041,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3042,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3043,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3044,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3045,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3046,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3047,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3048,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3049,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3050,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3051,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3052,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3053,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
3054,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3055,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3056,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3057,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
3058,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3059,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3060,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3061,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3062,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3063,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3064,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3065,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3066,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3067,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3068,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3069,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3070,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3071,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3072,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3073,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3074,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3075,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3076,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3077,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3078,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3079,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3080,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3081,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3082,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3083,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3084,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3085,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3086,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3087,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3088,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3089,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3090,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3091,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3092,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3093,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3094,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
3095,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3096,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3097,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3098,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3099,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3100,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3101,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3102,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3103,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3104,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3105,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3106,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3107,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3108,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3109,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3110,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3111,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3112,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3113,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3114,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3115,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3116,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3117,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3118,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3119,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3120,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3121,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3122,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3123,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3124,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3125,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3126,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3127,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3128,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3129,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3130,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3131,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3132,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3133,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3134,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3135,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3136,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3137,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3138,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3139,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3140,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3141,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3142,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3143,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3144,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3145,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3146,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3147,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3148,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3149,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3150,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3151,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3152,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3153,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3154,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3155,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3156,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3157,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3158,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3159,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3160,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3161,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
3162,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3163,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3164,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3165,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
3166,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
3167,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3168,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3169,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3170,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3171,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3172,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3173,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3174,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3175,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3176,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3177,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3178,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3179,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3180,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3181,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3182,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3183,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3184,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3185,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3186,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3187,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3188,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3189,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3190,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3191,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3192,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3193,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3194,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3195,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3196,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3197,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3198,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3199,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3200,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3201,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3202,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3203,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
3204,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3205,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3206,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3207,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3208,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3209,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3210,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3211,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3212,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3213,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3214,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3215,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3216,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3217,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3218,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3219,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3220,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3221,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3222,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3223,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3224,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3225,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3226,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3227,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3228,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3229,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3230,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3231,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3232,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3233,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3234,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
3235,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3236,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3237,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3238,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3239,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3240,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
3241,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3242,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3243,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3244,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3245,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3246,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3247,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3248,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3249,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3250,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3251,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3252,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3253,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3254,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3255,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3256,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3257,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3258,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3259,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3260,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3261,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
