Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEE_M_R
1021,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1022,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1025,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1027,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1028,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1030,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1032,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1033,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1036,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1037,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1039,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1040,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1041,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1043,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1045,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1046,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1047,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1048,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1049,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1050,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1051,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1052,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1053,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1054,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1056,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1057,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1058,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1059,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1061,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1062,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1063,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1064,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1065,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1067,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1068,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1071,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1072,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1073,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1074,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1075,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1076,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1077,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1078,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1079,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1082,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1083,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1085,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1086,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1087,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1088,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1090,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1091,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1092,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1093,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1094,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1095,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1096,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1098,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1099,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1100,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1102,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1103,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1104,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1105,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1106,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1107,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1108,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1110,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1112,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1114,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1115,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1116,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1117,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1118,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1119,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1120,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1121,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1122,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1124,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1125,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1126,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1129,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1130,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1131,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1132,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1133,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1134,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1135,Water,NULL,Water,Water,Water,NULL,NULL,Water
1136,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1137,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1140,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1141,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1142,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1143,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1144,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1145,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1149,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1150,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1151,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1152,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1153,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1155,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1156,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1157,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1158,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1159,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1161,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1162,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1163,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1164,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1166,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1167,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1168,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1170,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1171,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1172,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1173,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1174,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1175,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1176,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1178,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1181,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1182,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1183,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1184,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1185,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1186,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1187,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1188,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1189,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1190,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1191,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1192,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1193,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1194,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1195,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1196,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1197,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1198,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1199,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1200,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1202,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1203,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1206,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1207,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1208,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1209,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1210,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1211,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1212,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1214,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1215,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1216,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1217,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1218,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1219,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1220,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1221,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1222,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1223,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1224,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1225,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1226,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1227,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1228,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1230,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1231,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1232,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1233,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1234,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1235,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1236,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1237,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1238,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1240,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1241,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1242,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1243,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1244,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1245,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1246,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1247,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1248,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1249,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1250,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1251,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1252,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1253,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1255,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1256,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1257,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1258,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1259,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1260,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1261,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1262,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1263,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1264,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1265,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1266,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1267,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1270,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1271,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1272,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1273,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1274,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1276,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1277,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1278,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1279,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1280,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1282,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1283,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1285,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1286,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1287,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1289,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1290,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1291,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1292,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1293,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1294,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1295,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1296,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1297,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1298,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1299,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1300,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1301,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1302,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1303,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1304,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1305,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1306,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1307,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1308,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1309,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1310,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1311,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1312,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1313,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1314,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1315,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1318,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1319,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1321,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1322,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1323,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1324,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1325,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1326,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1327,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1328,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1329,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1330,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1332,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1333,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1334,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1335,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1336,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1337,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1338,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1339,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1340,Water,Water,Water,NULL,Water,NULL,NULL,Water
1341,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1342,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1343,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1344,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1345,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1346,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1347,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1348,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1349,Water,Water,Water,Water,Water,NULL,NULL,Water
1350,Water,Water,Water,Water,Water,NULL,NULL,Forest
1351,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1353,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1354,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1355,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1356,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1357,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1358,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1359,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1360,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1361,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1362,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1363,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1364,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1365,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1366,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1367,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1368,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1369,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1370,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1371,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
