Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVV_M_R
21483,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21484,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21485,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
21486,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
21487,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
21488,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
21489,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
21490,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
21491,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
21492,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
21493,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21494,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
21495,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21496,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
21497,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
21498,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
21499,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
21500,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
21501,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
21502,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21503,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
21504,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
21505,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
21506,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
21507,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
21508,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
21509,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
21510,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
21511,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
21512,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
21513,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
21514,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
21515,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
21516,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
21517,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
21518,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21519,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
21520,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
21521,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
21522,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
21523,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
21524,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
21525,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
21526,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
21527,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
21528,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
21529,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
21530,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
21531,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
21532,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
21533,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
21534,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
21535,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
21536,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
21537,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
21538,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
21539,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
21540,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
21541,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
21542,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
21543,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
21544,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
21545,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
21546,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21547,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
21548,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
21549,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
21550,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
21551,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
21552,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
21553,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
21554,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
21555,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
21556,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
21557,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
21558,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
21559,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
21560,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
21561,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
21562,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
21563,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
21564,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
21565,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
21566,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
21567,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
21568,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
21569,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
21570,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
21571,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
21572,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
21573,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
21574,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
21575,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
21576,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
21577,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
21578,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
21579,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
21580,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
21581,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
21582,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
21583,Forest,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
21584,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
21585,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Water,Grassland
21586,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
21587,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
21588,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Grassland
21589,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
21590,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
21591,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
21592,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
21593,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
21594,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
21595,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
21596,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
21597,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
21598,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
21599,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
21600,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
21601,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
21602,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
21603,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
21604,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
21605,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
21606,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
21607,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
21608,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
21609,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
21610,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
21611,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
21612,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
21613,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Grassland
21614,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
21615,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
21616,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
21617,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
21618,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
21619,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
21620,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
21621,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
21622,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
21623,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
21624,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,NULL
21625,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
21626,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
21627,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
21628,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
21629,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
21630,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
21631,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
21632,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
21633,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
21634,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
21635,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
21636,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
21637,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
21638,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
21639,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
21640,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
21641,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
21642,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
21643,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
21644,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
21645,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
21646,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
21647,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
21648,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
21649,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
21650,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
21651,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
21652,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
21653,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
21654,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
21655,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
21656,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
21657,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
21658,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Water
21659,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,NULL
21660,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
21661,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
21662,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
21663,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
21664,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
21665,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Grassland
21666,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
21667,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Forest
21668,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
21669,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
21670,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
21671,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
21672,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Water
21673,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
21674,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
21675,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21676,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21677,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
21678,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
21679,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Shrubland,Cropland
21680,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
21681,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
21682,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
21683,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
21684,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
21685,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
21686,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
21687,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
21688,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
21689,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
21690,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Water
21691,Forest,Wetland,Water,Non_Water,Water,NULL,Shrubland,Grassland
21692,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Cropland
21693,Forest,Wetland,Water,Non_Water,Water,NULL,Forest,Grassland
21694,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,NULL
21695,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
21696,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
21697,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Wetland
21698,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Forest
21699,Forest,Wetland,Water,Non_Water,Water,Grassland,Shrubland,Cropland
21700,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
21701,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
21702,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
21703,Forest,Wetland,Water,Water,Water,NULL,Shrubland,Water
21704,Forest,Wetland,Water,Water,Water,NULL,Forest,Grassland
21705,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Grassland
21706,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
21707,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
21708,Forest,Wetland,Water,Water,Water,Shrubland,Water,Grassland
21709,Forest,Wetland,Water,Water,Water,Shrubland,Water,Water
21710,Forest,Wetland,Water,Water,Water,Shrubland,Forest,NULL
21711,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Grassland
21712,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
21713,Forest,Wetland,Water,Water,Water,Water,Water,Water
21714,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Grassland
21715,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Water
21716,Forest,Wetland,Water,Water,Water,Forest,Water,Water
21717,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
21718,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
21719,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
21720,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
21721,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
21722,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
21723,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
21724,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
21725,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
21726,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
21727,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
21728,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
21729,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
21730,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
21731,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
21732,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
21733,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
21734,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21735,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21736,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
21737,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
21738,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
21739,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21740,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21741,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
21742,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
21743,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
21744,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
21745,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
21746,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
21747,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
21748,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
21749,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21750,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
21751,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
21752,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
21753,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
21754,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
21755,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
21756,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
21757,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
21758,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
21759,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
21760,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
21761,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
21762,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
21763,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
21764,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
21765,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
21766,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
21767,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
21768,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
21769,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
21770,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
21771,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
21772,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
21773,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
21774,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
21775,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
21776,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
21777,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
21778,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
21779,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
21780,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
21781,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
21782,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
21783,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
21784,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
21785,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
21786,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
21787,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
21788,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
21789,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
21790,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
21791,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
21792,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
21793,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
21794,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
21795,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
21796,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
21797,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
21798,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
21799,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
21800,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
21801,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
21802,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
21803,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
21804,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
21805,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21806,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
