Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRG_M_R
11995,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
11996,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
11997,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
11998,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
11999,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
12000,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
12001,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
12002,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
12003,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
12004,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
12005,Forest,NULL,Water,NULL,Water,Forest,Shrubland,NULL
12006,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
12007,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
12008,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
12009,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
12010,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
12011,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
12012,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
12013,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,NULL
12014,Forest,NULL,Water,Water,Water,Shrubland,NULL,Wetland
12015,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
12016,Forest,NULL,Water,Water,Water,Shrubland,Forest,Grassland
12017,Forest,NULL,Water,Water,Water,Shrubland,Forest,Water
12018,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Water
12019,Forest,NULL,Water,Water,Water,Water,Shrubland,Grassland
12020,Forest,NULL,Water,Water,Water,Water,Water,Grassland
12021,Forest,NULL,Water,Water,Water,Water,Water,Water
12022,Forest,NULL,Water,Water,Water,Water,Forest,Water
12023,Forest,NULL,Water,Water,Water,Water,Forest,Forest
12024,Forest,NULL,Water,Water,Water,Forest,NULL,Water
12025,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
12026,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12027,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12028,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12029,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12030,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12031,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12032,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12033,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12034,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12035,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12036,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
12037,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
12038,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
12039,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12040,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12041,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12042,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12043,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12044,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12045,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
12046,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12047,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12048,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
12049,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12050,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
12051,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12052,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12053,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12054,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
12055,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12056,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12057,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12058,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12059,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
12060,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
12061,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
12062,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12063,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12064,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12065,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12066,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12067,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12068,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12069,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
12070,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12071,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12072,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12073,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12074,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12075,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12076,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12077,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12078,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
12079,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12080,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12081,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
12082,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12083,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12084,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
12085,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12086,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
12087,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
12088,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12089,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12090,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12091,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
12092,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
12093,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
12094,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
12095,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12096,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12097,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12098,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12099,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
12100,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
12101,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12102,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12103,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12104,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12105,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12106,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
12109,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12110,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12111,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12113,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
12114,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
12115,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12116,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
12117,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12118,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
12119,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12120,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12121,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12122,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12123,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12124,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
12125,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
12126,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12127,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
12128,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12129,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12130,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
12131,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12132,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12133,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12134,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12135,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
12136,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
12137,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12138,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12139,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12140,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12141,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12142,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12143,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12144,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12145,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12146,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12147,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12148,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12149,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
12150,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12151,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
12152,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12153,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12154,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
12155,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
12156,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
12157,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12158,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
12159,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
12160,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
12161,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
12162,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
12163,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12164,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12165,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12166,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12167,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
12168,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
12169,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
12170,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12171,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12172,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
12173,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12174,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12175,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12176,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
12177,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
12178,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
12179,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12180,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12181,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12182,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
12183,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12184,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
12185,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12186,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
12187,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
12188,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
12189,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12190,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12191,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12192,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12193,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12194,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12195,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12196,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12197,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
12198,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Bareland
12199,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12200,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12201,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12202,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12203,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12204,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12205,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12206,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12207,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12208,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12209,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
12210,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12211,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12212,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
12213,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12214,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
12215,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12216,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,NULL
12217,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12218,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
12219,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
12220,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
12221,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12222,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
12223,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12224,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12225,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
12226,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
12227,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12228,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12229,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
12230,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
12231,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Bareland
12232,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
12233,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
12234,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12235,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
12236,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
12237,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
12238,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
12239,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
12240,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
12241,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,NULL
12242,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
12243,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
12244,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
12245,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Wetland
12246,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
12247,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12248,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12249,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12250,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12251,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12252,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12253,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
12254,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
12255,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12256,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12257,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12258,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12259,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
12260,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12261,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12262,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12263,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12264,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
12265,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12266,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12267,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12268,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12269,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12270,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12271,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12272,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12273,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12274,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12275,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12276,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
12277,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
12278,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12279,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12280,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12281,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12282,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
12283,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12284,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12285,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12286,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12287,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12288,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12289,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12290,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12291,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12292,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
12293,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
12294,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
12295,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12296,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12297,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12298,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12299,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12300,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12301,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12302,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12303,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
12304,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12305,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12306,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12307,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12308,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12309,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
12310,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12311,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12312,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12313,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12314,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12315,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
12316,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12317,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12318,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12319,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12320,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12321,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12322,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12323,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12324,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12325,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12326,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12327,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12328,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12329,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
