Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKG_M_R
695,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
696,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
697,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
698,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
699,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
700,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
701,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
702,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
703,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
704,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
705,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
706,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
707,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
708,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
709,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
710,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
711,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
712,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
713,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
714,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
715,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
716,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
717,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
718,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
719,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
720,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
721,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
722,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
723,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
724,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
725,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
726,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
727,Forest,Water,Water,NULL,Water,NULL,NULL,Water
728,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
729,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
730,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
731,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
732,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
733,Forest,Water,Water,NULL,Water,Water,Wetland,Water
734,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
735,Forest,Water,Water,NULL,Water,Water,Forest,Water
736,Forest,Water,Water,NULL,Water,Water,Forest,Forest
737,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
738,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
739,Forest,Water,Water,Water,Water,NULL,NULL,Water
740,Forest,Water,Water,Water,Water,NULL,NULL,Forest
741,Forest,Water,Water,Water,Water,Grassland,Water,Forest
742,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
743,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
744,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
745,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
746,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
747,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
748,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
749,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
750,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
751,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
752,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
753,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
754,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
755,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
756,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
757,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
758,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
759,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
760,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
761,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
762,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
763,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
764,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
765,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
766,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
767,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
768,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
769,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
770,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
771,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
772,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
774,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
775,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
776,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
777,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
778,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
779,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
780,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
781,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
782,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
783,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
784,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
785,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
786,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
787,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
788,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
789,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
790,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
791,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
792,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
793,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
794,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
795,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
796,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
797,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
798,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
799,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
800,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
801,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
802,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
803,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
804,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
805,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
806,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
807,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
808,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
809,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
810,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
811,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
812,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
813,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
814,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
815,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
816,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
817,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
818,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
819,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
820,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
821,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
823,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
824,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
825,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
826,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
827,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
828,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
829,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
830,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
831,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
832,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
833,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
834,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
835,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
836,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
837,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
838,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
839,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
840,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
841,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
842,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
843,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
844,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
845,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
846,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
847,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
848,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
849,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
850,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
851,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
852,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
853,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
854,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
855,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
856,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
857,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
858,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
859,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
860,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
861,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
862,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
863,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
864,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
865,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
866,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
867,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
868,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
869,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
870,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
871,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
872,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
873,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
874,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
875,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
876,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
877,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
878,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
879,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
880,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
881,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
882,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
883,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
884,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
885,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
886,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
887,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
888,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
889,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
890,Forest,Forest,Water,NULL,Water,Grassland,Water,Bareland
891,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
892,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
893,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
894,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
895,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
896,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
897,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
898,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
899,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
900,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
901,Forest,Forest,Water,Water,Water,NULL,NULL,Water
902,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
903,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
904,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
905,Forest,Forest,Water,Water,Water,Water,Water,Forest
906,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
907,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
908,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
909,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
910,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
911,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
912,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
913,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
914,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
915,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
916,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
917,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
918,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
919,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
920,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
921,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
922,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
923,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
924,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
925,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
926,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
927,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
928,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
929,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
930,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
931,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
932,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
933,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
934,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
935,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
936,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
937,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
938,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
939,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
940,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
941,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
942,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
943,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
944,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
945,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Water
946,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
947,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
948,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
949,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
950,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
951,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Bareland
952,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
953,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
954,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
955,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
956,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
957,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
958,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
959,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
960,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
961,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
962,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
963,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
964,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
965,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
