Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDN_M_R
4451,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4452,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4453,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4454,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4455,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4456,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
4457,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4458,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4459,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4460,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4461,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4462,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4463,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4464,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4465,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4466,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4467,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
4468,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4469,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4470,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Water
4471,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4472,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4473,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4474,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
4475,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4476,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4477,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4478,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4479,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4480,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4481,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4482,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4483,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4484,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4485,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4486,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4487,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4488,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4489,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4490,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4491,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4492,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4493,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4494,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
4495,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4496,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4497,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4498,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4499,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4500,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4501,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
4502,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4503,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
4504,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4505,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
4506,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4507,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4508,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4509,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4510,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
4511,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4512,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
4513,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4514,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Bareland
4515,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
4516,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4517,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4518,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4519,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Water
4520,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4521,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4522,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4523,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4524,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
4525,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
4526,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4527,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4528,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4529,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4530,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4531,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4532,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4533,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4534,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4535,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4536,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
4537,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
4538,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
4539,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4540,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4541,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4542,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Water
4543,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4544,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
4545,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
4546,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4547,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4548,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4549,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
4550,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4551,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4552,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4553,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4554,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4555,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4556,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4557,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4558,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4559,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4560,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4561,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4562,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4563,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4564,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4565,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4566,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4567,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4568,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4569,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4570,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4571,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4572,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4573,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4574,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4575,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4585,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4586,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4587,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4588,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4589,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4590,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
4592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4595,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4596,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4597,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4598,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4599,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4600,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4601,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
4602,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
4603,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4604,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4605,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4606,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4607,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4608,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4609,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4610,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4611,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4612,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4613,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4614,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4615,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4616,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4617,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4618,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4619,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4620,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4621,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4622,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4623,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4624,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4625,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4626,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4627,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4628,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4629,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4630,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4631,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4632,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
4633,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4634,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4635,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4636,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4637,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4638,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4639,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4640,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
4641,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
4642,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4643,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4644,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4645,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4646,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4647,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4648,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4649,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4650,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4651,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4652,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4653,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4654,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4655,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4656,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
4657,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4658,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4659,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4660,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4661,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4662,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4663,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4664,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4665,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
4666,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4667,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4668,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4669,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4670,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4671,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
4672,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4673,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Grassland
4674,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
4675,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Water
4676,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
4677,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4678,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4679,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
4680,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4681,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
4682,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
4683,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4684,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Water
4685,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4686,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
4687,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4688,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4689,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4690,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4691,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
4692,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4693,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
4694,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4695,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
4696,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
4697,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
4698,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
4699,Forest,Forest,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
4700,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4701,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
4702,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4703,Forest,Forest,Grassland,Water,Non_Wetland,Water,Bareland,Water
4704,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
4705,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
4706,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4707,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4708,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4709,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4710,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4711,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4712,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4713,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4714,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4715,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4716,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4717,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
4718,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4719,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4720,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
4721,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4722,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4723,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4724,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4725,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4726,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4727,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4728,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4729,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4730,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4731,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4732,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4733,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4734,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4735,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4736,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4737,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4738,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4739,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4740,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4741,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4742,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4743,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4744,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4745,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4746,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4747,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4748,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4749,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4750,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4751,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4752,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4753,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4754,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4755,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4756,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4757,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Water
4758,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
4759,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4760,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
4761,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4762,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4763,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4764,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4765,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4766,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4767,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4768,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4769,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4770,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
4771,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
4772,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4773,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4774,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
4775,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4776,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4777,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4778,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
4779,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4780,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4781,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4782,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
