Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGG_M_R
18856,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
18857,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
18858,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
18859,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
18860,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
18861,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
18862,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
18863,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
18864,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
18865,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
18866,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
18867,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
18868,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
18869,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
18870,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
18871,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18872,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
18873,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
18874,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
18875,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
18876,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
18877,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18878,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18879,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
18880,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
18881,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
18882,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
18883,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
18884,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
18885,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
18886,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
18887,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
18888,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
18889,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
18890,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
18891,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
18892,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
18893,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
18894,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
18895,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
18896,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
18897,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
18898,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
18899,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
18900,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
18901,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
18902,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
18903,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
18904,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
18905,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,NULL
18906,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
18907,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
18908,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
18909,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
18910,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
18911,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
18912,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
18913,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
18914,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
18915,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
18916,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
18917,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
18918,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18919,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
18920,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
18921,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
18922,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
18923,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18924,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
18925,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
18926,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
18927,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
18928,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18929,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
18930,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
18931,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
18932,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
18933,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
18934,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
18935,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
18936,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
18937,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
18938,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
18939,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
18940,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
18941,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
18942,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
18943,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
18944,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
18945,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
18946,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
18947,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
18948,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
18949,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
18950,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
18951,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
18952,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18953,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
18954,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
18955,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
18956,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18957,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
18958,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
18959,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
18960,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
18961,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
18962,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
18963,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18964,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
18965,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18966,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18967,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
18968,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
18969,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
18970,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
18971,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
18972,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Water
18973,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
18974,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
18975,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18976,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
18977,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
18978,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Forest
18979,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
18980,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
18981,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
18982,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
18983,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
18984,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
18985,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
18986,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
18987,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
18988,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
18989,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
18990,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
18991,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18992,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
18993,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
18994,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
18995,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Built-up,NULL
18996,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
18997,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
18998,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
18999,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
19000,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
19001,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
19002,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
19003,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
19004,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
19005,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
19006,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Water
19007,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
19008,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
19009,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
19010,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
19011,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
19012,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Water
19013,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
19014,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Water
19015,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Forest
19016,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
19017,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
19018,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
19019,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
19020,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
19021,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Grassland
19022,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
19023,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
19024,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
19025,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
19026,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
19027,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
19028,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
19029,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
19030,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
19031,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
19032,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19033,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19034,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
19035,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19036,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
19037,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
19038,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
19039,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
19040,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
19041,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
19042,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
19043,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
19044,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
19045,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
19046,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
19047,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
19048,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
19049,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
19050,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
19051,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
19052,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
19053,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
19054,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
19055,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
19056,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
19057,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
19058,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
19059,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
19060,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
19061,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
19062,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
19063,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
19064,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
19065,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
19066,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19067,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19068,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
19069,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
19070,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19071,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
19072,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
19073,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19074,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19075,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19076,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19077,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19078,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
19079,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19080,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19081,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19082,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19083,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19084,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19085,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
19086,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19087,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19088,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
19089,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
19090,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
19091,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
19092,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19093,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19094,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19095,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19096,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
19097,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19098,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
19099,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
19100,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
19101,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
19102,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
19103,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
19104,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19105,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19106,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
19107,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
19108,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
19109,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
19110,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
19111,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
19112,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
19113,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
19114,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
19115,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19116,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19117,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19118,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
19119,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19120,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19121,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
19122,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19123,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19124,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19125,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
19126,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19127,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
19128,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
19129,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19130,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
19131,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19132,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
19133,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
19134,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
19135,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
19136,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
19137,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
19138,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
19139,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
19140,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
19141,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
19142,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19143,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19144,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
19145,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
19146,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19147,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19148,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
19149,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
19150,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
19151,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
19152,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
19153,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
19154,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
19155,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
19156,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
19157,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
19158,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
19159,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
19160,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
19161,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
19162,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19163,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
19164,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
19165,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19166,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
19167,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19168,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
19169,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
19170,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19171,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19172,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
19173,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
19174,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
19175,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
19176,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
19177,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
19178,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
19179,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
19180,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
19181,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
19182,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
