Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCD_M_R
11680,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
11681,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
11682,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11683,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
11684,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11685,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
11686,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11687,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
11688,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
11689,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11690,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
11691,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
11692,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
11693,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11694,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11695,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
11696,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
11697,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
11698,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
11699,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11700,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11701,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11702,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
11703,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11704,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11705,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
11706,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
11707,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
11708,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
11709,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
11710,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
11711,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
11712,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11713,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11714,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11715,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
11716,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
11717,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
11718,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11719,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
11720,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11721,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
11722,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
11723,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
11724,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
11725,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
11726,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
11727,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
11728,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
11729,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
11730,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
11731,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
11732,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
11733,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
11734,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
11735,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11736,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11737,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11738,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11739,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11740,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11741,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11742,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
11743,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11744,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
11745,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11746,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11747,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11748,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
11749,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11750,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11751,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11752,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11753,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11754,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11755,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
11756,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11757,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
11758,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11759,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11760,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
11761,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11762,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11763,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11764,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11765,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11766,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11767,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11768,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
11769,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11770,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
11771,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11772,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11773,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
11774,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
11775,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11776,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11777,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11778,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11779,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11780,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11781,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11782,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11783,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
11784,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11785,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11786,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11787,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11788,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11789,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11790,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11791,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
11792,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11793,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11794,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
11795,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11796,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11797,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11798,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11799,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
11800,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11801,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
11802,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11803,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11804,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11805,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11806,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11807,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11808,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
11809,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11810,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11811,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11812,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11813,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
11814,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11815,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11816,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11817,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
11818,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Built-up
11819,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11820,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
11821,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
11822,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
11823,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
11824,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11825,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11826,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
11827,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11828,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11829,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11830,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11831,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11832,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11833,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11834,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
11835,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11836,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
11837,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11838,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
11839,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11840,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11841,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11842,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11843,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11844,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11845,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11846,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
11847,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11848,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11849,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11850,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11851,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11852,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
11853,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11854,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
11855,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11856,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11857,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11858,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11859,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11860,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11861,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11862,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11863,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11864,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
11865,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11866,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11867,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
11868,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11869,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11870,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11871,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
11872,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11873,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11874,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
11875,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
11876,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11877,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11878,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
11879,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11880,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Water
11881,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
11882,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11883,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
11884,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11885,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11886,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11887,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
11888,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
11889,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
11890,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
11891,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
11892,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
11893,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
11894,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11895,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11896,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
11897,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11898,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
11899,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
11900,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
11901,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
11902,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
11903,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
11904,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11905,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
11906,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
11907,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
11908,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
11909,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
11910,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
11911,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
11912,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
11913,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
11914,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
11915,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
11916,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11917,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
11918,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
11919,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
11920,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
11921,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
11922,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
11923,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11924,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
11925,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
11926,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11927,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11928,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11929,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11930,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
11931,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11932,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
11933,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11934,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
11935,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
11936,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
11937,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
11938,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11939,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11940,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
11941,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
11942,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
11943,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11944,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
11945,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11946,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
11947,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
11948,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
11949,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11950,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
11951,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
11952,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
11953,Forest,Water,Wetland,Water,Wetland,Wetland,Water,NULL
11954,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
11955,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
11956,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
11957,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
11958,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
11959,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
11960,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
11961,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
11962,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
11963,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
11964,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
11965,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
11966,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
11967,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
11968,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
11969,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
11970,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11971,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
11972,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
11973,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
11974,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11975,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
11976,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
11977,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11978,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
11979,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
11980,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
11981,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11982,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
11983,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
11984,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11985,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
11986,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
11987,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
11988,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11989,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11990,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
11991,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
11992,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
11993,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Forest,Water
11994,Forest,Water,Water,NULL,Water,NULL,Water,Bareland
11995,Forest,Water,Water,NULL,Water,NULL,Water,Forest
11996,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
11997,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
11998,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Water
11999,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Forest
12000,Forest,Water,Water,NULL,Water,Wetland,Grassland,NULL
12001,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
12002,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
12003,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
12004,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
12005,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
12006,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
12007,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
12008,Forest,Water,Water,NULL,Water,Wetland,Water,Bareland
12009,Forest,Water,Water,NULL,Water,Wetland,Water,Water
12010,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
12011,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
12012,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
12013,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
12014,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
12015,Forest,Water,Water,NULL,Water,Bareland,Water,Bareland
12016,Forest,Water,Water,NULL,Water,Bareland,Water,Water
12017,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
12018,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
12019,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
12020,Forest,Water,Water,NULL,Water,Water,NULL,Water
12021,Forest,Water,Water,NULL,Water,Water,Wetland,Water
12022,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
12023,Forest,Water,Water,NULL,Water,Water,Water,Wetland
12024,Forest,Water,Water,NULL,Water,Water,Water,Water
12025,Forest,Water,Water,NULL,Water,Water,Water,Forest
12026,Forest,Water,Water,NULL,Water,Water,Forest,Water
12027,Forest,Water,Water,NULL,Water,Water,Forest,Forest
12028,Forest,Water,Water,NULL,Water,Forest,NULL,Water
12029,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
12030,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
12031,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
12032,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
12033,Forest,Water,Water,NULL,Water,Forest,Water,Water
12034,Forest,Water,Water,NULL,Water,Forest,Water,Forest
12035,Forest,Water,Water,NULL,Water,Forest,Forest,Water
12036,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
