Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQH_M_R
12082,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
12083,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12084,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
12085,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12086,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
12087,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12088,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12089,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12090,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
12091,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12092,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12093,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12094,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12095,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
12096,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
12097,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
12098,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12099,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12100,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12101,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
12102,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
12103,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12104,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
12105,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
12106,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12107,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12108,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
12109,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12110,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12111,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
12112,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12113,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12114,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12115,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12116,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12117,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
12118,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12119,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
12120,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
12121,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12122,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
12123,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12124,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12125,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12126,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
12127,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12128,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12129,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12130,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12131,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
12132,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
12133,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12134,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12135,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12136,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12137,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
12138,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12139,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12140,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
12141,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12142,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12143,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12144,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
12145,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12146,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
12147,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
12148,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12149,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12150,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12151,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
12152,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
12153,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
12154,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
12155,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
12156,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
12158,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12159,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12160,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
12161,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12162,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
12163,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12164,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
12165,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,NULL
12166,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
12167,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12168,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12169,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12170,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
12171,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
12172,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12173,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
12174,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12175,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12176,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12177,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Bareland
12178,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12179,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
12180,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12181,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
12182,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12183,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
12184,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
12185,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
12186,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
12187,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
12188,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
12189,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
12190,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12191,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
12192,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12193,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
12194,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
12195,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
12196,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
12197,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
12198,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
12199,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
12200,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
12201,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
12202,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12203,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12204,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12205,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
12206,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
12207,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12208,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
12209,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
12210,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
12211,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
12212,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
12213,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
12214,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
12215,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
12216,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
12217,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
12218,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
12219,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
12220,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
12221,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
12222,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12223,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
12224,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
12225,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
12226,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
12227,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
12228,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
12229,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
12230,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
12231,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
12232,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
12233,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
12234,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
12235,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
12236,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
12237,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12238,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
12239,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12240,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
12241,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
12242,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
12243,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Wetland
12244,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
12245,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
12246,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
12247,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
12248,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
12249,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
12250,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
12251,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
12252,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12253,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12254,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12255,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12256,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12257,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12258,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12259,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12260,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12261,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
12262,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12263,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
12264,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
12265,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
12266,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12267,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12268,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12269,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12270,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12271,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12272,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12273,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12274,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12275,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12276,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12277,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12278,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12279,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12280,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12281,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12282,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12283,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12284,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12285,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12286,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12287,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12288,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12289,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
12290,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12291,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12292,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12293,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12294,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
12295,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12296,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
12297,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12298,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12299,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12300,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
12301,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12302,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12303,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12304,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
12305,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12306,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12307,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12308,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12309,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12310,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12311,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12312,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12313,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12314,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12315,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12316,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12317,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12318,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
12319,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12320,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
12321,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12322,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12323,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,NULL
12324,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12325,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
12326,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
12327,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12328,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12329,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
12330,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
12331,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,NULL
12332,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
12333,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Wetland
12334,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,NULL
12335,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
12336,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Water
12337,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
12338,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water,Grassland
12339,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12340,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12341,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12342,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12343,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,NULL
12344,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Bareland,Grassland
12345,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
12346,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
12347,Forest,NULL,Grassland,Water,Non_Wetland,Forest,NULL,Grassland
12348,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12349,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12350,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12351,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12352,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12353,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12354,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12355,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12356,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12357,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12358,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12359,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12360,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
12361,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12362,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12363,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12364,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12365,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12366,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12367,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12368,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12369,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
12370,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12371,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12372,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
12373,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12374,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
12375,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
12376,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12377,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
12378,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12379,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
12380,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12381,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12382,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12383,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12384,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12385,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12386,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12387,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12388,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12389,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12390,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12391,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12392,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12393,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12394,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12395,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12396,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12397,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12398,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12399,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12400,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12401,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12402,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
