Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDP_M_R
13763,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
13764,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13765,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13766,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13767,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13768,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13769,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13770,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13771,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13772,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
13773,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13774,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13775,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
13776,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
13777,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
13778,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
13779,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
13780,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
13781,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
13782,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
13783,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
13784,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
13785,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
13786,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
13787,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
13788,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13789,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13790,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13791,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13792,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13793,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13794,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13795,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13796,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
13797,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13798,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
13799,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
13800,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13801,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13802,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13803,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
13804,Forest,Water,Grassland,Water,Non_Wetland,Built-up,Wetland,Water
13805,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13806,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13807,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13808,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13809,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13810,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13811,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13812,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13813,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13814,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13815,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13816,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13817,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
13818,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13819,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
13820,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13821,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13822,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13823,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13824,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13825,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13826,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13827,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13828,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
13829,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
13830,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
13831,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
13832,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
13833,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13834,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
13835,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
13836,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13837,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
13838,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
13839,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
13840,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
13841,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
13842,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13843,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
13844,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
13845,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
13846,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13847,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
13848,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
13849,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
13850,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
13851,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Bareland
13852,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
13853,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
13854,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
13855,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
13856,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
13857,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
13858,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
13859,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
13860,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13861,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
13862,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
13863,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
13864,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
13865,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
13866,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
13867,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
13868,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13869,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13870,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
13871,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
13872,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
13873,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
13874,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
13875,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
13876,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
13877,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
13878,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
13879,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
13880,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
13881,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
13882,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
13883,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
13884,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
13885,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
13886,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
13887,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
13888,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
13889,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
13890,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
13891,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
13892,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
13893,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
13894,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
13895,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
13896,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
13897,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
13898,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13899,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
13900,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
13901,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
13902,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
13903,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
13904,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
13905,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
13906,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
13907,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
13908,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13909,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
13910,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
13911,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
13912,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
13913,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
13914,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
13915,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
13916,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
13917,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
13918,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
13919,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
13920,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
13921,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13922,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
13923,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
13924,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
13925,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
13926,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
13927,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
13928,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
13929,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
13930,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
13931,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
13932,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
13933,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
13934,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
13935,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
13936,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
13937,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
13938,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
13939,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
13940,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
13941,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
13942,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13943,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
13944,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
13945,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
13946,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
13947,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13948,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
13949,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
13950,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
13951,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
13952,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
13953,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
13954,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
13955,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
13956,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13957,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
13958,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
13959,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
13960,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
13961,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
13962,Forest,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
13963,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
13964,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
13965,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
13966,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
13967,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
13968,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
13969,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
13970,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
13971,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
13972,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
13973,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
13974,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
13975,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
13976,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
13977,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
13978,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
13979,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
13980,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
13981,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
13982,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
13983,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
13984,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13985,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13986,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
13987,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
13988,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
13989,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
13990,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
13991,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
13992,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
13993,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13994,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13995,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
13996,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
13997,Forest,Water,Bareland,Water,Non_Wetland,Cropland,Water,Forest
13998,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13999,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14000,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14001,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
14002,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
14003,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
14004,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
14005,Forest,Water,Water,NULL,Water,NULL,NULL,Water
14006,Forest,Water,Water,NULL,Water,NULL,Grassland,Wetland
14007,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
14008,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
14009,Forest,Water,Water,NULL,Water,NULL,Forest,Water
14010,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
14011,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
14012,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
14013,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Wetland
14014,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
14015,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
14016,Forest,Water,Water,NULL,Water,Shrubland,Water,Wetland
14017,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
14018,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
14019,Forest,Water,Water,NULL,Water,Shrubland,Forest,Wetland
14020,Forest,Water,Water,NULL,Water,Shrubland,Forest,Water
14021,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
14022,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
14023,Forest,Water,Water,NULL,Water,Grassland,Grassland,Wetland
14024,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
14025,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
14026,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
14027,Forest,Water,Water,NULL,Water,Grassland,Water,Water
14028,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
14029,Forest,Water,Water,NULL,Water,Cropland,Wetland,Forest
14030,Forest,Water,Water,NULL,Water,Cropland,Water,Forest
14031,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
14032,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
14033,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
14034,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
14035,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
14036,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
14037,Forest,Water,Water,NULL,Water,Wetland,Water,Water
14038,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
14039,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
14040,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
14041,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
14042,Forest,Water,Water,NULL,Water,Bareland,NULL,Grassland
14043,Forest,Water,Water,NULL,Water,Bareland,Forest,Wetland
14044,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
14045,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
14046,Forest,Water,Water,NULL,Water,Built-up,Wetland,Grassland
14047,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
14048,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
14049,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
14050,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
14051,Forest,Water,Water,NULL,Water,Water,Grassland,Water
14052,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
14053,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
14054,Forest,Water,Water,NULL,Water,Water,Wetland,Water
14055,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
14056,Forest,Water,Water,NULL,Water,Water,Water,Water
14057,Forest,Water,Water,NULL,Water,Water,Water,Forest
14058,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
14059,Forest,Water,Water,NULL,Water,Water,Forest,Water
14060,Forest,Water,Water,NULL,Water,Water,Forest,Forest
14061,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
14062,Forest,Water,Water,NULL,Water,Forest,Shrubland,Water
14063,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
14064,Forest,Water,Water,NULL,Water,Forest,Grassland,Wetland
14065,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
14066,Forest,Water,Water,NULL,Water,Forest,Water,Water
14067,Forest,Water,Water,NULL,Water,Forest,Water,Forest
14068,Forest,Water,Water,NULL,Water,Forest,Forest,Water
14069,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
14070,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Wetland
14071,Forest,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
14072,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
14073,Forest,Water,Water,Non_Water,Water,Shrubland,Forest,Forest
14074,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
14075,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
14076,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
14077,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
14078,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
14079,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
14080,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
14081,Forest,Water,Water,Non_Water,Water,Water,Water,Water
14082,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
14083,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
14084,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Forest
14085,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
14086,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
14087,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
14088,Forest,Water,Water,Non_Water,Water,Forest,Forest,Wetland
14089,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
14090,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
14091,Forest,Water,Water,Water,Water,NULL,Grassland,Wetland
14092,Forest,Water,Water,Water,Water,NULL,Water,Forest
14093,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
14094,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
14095,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
14096,Forest,Water,Water,Water,Water,Shrubland,Water,Wetland
14097,Forest,Water,Water,Water,Water,Shrubland,Water,Water
14098,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
14099,Forest,Water,Water,Water,Water,Shrubland,Forest,Water
14100,Forest,Water,Water,Water,Water,Shrubland,Forest,Forest
14101,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
14102,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
14103,Forest,Water,Water,Water,Water,Wetland,Water,Water
14104,Forest,Water,Water,Water,Water,Wetland,Water,Forest
14105,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
14106,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
14107,Forest,Water,Water,Water,Water,Bareland,Water,Water
14108,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
14109,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
14110,Forest,Water,Water,Water,Water,Water,Grassland,Water
14111,Forest,Water,Water,Water,Water,Water,Grassland,Forest
14112,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
14113,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
14114,Forest,Water,Water,Water,Water,Water,Wetland,Water
14115,Forest,Water,Water,Water,Water,Water,Wetland,Forest
14116,Forest,Water,Water,Water,Water,Water,Water,Wetland
14117,Forest,Water,Water,Water,Water,Water,Water,Water
14118,Forest,Water,Water,Water,Water,Water,Water,Forest
14119,Forest,Water,Water,Water,Water,Water,Forest,Wetland
14120,Forest,Water,Water,Water,Water,Water,Forest,Water
14121,Forest,Water,Water,Water,Water,Water,Forest,Forest
14122,Forest,Water,Water,Water,Water,Forest,Shrubland,Wetland
14123,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
14124,Forest,Water,Water,Water,Water,Forest,Water,Wetland
14125,Forest,Water,Water,Water,Water,Forest,Water,Water
14126,Forest,Water,Water,Water,Water,Forest,Water,Forest
14127,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
14128,Forest,Water,Water,Water,Water,Forest,Forest,Water
14129,Forest,Water,Water,Water,Water,Forest,Forest,Forest
14130,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14131,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14132,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
14133,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
14134,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14135,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
