Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LML_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LML_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LML_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LML_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LML_M_R
2055,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2056,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2057,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2058,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2059,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2060,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2061,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2062,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2063,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
2064,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
2065,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
2066,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
2067,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2068,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2069,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2070,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2071,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2072,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2073,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2074,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2075,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2076,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2077,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2078,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2079,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2080,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
2081,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
2082,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
2083,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
2084,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2085,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2086,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2087,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2088,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2089,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2090,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2091,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2092,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2093,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2094,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2095,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
2096,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
2097,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2098,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2099,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2100,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2101,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2102,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2103,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2104,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2105,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2106,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2107,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2108,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2109,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
2110,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
2111,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2112,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2113,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2114,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2115,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2116,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2117,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2118,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2119,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2120,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
2121,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2122,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
2123,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
2124,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2125,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
2126,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2127,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2128,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2129,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2130,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2131,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2132,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2133,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
2134,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
2135,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2136,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2137,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2138,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
2139,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
2140,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2141,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
2142,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2143,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2144,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2145,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2146,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2147,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2148,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2149,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
2150,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
2151,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2152,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
2153,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2154,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2155,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
2156,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
2157,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
2158,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2159,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
2160,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2161,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2162,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2163,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2164,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2165,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2166,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2167,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2168,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2169,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2170,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2171,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2172,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2173,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
2174,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
2175,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2176,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2177,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2178,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
2179,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
2180,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2181,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2182,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2183,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2184,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2185,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2186,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2187,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
2188,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
2189,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2190,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2191,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2192,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
2193,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2194,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2195,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2196,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2197,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2198,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2199,Water,Water,Water,NULL,Water,NULL,NULL,Water
2200,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2201,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2202,Water,Water,Water,NULL,Water,NULL,Water,Wetland
2203,Water,Water,Water,NULL,Water,NULL,Water,Forest
2204,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
2205,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
2206,Water,Water,Water,NULL,Water,Wetland,NULL,Water
2207,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
2208,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2209,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2210,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2211,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2212,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2213,Water,Water,Water,NULL,Water,Wetland,Water,Water
2214,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2215,Water,Water,Water,NULL,Water,Water,NULL,Grassland
2216,Water,Water,Water,NULL,Water,Water,NULL,Wetland
2217,Water,Water,Water,NULL,Water,Water,NULL,Water
2218,Water,Water,Water,NULL,Water,Water,NULL,Forest
2219,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2220,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
2221,Water,Water,Water,NULL,Water,Water,Wetland,Water
2222,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2223,Water,Water,Water,NULL,Water,Water,Water,Grassland
2224,Water,Water,Water,NULL,Water,Water,Water,Wetland
2225,Water,Water,Water,NULL,Water,Water,Water,Water
2226,Water,Water,Water,NULL,Water,Water,Water,Forest
2227,Water,Water,Water,NULL,Water,Water,Forest,Water
2228,Water,Water,Water,NULL,Water,Forest,NULL,Wetland
2229,Water,Water,Water,NULL,Water,Forest,NULL,Water
2230,Water,Water,Water,NULL,Water,Forest,NULL,Forest
2231,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2232,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2233,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2234,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2235,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
2236,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2237,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2238,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
2239,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
2240,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
2241,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2242,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2243,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2244,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2245,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
2246,Water,Water,Water,Non_Water,Water,Water,NULL,Water
2247,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
2248,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2249,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2250,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2251,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2252,Water,Water,Water,Non_Water,Water,Water,Water,Water
2253,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2254,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2255,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2256,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
2257,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
2258,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2259,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2260,Water,Water,Water,Water,Water,NULL,NULL,Water
2261,Water,Water,Water,Water,Water,NULL,NULL,Forest
2262,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
2263,Water,Water,Water,Water,Water,NULL,Water,Water
2264,Water,Water,Water,Water,Water,NULL,Water,Forest
2265,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
2266,Water,Water,Water,Water,Water,Wetland,NULL,Water
2267,Water,Water,Water,Water,Water,Wetland,NULL,Forest
2268,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2269,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2270,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2271,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2272,Water,Water,Water,Water,Water,Wetland,Water,Water
2273,Water,Water,Water,Water,Water,Wetland,Water,Forest
2274,Water,Water,Water,Water,Water,Bareland,Water,Water
2275,Water,Water,Water,Water,Water,Bareland,Forest,Bareland
2276,Water,Water,Water,Water,Water,Water,NULL,Wetland
2277,Water,Water,Water,Water,Water,Water,NULL,Water
2278,Water,Water,Water,Water,Water,Water,NULL,Forest
2279,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2280,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2281,Water,Water,Water,Water,Water,Water,Wetland,Water
2282,Water,Water,Water,Water,Water,Water,Wetland,Forest
2283,Water,Water,Water,Water,Water,Water,Water,Grassland
2284,Water,Water,Water,Water,Water,Water,Water,Wetland
2285,Water,Water,Water,Water,Water,Water,Water,Water
2286,Water,Water,Water,Water,Water,Water,Water,Forest
2287,Water,Water,Water,Water,Water,Forest,NULL,Water
2288,Water,Water,Water,Water,Water,Forest,NULL,Forest
2289,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2290,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2291,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2292,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2293,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2294,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2295,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2296,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2297,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2298,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2299,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2300,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2301,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2302,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2303,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2304,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2305,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2306,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2307,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2308,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2309,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2310,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2311,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2312,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2313,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2314,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2315,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2316,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2317,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2318,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2319,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2320,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2321,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2322,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2323,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2324,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2325,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2326,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2327,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2328,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2329,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2330,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2331,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2332,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
2333,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2334,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2335,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2336,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2337,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2338,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2339,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
2340,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
2341,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2342,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2343,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2344,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2345,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2346,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2347,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2348,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2349,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2350,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2351,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2352,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2353,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2354,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2355,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2356,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2357,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2358,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2359,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2360,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2361,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2362,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2363,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2364,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2365,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2366,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2367,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2368,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2369,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2370,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2371,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2372,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2373,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2374,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2375,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2376,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2377,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2378,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2379,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2380,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2381,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2382,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2383,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2384,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2385,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2386,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2387,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2388,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2389,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2390,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2391,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2392,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2393,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2394,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2395,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2396,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2397,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2398,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2399,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2400,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2401,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2402,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2403,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2404,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2405,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2406,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2407,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2408,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2409,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2410,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2411,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2412,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2413,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,NULL,Grassland
2414,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2415,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2416,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2417,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2418,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2419,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2420,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
2421,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2422,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2423,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2424,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2425,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2426,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2427,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
