Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXF_M_R
2217,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2218,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2219,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2220,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2221,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2222,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2223,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2224,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2225,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2226,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2227,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2228,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2229,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2230,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2231,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2232,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2233,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2234,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
2235,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2236,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2237,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2238,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2239,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2240,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2241,Water,Water,Water,NULL,Water,NULL,NULL,Water
2242,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2243,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2244,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2245,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2246,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2247,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2248,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2249,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2250,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2251,Water,Water,Water,Water,Water,NULL,NULL,Water
2252,Water,Water,Water,Water,Water,NULL,NULL,Forest
2253,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2254,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2255,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2256,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2257,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2258,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2259,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2260,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2261,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2262,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2263,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2264,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2265,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2266,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2267,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2268,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2269,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2270,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2271,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2272,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2273,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2274,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2275,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2276,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2277,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2278,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2279,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2280,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2281,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2282,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2283,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2284,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2285,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2286,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2287,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2288,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2289,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2290,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2291,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2292,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2293,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2294,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2295,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2296,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2297,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2298,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2299,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
2300,Water,Forest,Water,Water,Water,NULL,NULL,Water
2301,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2302,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2303,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2304,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2305,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2306,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2307,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2308,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2309,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2310,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2311,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2312,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2313,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2314,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2315,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2316,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2317,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2318,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2319,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2320,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2321,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2322,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2323,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2324,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2325,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2326,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2327,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2328,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2329,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2330,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2331,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2332,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2333,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2334,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2335,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2336,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2337,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2338,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2339,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2340,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2341,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2342,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2343,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2344,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2345,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2346,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2347,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2348,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2349,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2350,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2351,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2352,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2353,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2354,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2355,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2356,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2357,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2358,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2359,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2360,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2361,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2362,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2363,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2364,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2365,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2366,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2367,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2368,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2369,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2370,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2371,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2372,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2373,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2374,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2375,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2376,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2377,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2378,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2379,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2380,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2381,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2382,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2383,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2384,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2385,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2386,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2387,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2388,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2389,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2390,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2391,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2392,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2393,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2394,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2395,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2396,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2397,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2398,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2399,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2400,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2401,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2402,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2403,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2404,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2405,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2406,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2407,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2408,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2409,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2410,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2411,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2412,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2413,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2414,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2415,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2416,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2417,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2418,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2419,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2420,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2421,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2422,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2423,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2424,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2425,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2426,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2427,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2428,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2429,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2430,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2431,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2432,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2433,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2434,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2435,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2436,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2437,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2438,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2439,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2440,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2441,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2442,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2443,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2444,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2445,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2446,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2447,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2448,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2449,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2450,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2451,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2452,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2453,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2454,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2455,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2456,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2457,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2458,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2459,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2460,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2461,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2462,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2463,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2464,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2465,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2466,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2467,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2468,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2469,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2470,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2471,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2472,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2473,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2474,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2475,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2476,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2477,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2478,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2479,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2480,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2481,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2482,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2483,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2484,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2485,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2486,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2487,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2488,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2489,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2490,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2491,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2492,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2493,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2494,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2495,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2496,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2497,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2498,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2499,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2500,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2501,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2502,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2503,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2504,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2505,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2506,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2507,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2508,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2509,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2510,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2511,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2512,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2513,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2514,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2515,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2516,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2517,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2518,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2519,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2520,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2521,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2522,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2523,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2524,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2525,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2526,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2527,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2528,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2529,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2530,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2531,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2532,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2533,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2534,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2535,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2536,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2537,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2538,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2539,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2540,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2541,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2542,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2543,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2544,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2545,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2546,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2547,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2548,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2549,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2550,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2551,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2552,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2553,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2554,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
