Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGK_M_R
3095,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Water
3096,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3097,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3098,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3099,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3100,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3101,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3102,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3103,Water,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
3104,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Grassland
3105,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Forest
3106,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3107,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3108,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3109,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3110,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
3111,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
3112,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3113,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3114,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3115,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3116,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3117,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3118,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3119,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3120,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
3121,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3122,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3123,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
3124,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
3125,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
3126,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
3127,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3128,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3129,Water,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
3130,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3131,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3132,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3133,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3134,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3135,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3136,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3137,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
3138,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3139,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3140,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3141,Water,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3142,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3143,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Bareland
3144,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Forest
3145,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3146,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3147,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3148,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
3149,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3150,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3151,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
3152,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
3153,Water,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3154,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3155,Water,Cropland,Built-up,Water,Non_Wetland,Water,Water,Bareland
3156,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3157,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
3158,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
3159,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3160,Water,Cropland,Water,NULL,Water,Grassland,Bareland,Bareland
3161,Water,Cropland,Water,NULL,Water,Grassland,Water,Bareland
3162,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3163,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
3164,Water,Cropland,Water,NULL,Water,Bareland,Water,Bareland
3165,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
3166,Water,Cropland,Water,NULL,Water,Water,Grassland,Bareland
3167,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
3168,Water,Cropland,Water,NULL,Water,Water,Grassland,Forest
3169,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
3170,Water,Cropland,Water,NULL,Water,Water,Water,Bareland
3171,Water,Cropland,Water,NULL,Water,Water,Water,Water
3172,Water,Cropland,Water,NULL,Water,Water,Water,Forest
3173,Water,Cropland,Water,NULL,Water,Forest,Water,Grassland
3174,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
3175,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Bareland
3176,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
3177,Water,Cropland,Water,Non_Water,Water,Water,Water,Bareland
3178,Water,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
3179,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
3180,Water,Cropland,Water,Water,Water,Grassland,Water,Bareland
3181,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
3182,Water,Cropland,Water,Water,Water,Water,Grassland,Grassland
3183,Water,Cropland,Water,Water,Water,Water,Grassland,Bareland
3184,Water,Cropland,Water,Water,Water,Water,Grassland,Water
3185,Water,Cropland,Water,Water,Water,Water,Water,Grassland
3186,Water,Cropland,Water,Water,Water,Water,Water,Bareland
3187,Water,Cropland,Water,Water,Water,Water,Water,Water
3188,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3189,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3190,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3191,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3192,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3193,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3194,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3195,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3196,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3197,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3198,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3199,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
3200,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Bareland
3201,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
3202,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3203,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
3204,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3205,Water,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
3206,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3207,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3208,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3209,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3210,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
3211,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3212,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3213,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3214,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3215,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3216,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3217,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3218,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3219,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3220,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Water,Grassland
3221,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3222,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3223,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3224,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3225,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3226,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
3227,Water,Wetland,Water,NULL,Water,Water,Water,Water
3228,Water,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
3229,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
3230,Water,Wetland,Water,Water,Water,Water,Water,Forest
3231,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3232,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3233,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3234,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3235,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3236,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3237,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
3238,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3239,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
3240,Water,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3241,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3242,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
3243,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
3244,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3245,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
3246,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
3247,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
3248,Water,Bareland,Water,NULL,Water,Water,Grassland,Grassland
3249,Water,Bareland,Water,NULL,Water,Water,Grassland,Water
3250,Water,Bareland,Water,Water,Water,Grassland,Water,Bareland
3251,Water,Bareland,Water,Water,Water,Water,Water,Water
3252,Water,Bareland,Water,Water,Water,Water,Water,Forest
3253,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
3254,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3255,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3256,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
3257,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3258,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3259,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3260,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3261,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
3262,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3263,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3264,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3265,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3266,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3267,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
3268,Water,Built-up,Water,NULL,Water,Built-up,Bareland,Water
3269,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3270,Water,Built-up,Water,Water,Water,Built-up,Water,Bareland
3271,Water,Built-up,Water,Water,Water,Built-up,Water,Water
3272,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3273,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3274,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3275,Water,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3276,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3277,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3278,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3279,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3280,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
3281,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3282,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3283,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3284,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3285,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3286,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
3287,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3288,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3289,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3290,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3291,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3292,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
3293,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3294,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3295,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3296,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3297,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
3298,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
3299,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3300,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3301,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3302,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3303,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3304,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3305,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3306,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3307,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3308,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3309,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
3310,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3311,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3312,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3313,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3314,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3315,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3316,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3317,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3318,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3319,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3320,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3321,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
3322,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3323,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3324,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3325,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3326,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3327,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3328,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3329,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3330,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
3331,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3332,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Forest
3333,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3334,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3335,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3336,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
3337,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3338,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
3339,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3340,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3341,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
3342,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
3343,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3344,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
3345,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
3346,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3347,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3348,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3349,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
3350,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3351,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3352,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3353,Water,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
3354,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3355,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3356,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3357,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3358,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3359,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3360,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3361,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3362,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3363,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3364,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3365,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3366,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3367,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3368,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3369,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3370,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3371,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3372,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3373,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3374,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3375,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
3376,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
3377,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3378,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3379,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3380,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
3381,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3382,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3383,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
3384,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3385,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
3386,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3387,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3388,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3389,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3390,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3391,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3392,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
3393,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3394,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3395,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3396,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3397,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3398,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3399,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3400,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3401,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3402,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3403,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
3404,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3405,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3406,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
3407,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3408,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3409,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3410,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3411,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
3412,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3413,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3414,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3415,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3416,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
3417,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
3418,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3419,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3420,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3421,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3422,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Bareland
3423,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Water
3424,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
3425,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3426,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3427,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3428,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3429,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3430,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3431,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3432,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3433,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
3434,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
3435,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3436,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3437,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3438,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3439,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
3440,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3441,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3442,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
3443,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
3444,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3445,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3446,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3447,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3448,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3449,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3450,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
