Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFA_M_R
10914,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10915,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10916,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
10917,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10918,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10919,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
10920,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10921,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
10922,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
10923,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10924,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
10925,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
10926,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10927,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
10928,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
10929,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
10930,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10931,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
10932,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
10933,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
10934,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
10935,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Water
10936,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10937,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
10938,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Forest
10939,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10940,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
10941,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
10942,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
10943,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
10944,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
10945,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
10946,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
10947,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
10948,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
10949,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
10950,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Forest
10951,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10952,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
10953,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
10954,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
10955,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10956,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10957,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
10958,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
10959,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
10960,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10961,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
10962,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
10963,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Forest
10964,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Forest
10965,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
10966,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
10967,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10968,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10969,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
10970,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10971,Forest,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
10972,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
10973,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
10974,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
10975,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
10976,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10977,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10978,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10979,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
10980,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10981,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
10982,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
10983,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
10984,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
10985,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
10986,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10987,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10988,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
10989,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
10990,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
10991,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
10992,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
10993,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10994,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
10995,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
10996,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
10997,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Water
10998,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
10999,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Cropland
11000,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
11001,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
11002,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
11003,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11004,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11005,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11006,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11007,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11008,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11009,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
11010,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
11011,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11012,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
11013,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
11014,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
11015,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
11016,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
11017,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11018,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11019,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
11020,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11021,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
11022,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
11023,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
11024,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
11025,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
11026,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,Water
11027,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
11028,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
11029,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
11030,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Forest
11031,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
11032,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
11033,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
11034,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Water
11035,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
11036,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
11037,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Forest
11038,Forest,Cropland,Wetland,Water,Wetland,Forest,NULL,Forest
11039,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
11040,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Forest,Cropland
11041,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
11042,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11043,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
11044,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
11045,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
11046,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11047,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11048,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
11049,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Cropland
11050,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
11051,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
11052,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
11053,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11054,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
11055,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
11056,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
11057,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11058,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
11059,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
11060,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
11061,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
11062,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11063,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
11064,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
11065,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11066,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11067,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11068,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
11069,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11070,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
11071,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
11072,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
11073,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
11074,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11075,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
11076,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
11077,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
11078,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
11079,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
11080,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
11081,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Water
11082,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
11083,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
11084,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11085,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
11086,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11087,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11088,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11089,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
11090,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11091,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11092,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11093,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
11094,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11095,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11096,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
11097,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
11098,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
11099,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
11100,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
11101,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
11102,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
11103,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland,NULL,Water
11104,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
11105,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,NULL,Water
11106,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
11107,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
11108,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Water
11109,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
11110,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
11111,Forest,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
11112,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,NULL,Forest
11113,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11114,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11115,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11116,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11117,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11118,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
11119,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11120,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11121,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11122,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
11123,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
11124,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
11125,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11126,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
11127,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11128,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11129,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11130,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11131,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
11132,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11133,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11134,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
11135,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
11136,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
11137,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
11138,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
11139,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11140,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
11141,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11142,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11143,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11144,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11145,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11146,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11147,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11148,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11149,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
11150,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
11151,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
11152,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
11153,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
11154,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
11155,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
11156,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
11157,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
11158,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
11159,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
11160,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
11161,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
11162,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
11163,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
11164,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
11165,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
11166,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11167,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11168,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11169,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11170,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
11171,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
11172,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11173,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11174,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11175,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11176,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11177,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11178,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11179,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11180,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
11181,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11182,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11183,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
11184,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11185,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11186,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
11187,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
11188,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
11189,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11190,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11191,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11192,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11193,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
11194,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
11195,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
11196,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
11197,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
11198,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11199,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
11200,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
11201,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
11202,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11203,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Forest
11204,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
11205,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
11206,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11207,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
11208,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
11209,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
11210,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
11211,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
11212,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
11213,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
11214,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
11215,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Forest
11216,Forest,Cropland,Water,NULL,Water,NULL,Water,Grassland
11217,Forest,Cropland,Water,NULL,Water,NULL,Water,Water
11218,Forest,Cropland,Water,NULL,Water,NULL,Water,Forest
11219,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
11220,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Water
11221,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
11222,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
11223,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Water
11224,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
11225,Forest,Cropland,Water,NULL,Water,Wetland,Water,Grassland
11226,Forest,Cropland,Water,NULL,Water,Wetland,Water,Water
11227,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
11228,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Water
11229,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Forest
11230,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Forest
11231,Forest,Cropland,Water,NULL,Water,Water,NULL,Grassland
11232,Forest,Cropland,Water,NULL,Water,Water,NULL,Water
11233,Forest,Cropland,Water,NULL,Water,Water,Wetland,Water
11234,Forest,Cropland,Water,NULL,Water,Water,Water,Water
11235,Forest,Cropland,Water,NULL,Water,Forest,NULL,Grassland
11236,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
11237,Forest,Cropland,Water,NULL,Water,Forest,Wetland,Forest
11238,Forest,Cropland,Water,NULL,Water,Forest,Water,Cropland
11239,Forest,Cropland,Water,NULL,Water,Forest,Water,Forest
11240,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
11241,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
11242,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
11243,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Wetland
11244,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Water
11245,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Forest
11246,Forest,Cropland,Water,Non_Water,Water,NULL,Forest,Forest
11247,Forest,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
11248,Forest,Cropland,Water,Non_Water,Water,Cropland,NULL,Grassland
11249,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
