Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPF_M_R
1019,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1020,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1021,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1023,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1025,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1027,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1030,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1031,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1032,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1033,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1035,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1036,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1037,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1039,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1040,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1041,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1042,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1043,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1044,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1045,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1046,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1047,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1048,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1049,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1050,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1051,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1052,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1053,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1054,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1055,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1056,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1059,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1060,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1061,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1062,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1063,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1064,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1065,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1066,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1067,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1068,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1069,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1070,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1071,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1072,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1073,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1074,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1075,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1076,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1079,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1080,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1081,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1082,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1084,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1085,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1086,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1087,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1088,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1089,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1091,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1092,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1093,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1095,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1096,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1097,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1098,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1099,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1101,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1103,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1105,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1106,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1107,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1108,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1109,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1111,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1112,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1113,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1114,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1115,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1116,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1118,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1119,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1120,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1121,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1122,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1123,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1124,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1125,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1126,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1127,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1128,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1129,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1131,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Wetland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1134,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1135,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1136,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1137,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1138,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1139,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1140,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1141,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1142,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1144,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1145,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1146,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1147,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1148,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1149,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1150,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1151,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1152,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1153,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1155,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1156,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1157,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1158,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1159,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1160,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1161,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1162,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1163,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1164,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1165,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1167,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1169,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1171,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1172,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1173,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1174,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1175,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1176,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1177,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1178,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1179,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1180,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1181,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1182,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1183,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1184,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1185,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1186,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1187,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1188,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1189,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1190,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1191,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1192,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1193,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1194,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1195,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1196,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1197,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1198,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1199,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1200,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1201,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1202,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1203,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1204,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1205,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1206,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1207,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1208,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1209,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1210,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1211,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1212,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1214,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1215,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1216,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1217,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1218,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1219,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1220,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1221,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1222,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1223,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1224,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1225,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1226,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1227,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1228,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1229,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1230,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1231,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1233,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1235,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1236,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1237,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1238,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1239,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1240,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1241,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1242,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1243,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1244,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1245,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1246,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1247,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1248,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1250,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1251,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1253,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1254,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1255,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1256,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1257,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1258,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1259,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1260,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1262,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1263,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1264,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1265,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1266,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1267,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1268,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1269,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1270,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1271,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1272,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1273,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1274,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1275,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1276,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1277,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1278,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1279,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1280,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1281,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1282,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1283,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1284,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1285,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1286,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1287,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1288,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1289,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1290,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1291,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1292,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1293,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1294,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1295,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1296,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1297,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1298,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1299,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1300,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1301,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1303,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1304,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1306,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1307,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1308,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1309,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1311,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1312,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1313,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1314,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1316,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1317,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1318,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1319,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1320,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1321,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1322,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1323,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1324,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1326,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1327,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1328,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1329,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1330,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1331,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1332,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1333,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1335,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1336,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1337,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1338,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1339,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1340,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1341,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1342,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1343,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1344,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1345,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1346,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1347,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1348,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1349,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1350,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1351,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1352,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1353,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
