Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLM_M_R
4491,Wetland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4492,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
4493,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4494,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4495,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4496,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4497,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4498,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4499,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4500,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4501,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4502,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4503,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4504,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4505,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4506,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4507,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4508,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4509,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4510,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4511,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4512,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
4513,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4514,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4515,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4516,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4517,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4518,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4519,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4520,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4521,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4522,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
4523,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
4524,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4525,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4526,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4527,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4528,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4529,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4530,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4531,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4532,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4533,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4534,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4535,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4536,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4537,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
4538,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4539,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4540,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4541,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
4542,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4543,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4544,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4545,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4546,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4547,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4548,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4549,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4550,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4551,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4552,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4553,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4554,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4555,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
4556,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4557,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4558,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4559,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4560,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4561,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4562,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4563,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4564,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4565,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4566,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4567,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4568,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4569,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4570,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4571,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4572,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4573,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4574,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4575,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4576,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4577,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4578,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4579,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4580,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4581,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4582,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
4583,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4584,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4585,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
4586,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4587,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4588,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
4589,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
4590,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
4591,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4592,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
4593,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
4594,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
4595,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
4596,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4597,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4598,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4599,Wetland,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
4600,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
4601,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Forest
4602,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4603,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4604,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4605,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4606,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4607,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
4608,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
4609,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4610,Wetland,Water,Water,NULL,Water,Wetland,NULL,Water
4611,Wetland,Water,Water,NULL,Water,Wetland,NULL,Forest
4612,Wetland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
4613,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Forest
4614,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
4615,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
4616,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
4617,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
4618,Wetland,Water,Water,NULL,Water,Water,Water,Forest
4619,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
4620,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
4621,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
4622,Wetland,Water,Water,Non_Water,Water,Wetland,NULL,Forest
4623,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4624,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4625,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
4626,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
4627,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
4628,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
4629,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
4630,Wetland,Water,Water,Water,Water,NULL,NULL,Water
4631,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
4632,Wetland,Water,Water,Water,Water,Wetland,NULL,Grassland
4633,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
4634,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
4635,Wetland,Water,Water,Water,Water,Wetland,Forest,Forest
4636,Wetland,Water,Water,Water,Water,Water,NULL,Wetland
4637,Wetland,Water,Water,Water,Water,Water,NULL,Water
4638,Wetland,Water,Water,Water,Water,Water,Wetland,Water
4639,Wetland,Water,Water,Water,Water,Water,Water,Grassland
4640,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4641,Wetland,Water,Water,Water,Water,Water,Water,Water
4642,Wetland,Water,Water,Water,Water,Water,Water,Forest
4643,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4644,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4645,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4646,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4647,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4648,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4649,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4650,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4651,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4652,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4653,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4654,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4655,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4656,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4657,Wetland,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
4658,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4659,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4660,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4661,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4662,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4663,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4664,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4665,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4666,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4667,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4668,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4669,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4670,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4671,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4672,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4673,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4674,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4675,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4676,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4677,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4678,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4679,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4680,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4681,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4682,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4683,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4684,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4685,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4686,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4687,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4688,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4689,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4690,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4691,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4692,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4693,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4694,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4695,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4696,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
4697,Wetland,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
4698,Wetland,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
4699,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4700,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4701,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
4702,Wetland,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
4703,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
4704,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
4705,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
4706,Wetland,Forest,Water,Water,Water,Wetland,NULL,Grassland
4707,Wetland,Forest,Water,Water,Water,Water,Water,Water
4708,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4709,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4710,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4711,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4712,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4713,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4714,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4715,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4716,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4717,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4718,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4719,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4720,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4721,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4722,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4723,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4724,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4725,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4726,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4727,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4728,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4729,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4730,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4731,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4732,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4733,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4734,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4735,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4736,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4737,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4738,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4739,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4740,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4741,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4742,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4743,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4744,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4745,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4746,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4747,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4748,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4749,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4750,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4751,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4752,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4753,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4754,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4755,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4756,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4757,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4758,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4759,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4760,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4761,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4762,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4763,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4764,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4765,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4766,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4767,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4768,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4769,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4770,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4771,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4772,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4773,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4774,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4775,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4776,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4777,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4778,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4779,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4780,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4781,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4782,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4783,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4784,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4785,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4786,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4787,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4788,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4789,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4790,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4791,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4792,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4793,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4794,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4795,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4796,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4797,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4798,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4799,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4800,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4801,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4802,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4803,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4804,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4805,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4806,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4807,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4808,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4809,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4810,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4811,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4812,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4813,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4814,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4815,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4816,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4817,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4818,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4819,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4820,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4821,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4822,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4823,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4824,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4825,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4826,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4827,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4828,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4829,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
