Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUC_M_R
14489,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
14490,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
14491,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
14492,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
14493,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
14494,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
14495,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
14496,Water,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
14497,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
14498,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
14499,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
14500,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
14501,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
14502,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
14503,Water,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
14504,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
14505,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
14506,Water,Forest,Wetland,Water,Wetland,Water,Built-up,Water
14507,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
14508,Water,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
14509,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
14510,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
14511,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14512,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
14513,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
14514,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
14515,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
14516,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14517,Water,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14518,Water,Forest,Built-up,Water,Non_Wetland,Water,Water,Grassland
14519,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
14520,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
14521,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
14522,Water,Forest,Water,NULL,Water,NULL,Water,Grassland
14523,Water,Forest,Water,NULL,Water,NULL,Water,Forest
14524,Water,Forest,Water,NULL,Water,NULL,Forest,Forest
14525,Water,Forest,Water,NULL,Water,Bareland,Forest,Forest
14526,Water,Forest,Water,NULL,Water,Water,NULL,Forest
14527,Water,Forest,Water,NULL,Water,Water,Water,Water
14528,Water,Forest,Water,NULL,Water,Water,Water,Forest
14529,Water,Forest,Water,NULL,Water,Water,Forest,Forest
14530,Water,Forest,Water,NULL,Water,Forest,Water,Forest
14531,Water,Forest,Water,NULL,Water,Forest,Forest,Water
14532,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
14533,Water,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
14534,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
14535,Water,Forest,Water,Non_Water,Water,Water,NULL,Forest
14536,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
14537,Water,Forest,Water,Water,Water,NULL,Wetland,Grassland
14538,Water,Forest,Water,Water,Water,NULL,Wetland,Wetland
14539,Water,Forest,Water,Water,Water,NULL,Water,Forest
14540,Water,Forest,Water,Water,Water,Wetland,Water,Water
14541,Water,Forest,Water,Water,Water,Bareland,Wetland,Water
14542,Water,Forest,Water,Water,Water,Water,NULL,Wetland
14543,Water,Forest,Water,Water,Water,Water,Wetland,Forest
14544,Water,Forest,Water,Water,Water,Water,Water,Wetland
14545,Water,Forest,Water,Water,Water,Water,Water,Water
14546,Water,Forest,Water,Water,Water,Water,Water,Forest
14547,Water,Forest,Water,Water,Water,Forest,NULL,Forest
14548,Water,Forest,Water,Water,Water,Forest,Wetland,Water
14549,Water,Forest,Water,Water,Water,Forest,Water,Wetland
14550,Water,Forest,Water,Water,Water,Forest,Water,Forest
14551,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14552,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
14553,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14554,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14555,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
14556,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
14557,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
14558,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14559,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
14560,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
14561,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14562,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14563,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14564,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14565,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
14566,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
14567,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
14568,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14569,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
14570,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
14571,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
14572,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
14573,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
14574,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
14575,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
14576,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
14577,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
14578,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
14579,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14580,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14581,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
14582,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14583,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14584,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
14585,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
14586,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14587,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
14588,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14589,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14590,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14591,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
14592,Water,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
14593,Water,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
14594,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
14595,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14596,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14597,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14598,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14599,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14600,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14601,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14602,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14603,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14604,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14605,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
14606,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14607,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14608,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14609,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
14610,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14611,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14612,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
14613,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14614,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
14615,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
14616,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14617,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
14618,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
14619,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
14620,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
14621,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14622,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14623,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14624,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14625,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14626,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14627,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14628,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14629,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14630,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14631,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14632,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14633,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
14634,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14635,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14636,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14637,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14638,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14639,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14640,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14641,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14642,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14643,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14644,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
14645,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14646,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14647,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14648,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14649,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14650,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14651,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14652,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
14653,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14654,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14655,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14656,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14657,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14658,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14659,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14660,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
14661,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14662,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14663,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14664,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14665,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14666,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
14667,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
14668,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14669,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
14670,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
14671,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
14672,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14673,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14674,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
14675,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14676,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
14677,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
14678,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
14679,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14680,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
14681,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14682,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
14683,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Water,Water,Bareland
14684,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14685,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14686,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14687,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14688,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
14689,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
14690,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
14691,Permanent_ice_and_snow,Water,Wetland,Non_Water,NULL,NULL,NULL,Built-up
14692,Permanent_ice_and_snow,Water,Wetland,Water,NULL,NULL,NULL,Wetland
14693,Permanent_ice_and_snow,Water,Wetland,Water,NULL,NULL,NULL,Water
14694,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
14695,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
14696,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
14697,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
14698,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
14699,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
14700,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
14701,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,NULL,Water
14702,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14703,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14704,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14705,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14706,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14707,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14708,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14709,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
14710,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
14711,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
14712,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
14713,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14714,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14715,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14716,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14717,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
14718,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
14719,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
14720,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
14721,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14722,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
14723,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14724,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
14725,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
14726,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
14727,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
14728,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
14729,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
14730,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
14731,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
14732,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
14733,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
14734,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14735,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
14736,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
14737,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
14738,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14739,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14740,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
14741,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
14742,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
14743,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
14744,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14745,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14746,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
14747,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14748,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14749,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14750,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14751,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
14752,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
14753,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
14754,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14755,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14756,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14757,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14758,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
14759,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
14760,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
14761,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
14762,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14763,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
14764,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
14765,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
14766,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
14767,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
14768,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14769,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
14770,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
14771,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
14772,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14773,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14774,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
14775,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
14776,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14777,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
14778,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
14779,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
14780,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
14781,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
14782,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
14783,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
14784,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14785,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
14786,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
14787,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
14788,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
14789,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14790,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14791,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14792,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14793,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14794,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
14795,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14796,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
14797,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
14798,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14799,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
14800,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
14801,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
14802,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
14803,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
14804,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14805,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14806,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
14807,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14808,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14809,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
