Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXT_M_R
15705,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
15706,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
15707,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
15708,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
15709,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
15710,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
15711,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
15712,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
15713,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
15714,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
15715,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
15716,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15717,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15718,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
15719,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
15720,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15721,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
15722,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
15723,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
15724,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15725,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15726,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15727,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
15728,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Water
15729,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15730,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
15731,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
15732,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
15733,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15734,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
15735,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15736,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
15737,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
15738,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
15739,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
15740,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15741,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
15742,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
15743,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
15744,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15745,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15746,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
15747,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
15748,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15749,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15750,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
15751,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15752,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
15753,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15754,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
15755,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
15756,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
15757,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15758,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
15759,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15760,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
15761,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
15762,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
15763,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
15764,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
15765,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
15766,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
15767,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15768,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
15769,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15770,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
15771,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
15772,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
15773,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
15774,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
15775,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
15776,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
15777,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
15778,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
15779,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
15780,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
15781,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
15782,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
15783,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
15784,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
15785,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15786,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
15787,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
15788,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
15789,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
15790,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
15791,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
15792,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
15793,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
15794,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
15795,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Water
15796,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
15797,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
15798,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
15799,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
15800,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Water
15801,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
15802,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Water
15803,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Wetland
15804,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
15805,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Forest
15806,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
15807,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
15808,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
15809,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
15810,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
15811,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
15812,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
15813,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
15814,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
15815,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
15816,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
15817,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Wetland
15818,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
15819,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15820,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15821,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
15822,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
15823,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15824,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
15825,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15826,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15827,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
15828,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
15829,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15830,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
15831,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15832,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
15833,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
15834,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
15835,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
15836,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
15837,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
15838,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
15839,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
15840,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
15841,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
15842,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
15843,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
15844,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
15845,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
15846,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15847,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15848,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15849,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15850,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15851,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15852,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15853,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15854,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15855,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15856,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15857,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15858,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15859,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15860,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15861,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15862,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15863,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
15864,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15865,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
15866,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
15867,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
15868,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15869,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
15870,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
15871,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
15872,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15873,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15874,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15875,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
15876,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15877,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15878,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
15879,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15880,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15881,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15882,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15883,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
15884,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15885,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
15886,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15887,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
15888,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
15889,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
15890,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
15891,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
15892,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
15893,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
15894,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
15895,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
15896,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
15897,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
15898,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
15899,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
15900,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15901,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
15902,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
15903,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
15904,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
15905,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
15906,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
15907,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
15908,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
15909,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15910,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15911,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
15912,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15913,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
15914,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15915,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
15916,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
15917,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
15918,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15919,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15920,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15921,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
15922,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
15923,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
15924,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
15925,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
15926,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
15927,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
15928,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15929,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
15930,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15931,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15932,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15933,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15934,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
15935,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15936,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15937,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
15938,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
15939,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
15940,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
15941,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15942,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
15943,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
15944,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15945,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
15946,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
15947,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
15948,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15949,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
15950,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
15951,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
15952,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
15953,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
15954,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
15955,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
15956,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
15957,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
15958,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
15959,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15960,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
15961,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15962,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
15963,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15964,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
15965,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15966,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
15967,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
15968,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
15969,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15970,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
15971,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
15972,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
15973,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15974,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
15975,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
15976,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
15977,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15978,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
15979,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15980,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
15981,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15982,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15983,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15984,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15985,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15986,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15987,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
15988,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15989,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15990,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
15991,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15992,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
15993,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
15994,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15995,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15996,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15997,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15998,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15999,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
16000,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16001,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
16002,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
16003,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
16004,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
16005,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
16006,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Water
16007,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
16008,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
16009,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
16010,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16011,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16012,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
16013,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16014,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
16015,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16016,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
16017,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
16018,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
16019,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16020,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
16021,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
16022,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
16023,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
16024,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
16025,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
16026,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
16027,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
16028,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
16029,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
16030,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
16031,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
