Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMP_M_R
4028,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
4029,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
4030,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
4031,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
4032,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4033,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
4034,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
4035,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
4036,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Built-up
4037,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
4038,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Built-up
4039,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
4040,Water,Built-up,Water,NULL,NULL,Water,Water,Grassland
4041,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
4042,Water,Built-up,Water,NULL,Water,Wetland,Water,Water
4043,Water,Built-up,Water,NULL,Water,Bareland,Water,Bareland
4044,Water,Built-up,Water,NULL,Water,Water,NULL,Grassland
4045,Water,Built-up,Water,NULL,Water,Water,NULL,Wetland
4046,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
4047,Water,Built-up,Water,NULL,Water,Water,Built-up,Forest
4048,Water,Built-up,Water,NULL,Water,Water,Water,Bareland
4049,Water,Built-up,Water,NULL,Water,Water,Water,Water
4050,Water,Built-up,Water,Non_Water,NULL,NULL,NULL,Water
4051,Water,Built-up,Water,Non_Water,NULL,NULL,Water,Water
4052,Water,Built-up,Water,Non_Water,NULL,NULL,Water,Forest
4053,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
4054,Water,Built-up,Water,Non_Water,Water,Water,NULL,Grassland
4055,Water,Built-up,Water,Water,NULL,Bareland,Built-up,Bareland
4056,Water,Built-up,Water,Water,NULL,Bareland,Built-up,Water
4057,Water,Built-up,Water,Water,NULL,Bareland,Water,Grassland
4058,Water,Built-up,Water,Water,NULL,Bareland,Water,Bareland
4059,Water,Built-up,Water,Water,NULL,Bareland,Water,Built-up
4060,Water,Built-up,Water,Water,NULL,Bareland,Water,Water
4061,Water,Built-up,Water,Water,NULL,Water,Water,Forest
4062,Water,Built-up,Water,Water,Water,NULL,NULL,Water
4063,Water,Built-up,Water,Water,Water,NULL,Water,Water
4064,Water,Built-up,Water,Water,Water,NULL,Water,Forest
4065,Water,Built-up,Water,Water,Water,Bareland,Water,Bareland
4066,Water,Built-up,Water,Water,Water,Water,NULL,Forest
4067,Water,Built-up,Water,Water,Water,Water,Built-up,Water
4068,Water,Built-up,Water,Water,Water,Water,Water,Water
4069,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
4070,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4071,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
4072,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Water
4073,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
4074,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4075,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
4076,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
4077,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4078,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
4079,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
4080,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
4081,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Wetland
4082,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
4083,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
4084,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Built-up
4085,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
4086,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
4087,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4088,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4089,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4090,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4091,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4092,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4093,Water,Built-up,Forest,Water,Non_Wetland,NULL,Water,Water
4094,Water,Built-up,Forest,Water,Non_Wetland,NULL,Water,Forest
4095,Water,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Forest
4096,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
4097,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4098,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
4099,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4100,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4101,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4102,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
4103,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4104,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4105,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4106,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4107,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4108,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4109,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4110,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4111,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
4112,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
4113,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Built-up
4114,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
4115,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
4116,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4117,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
4118,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4119,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4120,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4121,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4122,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4123,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4124,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4125,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4126,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
4127,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4128,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
4129,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4130,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4131,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4132,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4133,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4134,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4135,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4136,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4137,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
4138,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4139,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4140,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
4141,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
4142,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
4143,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4144,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4145,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
4146,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4147,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4148,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4149,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4150,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4151,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4152,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
4153,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
4154,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
4155,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4156,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4157,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
4158,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4159,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4160,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4161,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
4162,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4163,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
4164,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
4165,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4166,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
4167,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4168,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4169,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4170,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4171,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
4172,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
4173,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
4174,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
4175,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
4176,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
4177,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
4178,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
4179,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
4180,Water,Water,NULL,Water,Non_Wetland,Bareland,Built-up,Water
4181,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
4182,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
4183,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
4184,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4185,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Water
4186,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4187,Water,Water,NULL,Water,Non_Wetland,Water,Water,Cropland
4188,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4189,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4190,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4191,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
4192,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4193,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4194,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4195,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4196,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4197,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
4198,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4199,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4200,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
4201,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4202,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
4203,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4204,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4205,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4206,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4207,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4208,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4209,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4210,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4211,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4212,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4213,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4214,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4215,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4216,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4217,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4218,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
4219,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4220,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4221,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
4222,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
4223,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4224,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
4225,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4226,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4227,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4228,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4229,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4230,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4231,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4232,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4233,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4234,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4235,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4236,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4237,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4238,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4239,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4240,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
4241,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4242,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4243,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4244,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4245,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4246,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4247,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4248,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4249,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4250,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
4251,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4252,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4253,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
4254,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
4255,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
4256,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4257,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4258,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
4259,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4260,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4261,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4262,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4263,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4264,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4265,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4266,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4267,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4268,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
4269,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4270,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
4271,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4272,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
4273,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4274,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4275,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4276,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4277,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
4278,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4279,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4280,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4281,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
4282,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
4283,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
4284,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
4285,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
4286,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
4287,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
4288,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4289,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4290,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4291,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4292,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4293,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4294,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4295,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
4296,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
4297,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4298,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
4299,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
4300,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
4301,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
4302,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
4303,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4304,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4305,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
4306,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4307,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4308,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4309,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
4310,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
4311,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
4312,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
4313,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4314,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4315,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4316,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
4317,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4318,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4319,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4320,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4321,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
4322,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Cropland
4323,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
4324,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
4325,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Cropland
4326,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
4327,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
4328,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
4329,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4330,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
4331,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
4332,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4333,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4334,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
4335,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4336,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4337,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4338,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4339,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4340,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4341,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4342,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4343,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4344,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4345,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4346,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4347,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4348,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4349,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4350,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4351,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
4352,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
4353,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4354,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4355,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4356,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4357,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4358,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4359,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4360,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4361,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4362,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4363,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4364,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4365,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4366,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
4367,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4368,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4369,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
4370,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4371,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4372,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4373,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4374,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4375,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4376,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
4377,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
4378,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4379,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4380,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4381,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
4382,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
4383,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
4384,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
4385,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4386,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
