Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R
1156,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1157,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1158,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1159,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1160,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1161,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water
1162,Bareland,NULL,Water,NULL,Water,NULL,Grassland
1163,Bareland,NULL,Water,NULL,Water,NULL,Wetland
1164,Bareland,NULL,Water,NULL,Water,NULL,Water
1165,Bareland,NULL,Water,NULL,Water,NULL,Forest
1166,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1167,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland
1168,Bareland,NULL,Water,Non_Water,Water,NULL,Water
1169,Bareland,NULL,Water,Non_Water,Water,NULL,Forest
1170,Bareland,NULL,Water,Water,Water,NULL,Grassland
1171,Bareland,NULL,Water,Water,Water,NULL,Wetland
1172,Bareland,NULL,Water,Water,Water,NULL,Bareland
1173,Bareland,NULL,Water,Water,Water,NULL,Water
1174,Bareland,NULL,Water,Water,Water,NULL,Forest
1175,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1176,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1177,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1178,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1179,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1180,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1181,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1182,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1183,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1184,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1185,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1186,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1187,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1188,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
1189,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1190,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1191,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1192,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1193,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1194,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1195,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1196,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1197,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1198,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1199,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1200,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1201,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1202,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1203,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1204,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1205,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1206,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1207,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1208,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1209,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1210,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1211,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1212,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1213,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1214,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1215,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1216,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1217,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1218,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1219,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1220,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1221,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1222,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1223,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1224,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1225,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1226,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1227,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1228,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1229,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1230,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1231,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1232,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1233,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1234,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1235,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1236,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1237,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1238,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1239,Bareland,Wetland,Water,NULL,Water,NULL,Bareland
1240,Bareland,Wetland,Water,NULL,Water,NULL,Water
1241,Bareland,Wetland,Water,NULL,Water,NULL,Forest
1242,Bareland,Wetland,Water,Non_Water,Water,NULL,Wetland
1243,Bareland,Wetland,Water,Non_Water,Water,NULL,Water
1244,Bareland,Wetland,Water,Non_Water,Water,NULL,Forest
1245,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1246,Bareland,Wetland,Water,Water,Water,NULL,Wetland
1247,Bareland,Wetland,Water,Water,Water,NULL,Water
1248,Bareland,Wetland,Water,Water,Water,NULL,Forest
1249,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1250,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1251,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1252,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1253,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1254,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1255,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1256,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1257,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1258,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1259,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1260,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water
1261,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
1262,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1263,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Water
1264,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1265,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1266,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water
1267,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1268,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1269,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1270,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1271,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1272,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1273,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1274,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1275,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1276,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1277,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1278,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1279,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1280,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1281,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1282,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1283,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
1284,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1285,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1286,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1287,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1288,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1289,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1290,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1291,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1292,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1293,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1294,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1295,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1296,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1297,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1298,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1299,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1300,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1301,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1302,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1303,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1304,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1305,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1306,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1307,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1308,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1309,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1310,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1311,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1312,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1313,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1314,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1315,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1316,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1317,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1318,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1319,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1320,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1321,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Wetland
1322,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1323,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1324,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1325,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1326,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1327,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Wetland
1328,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1329,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1330,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Forest
1331,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1332,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1333,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
1334,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1335,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1336,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water
1337,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1338,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water
1339,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1340,Bareland,Bareland,Water,NULL,Water,NULL,Wetland
1341,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1342,Bareland,Bareland,Water,NULL,Water,NULL,Water
1343,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1344,Bareland,Bareland,Water,Non_Water,Water,NULL,Grassland
1345,Bareland,Bareland,Water,Non_Water,Water,NULL,Wetland
1346,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1347,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1348,Bareland,Bareland,Water,Non_Water,Water,NULL,Forest
1349,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1350,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1351,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1352,Bareland,Bareland,Water,Water,Water,NULL,Water
1353,Bareland,Bareland,Water,Water,Water,NULL,Forest
1354,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1355,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1356,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1357,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1358,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1359,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1360,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1361,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1362,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
1363,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1364,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1365,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1366,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1367,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1368,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1369,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1370,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1371,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1372,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1373,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1374,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1375,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
1376,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1377,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1378,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Water
1379,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1380,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1381,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
1382,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1383,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1384,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1385,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1386,Bareland,Water,NULL,Water,Non_Wetland,NULL,Grassland
1387,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1388,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1389,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1390,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1391,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1392,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1393,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1394,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1395,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1396,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1397,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1398,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1399,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1400,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1401,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1402,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1403,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1404,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1405,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1406,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1407,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1408,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1409,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1410,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1411,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1412,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1413,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1414,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1415,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1416,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1417,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1418,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1419,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1420,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1421,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1422,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
1423,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1424,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1425,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1426,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1427,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1428,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1429,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water
1430,Bareland,Water,Water,NULL,Water,NULL,Grassland
1431,Bareland,Water,Water,NULL,Water,NULL,Water
1432,Bareland,Water,Water,NULL,Water,NULL,Forest
1433,Bareland,Water,Water,Non_Water,Water,NULL,Wetland
1434,Bareland,Water,Water,Non_Water,Water,NULL,Water
1435,Bareland,Water,Water,Non_Water,Water,NULL,Forest
1436,Bareland,Water,Water,Water,Water,NULL,Grassland
1437,Bareland,Water,Water,Water,Water,NULL,Wetland
1438,Bareland,Water,Water,Water,Water,NULL,Bareland
1439,Bareland,Water,Water,Water,Water,NULL,Water
1440,Bareland,Water,Water,Water,Water,NULL,Forest
1441,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1442,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1443,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1444,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1445,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1446,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1447,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1448,Bareland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1449,Bareland,Water,Forest,Water,Non_Wetland,NULL,Wetland
1450,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1451,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1452,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1453,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Water
1454,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1455,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1456,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1457,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1458,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1459,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1460,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1461,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1462,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1463,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1464,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1465,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1466,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1467,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Water
1468,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1469,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1470,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1471,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1472,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1473,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1474,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1475,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Water
1476,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1477,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1478,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1479,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1480,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
1481,Bareland,Forest,Water,NULL,Water,NULL,Bareland
1482,Bareland,Forest,Water,NULL,Water,NULL,Forest
1483,Bareland,Forest,Water,Water,Water,NULL,Grassland
1484,Bareland,Forest,Water,Water,Water,NULL,Bareland
1485,Bareland,Forest,Water,Water,Water,NULL,Water
1486,Bareland,Forest,Water,Water,Water,NULL,Forest
1487,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1488,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1489,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1490,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water
1491,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1492,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1493,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Water
1494,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1495,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1496,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1497,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
1498,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1499,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1500,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1501,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water
1502,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1503,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1504,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1505,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1506,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1507,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1508,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
1509,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1510,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1511,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1512,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1513,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1514,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1515,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1516,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1517,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1518,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1519,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1520,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1521,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1522,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1523,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1524,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1525,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1526,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1527,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1528,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1529,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1530,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1531,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1532,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1533,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1534,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
