Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNS_M_R
13462,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13463,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13464,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13465,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13466,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
13467,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13468,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13469,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13470,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13471,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13472,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13473,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13474,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13475,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13476,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13477,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
13478,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
13479,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13480,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13481,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13482,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13483,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13484,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13485,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13486,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13487,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13488,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13489,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13490,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
13491,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13492,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13493,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13494,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13495,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13496,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13497,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13498,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
13499,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
13500,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
13501,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13502,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13503,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13504,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13505,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13506,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13507,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
13508,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13509,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13510,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13511,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13512,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13513,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13514,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13515,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13516,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
13517,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13518,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13519,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
13520,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
13521,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
13522,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
13523,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13524,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
13525,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13526,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13527,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13528,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
13529,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13530,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13531,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13532,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
13533,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13534,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
13535,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
13536,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13537,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
13538,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13539,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13540,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
13541,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
13542,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13543,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
13544,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
13545,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
13546,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
13547,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
13548,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
13549,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
13550,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13551,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
13552,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13553,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13554,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13555,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13556,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13557,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13558,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13559,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13560,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
13561,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
13562,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13563,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13564,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
13565,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13566,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13567,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
13568,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
13569,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13570,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
13571,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
13572,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
13573,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
13574,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
13575,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
13576,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
13577,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13578,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13579,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13580,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13581,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13582,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
13583,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13584,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
13585,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13586,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13587,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
13588,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13589,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13590,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13591,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
13592,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
13593,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
13594,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
13595,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
13596,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
13597,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
13598,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
13599,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
13600,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
13601,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
13602,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
13603,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
13604,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
13605,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
13606,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
13607,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
13608,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13609,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
13610,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
13611,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13612,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
13613,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
13614,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
13615,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Forest
13616,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
13617,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
13618,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
13619,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
13620,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
13621,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
13622,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
13623,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
13624,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
13625,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
13626,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
13627,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
13628,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13629,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
13630,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
13631,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
13632,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
13633,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
13634,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
13635,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
13636,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
13637,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
13638,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
13639,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,NULL,Built-up
13640,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
13641,Forest,Built-up,Water,NULL,Water,Wetland,NULL,Forest
13642,Forest,Built-up,Water,NULL,Water,Forest,Forest,Forest
13643,Forest,Built-up,Water,Non_Water,Water,Forest,Water,Forest
13644,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
13645,Forest,Built-up,Water,Water,Water,Grassland,Built-up,Water
13646,Forest,Built-up,Water,Water,Water,Water,Bareland,Water
13647,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13648,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13649,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
13650,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
13651,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13652,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13653,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
13654,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13655,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13656,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
13657,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
13658,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
13659,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
13660,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13661,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
13662,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
13663,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Water
13664,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13665,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13666,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13667,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13668,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
13669,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13670,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
13671,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
13672,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13673,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13674,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13675,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13676,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
13677,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
13678,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
13679,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
13680,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
13681,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
13682,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13683,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13684,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
13685,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
13686,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13687,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13688,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
13689,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13690,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
13691,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
13692,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
13693,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13694,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
13695,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
13696,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
13697,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
13698,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
13699,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
13700,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
13701,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
13702,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
13703,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
13704,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
13705,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
13706,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13707,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
13708,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13709,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13710,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13711,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
13712,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
13713,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
13714,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
13715,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
13716,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13717,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
13718,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
13719,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Water
13720,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13721,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
13722,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13723,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
13724,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13725,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,NULL,Forest
13726,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13727,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13728,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
13729,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
13730,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13731,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13732,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
13733,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
13734,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13735,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
13736,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
13737,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
13738,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
13739,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
13740,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13741,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
13742,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13743,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13744,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13745,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13746,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13747,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13748,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13749,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13750,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
13751,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
13752,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
13753,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13754,Forest,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
13755,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
13756,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13757,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
13758,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
13759,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13760,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
13761,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
13762,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
13763,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
13764,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
13765,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
13766,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13767,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
13768,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13769,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13770,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
13771,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
13772,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
13773,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
13774,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13775,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13776,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
13777,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
13778,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13779,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
13780,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
13781,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
13782,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
13783,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
13784,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
13785,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
13786,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
13787,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
13788,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
13789,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
13790,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
