Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXT_M_R
741,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
742,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
743,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
744,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
745,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
746,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
747,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
748,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
749,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
750,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
751,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
752,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
753,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
754,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
755,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
756,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
757,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
758,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
759,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
760,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
761,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
762,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
763,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
764,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
765,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
766,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
767,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
768,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
769,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
770,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
771,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
772,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
773,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Water
774,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
775,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
776,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
777,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
778,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
779,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
780,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
781,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
782,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
783,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
784,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
785,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
786,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
787,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
788,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
789,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
790,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
791,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
792,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
793,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
794,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
795,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
796,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
797,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
798,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
799,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
800,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
801,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
802,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
803,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
804,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
805,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
806,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
807,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
808,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
809,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
810,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
811,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
813,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
814,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
815,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
816,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
817,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
818,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
819,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
820,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
821,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Water
822,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
823,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
824,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
825,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
826,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
827,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
828,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
829,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
830,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
831,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
832,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
833,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
834,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
835,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
836,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
837,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
838,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
839,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
840,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
841,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
842,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
843,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
844,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
845,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
846,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
848,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
849,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
850,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
851,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
852,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
853,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
854,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
855,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
856,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
857,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
858,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
859,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
860,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
861,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
862,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
863,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
864,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
865,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
867,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
868,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
869,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
870,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
871,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
872,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
873,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
874,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
875,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
876,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
877,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
878,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
879,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
880,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
881,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
882,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
883,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
884,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
885,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
886,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
887,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
888,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
889,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
890,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
891,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
892,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
893,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
894,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
895,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Bareland
896,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Water
897,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
898,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
899,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
900,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
901,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
902,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
903,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
904,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
905,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
906,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
907,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
908,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
909,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
910,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
911,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
912,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
913,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
914,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
915,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
916,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Water
917,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
919,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
920,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
921,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
922,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
923,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
924,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
925,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
926,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
927,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
928,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
929,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
930,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
932,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
933,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
934,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
935,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
936,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
937,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
938,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
939,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
940,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
941,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
942,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
943,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
944,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
945,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
946,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
947,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
948,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
949,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
950,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
951,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
952,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
953,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
954,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
955,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
956,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
957,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
958,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
959,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
960,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
961,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
962,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
963,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
964,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
965,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
966,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
967,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
968,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
969,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
970,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
971,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
972,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
973,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
974,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
975,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
976,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
977,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
978,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
979,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
980,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
981,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
982,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
983,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
984,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
985,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
986,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
987,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
988,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
989,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
990,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
991,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
992,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
993,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
994,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
995,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
996,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
997,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
998,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
999,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
1000,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1001,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
1002,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1003,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
1005,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1007,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1008,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1009,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1010,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1011,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1012,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1013,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1014,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1015,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1016,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1017,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1018,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1019,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1020,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1021,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
1022,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1023,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1024,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1025,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1026,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1027,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Bareland
1028,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1029,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1030,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1031,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1032,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1033,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1034,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1035,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1036,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1037,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1038,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1039,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
1040,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1041,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1042,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1043,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
1044,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1045,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1046,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1047,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1048,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1049,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1050,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
1051,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1052,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1053,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
1054,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Forest
1055,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1056,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1057,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1058,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1059,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
1060,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1061,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1062,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
1063,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1064,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1065,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1066,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1067,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1068,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1069,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1070,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
1071,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1072,Forest,Forest,Water,NULL,Water,Grassland,NULL,Water
1073,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
1074,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1075,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
1076,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1077,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1078,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1079,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1080,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1081,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1082,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
1083,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1084,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
1085,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
1086,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1087,Forest,Forest,Water,NULL,Water,Water,NULL,Bareland
1088,Forest,Forest,Water,NULL,Water,Water,NULL,Water
1089,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
1090,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
1091,Forest,Forest,Water,NULL,Water,Water,Wetland,Bareland
1092,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1093,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1094,Forest,Forest,Water,NULL,Water,Water,Water,Water
1095,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1096,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1097,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
