Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHJ_M_R
4854,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4855,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
4856,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4857,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4858,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4859,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4860,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4861,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4862,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4863,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4864,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4865,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4866,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4867,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4868,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4869,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4870,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4871,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4872,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
4873,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
4874,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4875,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4876,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4877,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4878,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4879,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4880,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
4881,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
4882,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
4883,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
4884,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
4885,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4886,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4887,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4888,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4889,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4890,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4891,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4892,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4893,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4894,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4895,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
4896,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
4897,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
4898,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
4899,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4900,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4901,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4902,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4903,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4904,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4905,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4906,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
4907,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
4908,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4909,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
4910,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4911,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4912,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4913,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4914,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4915,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4916,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4917,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4918,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4919,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4920,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4921,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4922,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4923,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4924,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
4925,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4926,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4927,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4928,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4929,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
4930,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4931,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4932,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
4933,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4934,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Bareland
4935,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4936,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4937,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4938,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4939,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4940,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4941,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4942,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4943,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4944,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4945,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
4946,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
4947,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
4948,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
4949,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4950,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4951,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4952,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4953,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
4954,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4955,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
4956,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4957,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4958,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4959,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4960,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4961,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4962,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4963,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4964,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4965,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4966,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4967,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4968,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4969,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
4970,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
4971,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
4972,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
4973,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
4974,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4975,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
4976,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4977,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
4978,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
4979,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
4980,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
4981,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
4982,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4983,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4984,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4985,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
4986,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4987,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4988,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
4989,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
4990,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Bareland
4991,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
4992,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
4993,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
4994,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4995,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4996,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4997,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4998,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4999,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
5000,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
5001,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
5002,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
5003,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5004,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Built-up
5005,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
5006,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5007,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
5008,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5009,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
5010,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5011,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
5012,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
5013,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
5014,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
5015,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
5016,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
5017,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5018,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
5019,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
5020,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
5021,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5022,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5023,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
5024,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
5025,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5026,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5027,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
5028,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5029,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5030,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5031,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
5032,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
5033,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
5034,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
5035,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
5036,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
5037,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5038,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
5039,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5040,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
5041,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5042,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5043,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5044,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5045,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5046,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5047,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
5048,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5049,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5050,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5051,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5052,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
5053,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5054,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5055,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5056,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5057,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5058,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5059,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
5060,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5061,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
5062,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
5063,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
5064,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5065,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5066,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5067,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5068,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5069,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5070,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5071,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5072,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5073,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5074,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5075,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5076,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5077,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5078,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5079,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5080,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
5081,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
5082,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5083,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5084,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5085,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5086,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5087,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
5088,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
5089,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
5090,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5091,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5092,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5093,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5094,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
5095,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
5096,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
5097,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
5098,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
5099,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Wetland
5100,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
5101,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
5102,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5103,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
5104,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5105,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
5106,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
5107,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5108,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
5109,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
5110,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5111,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5112,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
5113,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
5114,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5115,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5116,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5117,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5118,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
5119,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5120,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5121,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5122,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5123,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5124,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
5125,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
5126,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
5127,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5128,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5129,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
5130,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5131,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
5132,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
5133,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
5134,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
5135,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
5136,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
5137,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5138,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
5139,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
5140,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Grassland
5141,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Bareland
5142,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
5143,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
5144,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
5145,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
5146,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
5147,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
5148,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
5149,Water,Water,Water,NULL,Water,NULL,NULL,Water
5150,Water,Water,Water,NULL,Water,NULL,NULL,Forest
5151,Water,Water,Water,NULL,Water,NULL,Wetland,Water
5152,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
5153,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
5154,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
5155,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
5156,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
5157,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
5158,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
5159,Water,Water,Water,NULL,Water,Grassland,Water,Water
5160,Water,Water,Water,NULL,Water,Grassland,Water,Forest
5161,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
5162,Water,Water,Water,NULL,Water,Wetland,NULL,Bareland
5163,Water,Water,Water,NULL,Water,Wetland,NULL,Water
5164,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
5165,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
5166,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
5167,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
5168,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
5169,Water,Water,Water,NULL,Water,Wetland,Water,Water
5170,Water,Water,Water,NULL,Water,Wetland,Water,Forest
5171,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
5172,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
5173,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
5174,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
5175,Water,Water,Water,NULL,Water,Built-up,Water,Grassland
5176,Water,Water,Water,NULL,Water,Built-up,Water,Water
5177,Water,Water,Water,NULL,Water,Built-up,Water,Forest
5178,Water,Water,Water,NULL,Water,Water,NULL,Grassland
5179,Water,Water,Water,NULL,Water,Water,NULL,Water
5180,Water,Water,Water,NULL,Water,Water,NULL,Forest
5181,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
5182,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
5183,Water,Water,Water,NULL,Water,Water,Grassland,Water
5184,Water,Water,Water,NULL,Water,Water,Grassland,Forest
5185,Water,Water,Water,NULL,Water,Water,Wetland,Water
5186,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5187,Water,Water,Water,NULL,Water,Water,Bareland,Water
5188,Water,Water,Water,NULL,Water,Water,Built-up,Water
5189,Water,Water,Water,NULL,Water,Water,Built-up,Forest
5190,Water,Water,Water,NULL,Water,Water,Water,Grassland
5191,Water,Water,Water,NULL,Water,Water,Water,Wetland
5192,Water,Water,Water,NULL,Water,Water,Water,Bareland
5193,Water,Water,Water,NULL,Water,Water,Water,Water
5194,Water,Water,Water,NULL,Water,Water,Water,Forest
5195,Water,Water,Water,NULL,Water,Forest,NULL,Forest
5196,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
5197,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
5198,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
5199,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
5200,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
5201,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
5202,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5203,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
5204,Water,Water,Water,Non_Water,Water,Grassland,NULL,Wetland
5205,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
5206,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
5207,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
5208,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
5209,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
5210,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
5211,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
5212,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
5213,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
5214,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
5215,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
5216,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5217,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
5218,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
5219,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
5220,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
5221,Water,Water,Water,Non_Water,Water,Bareland,NULL,Forest
5222,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
5223,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
5224,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
5225,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
5226,Water,Water,Water,Non_Water,Water,Water,NULL,Bareland
5227,Water,Water,Water,Non_Water,Water,Water,NULL,Water
5228,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
5229,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
5230,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
5231,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
5232,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
5233,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
5234,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
5235,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
5236,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
5237,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
