Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNP_M_R
4446,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4447,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4448,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4449,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4450,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4451,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4452,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4453,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4454,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4455,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
4456,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4457,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4458,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4459,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4460,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4461,Bareland,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
4462,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4463,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4464,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4465,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4466,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4467,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4468,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4469,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4470,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4471,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4472,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4473,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4474,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4475,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4476,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4477,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4478,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4479,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4480,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4481,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4482,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4483,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4484,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4485,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4486,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4487,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4488,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
4489,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4490,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4491,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4492,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4493,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4494,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4495,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4496,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4497,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4498,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4499,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4500,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4501,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4502,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4503,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4504,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4505,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4506,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4507,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4508,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4509,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4510,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4511,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4512,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4513,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4514,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4515,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4516,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4517,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4518,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4519,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4520,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4521,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4522,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4523,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4524,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4525,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4526,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4527,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4528,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4529,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4530,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4531,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4532,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4533,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4534,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4535,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4536,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4537,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4538,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4539,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4540,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4541,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4542,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4543,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4544,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4545,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4546,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4547,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4548,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4549,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4550,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4551,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4552,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4553,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4554,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4555,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4556,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4557,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
4558,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4559,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4560,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4561,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4562,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4563,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4564,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4565,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4566,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4567,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4568,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4569,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4570,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4571,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4572,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Water
4573,Bareland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4574,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
4575,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4576,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4577,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4578,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4579,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4580,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4581,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4582,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4583,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4584,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4585,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4586,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4587,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4588,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4589,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4590,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4591,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4592,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4593,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4594,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4595,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4596,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4597,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4598,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4599,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4600,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4601,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4602,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4603,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
4604,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
4605,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
4606,Bareland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
4607,Bareland,Cropland,Water,Water,Water,Bareland,Wetland,Water
4608,Bareland,Cropland,Water,Water,Water,Water,Grassland,Water
4609,Bareland,Cropland,Water,Water,Water,Water,Water,Water
4610,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4611,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4612,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4613,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4614,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4615,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4616,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4617,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4618,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4619,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4620,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4621,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4622,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4623,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4624,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4625,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4626,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4627,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4628,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4629,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4630,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4631,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4632,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4633,Bareland,Bareland,NULL,Water,Non_Wetland,Cropland,Wetland,Water
4634,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Grassland,Water
4635,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4636,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Forest,Water
4637,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4638,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4639,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
4640,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
4641,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4642,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4643,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4644,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4645,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4646,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4647,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4648,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4649,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4650,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4651,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
4652,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
4653,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4654,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4655,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4656,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4657,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4658,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4659,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4660,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4661,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4662,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4663,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
4664,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4665,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4666,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Water
4667,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4668,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4669,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4670,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
4671,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
4672,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
4673,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
4674,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4675,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland,Wetland,Water
4676,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
4677,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4678,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4679,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4680,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4681,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4682,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4683,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4684,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4685,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4686,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,Wetland,Water
4687,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
4688,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
4689,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Forest,Bareland
4690,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Forest,Water
4691,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
4692,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Water
4693,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
4694,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
4695,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
4696,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Water
4697,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4698,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4699,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
4700,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4701,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4702,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4703,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4704,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4705,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4706,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4707,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4708,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4709,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4710,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4711,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4712,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4713,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4714,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4715,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4716,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
4717,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4718,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4719,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4720,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4721,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4722,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4723,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4724,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4725,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4726,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4727,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4728,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4729,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4730,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4731,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4732,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4733,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4734,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4735,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4736,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4737,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
4738,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
4739,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4740,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4741,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4742,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4743,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4744,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4745,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4746,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4747,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4748,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4749,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4750,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4751,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4752,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4753,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4754,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4755,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4756,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4757,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
