Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R
18999,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
19000,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
19001,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
19002,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
19003,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
19004,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
19005,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
19006,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19007,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
19008,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
19009,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
19010,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
19011,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
19012,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
19013,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19014,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
19015,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19016,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
19017,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
19018,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
19019,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
19020,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
19021,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
19022,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19023,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19024,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
19025,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19026,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
19027,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
19028,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
19029,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
19030,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
19031,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
19032,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
19033,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
19034,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19035,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
19036,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
19037,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
19038,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
19039,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
19040,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
19041,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
19042,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
19043,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
19044,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
19045,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
19046,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
19047,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
19048,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
19049,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
19050,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
19051,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
19052,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
19053,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
19054,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
19055,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
19056,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
19057,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
19058,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
19059,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
19060,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
19061,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
19062,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
19063,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
19064,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
19065,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
19066,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
19067,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
19068,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
19069,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
19070,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
19071,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
19072,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
19073,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
19074,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
19075,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
19076,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
19077,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
19078,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
19079,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
19080,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
19081,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
19082,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
19083,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
19084,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
19085,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
19086,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
19087,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
19088,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
19089,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
19090,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
19091,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
19092,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
19093,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
19094,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
19095,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
19096,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
19097,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
19098,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
19099,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
19100,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
19101,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
19102,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
19103,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
19104,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
19105,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
19106,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
19107,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
19108,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
19109,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
19110,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
19111,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
19112,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
19113,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
19114,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
19115,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
19116,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
19117,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
19118,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
19119,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
19120,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19121,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19122,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19123,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
19124,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19125,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
19126,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
19127,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19128,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
19129,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
19130,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
19131,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
19132,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
19133,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
19134,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
19135,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
19136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
19137,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
19138,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19139,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
19140,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
19141,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
19142,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
19143,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
19144,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
19145,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
19146,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
19147,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
19148,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
19149,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
19150,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
19151,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
19152,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
19153,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
19154,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
19155,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
19156,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
19157,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
19158,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19159,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
19160,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
19161,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
19162,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
19163,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
19164,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
19165,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
19166,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
19167,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Built-up
19168,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
19169,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
19170,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
19171,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
19172,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
19173,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
19174,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
19175,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
19176,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
19177,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
19178,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
19179,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19180,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
19181,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
19182,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
19183,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
19184,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
19185,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
19186,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
19187,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
19188,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
19189,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
19190,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
19191,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
19192,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
19193,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
19194,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
19195,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
19196,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
19197,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
19198,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
19199,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
19200,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
19201,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
19202,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
19203,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
19204,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
19205,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
19206,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
19207,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
19208,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
19209,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
19210,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
19211,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
19212,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
19213,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
19214,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
19215,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
19216,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
19217,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
19218,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
19219,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
19220,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
19221,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
19222,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
19223,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
19224,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
19225,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
19226,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
19227,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
19228,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
19229,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
19230,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
19231,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
19232,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
19233,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
19234,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
19235,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
19236,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
19237,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
19238,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
19239,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
19240,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
19241,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
19242,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
19243,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
19244,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
19245,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
19246,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
19247,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
19248,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
19249,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
19250,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
19251,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
19252,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
19253,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
19254,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
19255,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
19256,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
19257,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
19258,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
19259,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
19260,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
19261,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
19262,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
19263,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
19264,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
19265,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
19266,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
19267,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
19268,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
19269,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
19270,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
19271,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
19272,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
19273,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19274,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
19275,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
19276,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19277,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
19278,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
19279,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
19280,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
19281,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
19282,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
19283,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
19284,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
19285,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19286,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19287,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19288,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19289,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19290,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
19291,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,NULL
19292,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
19293,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
19294,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Forest
19295,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
19296,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19297,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
19298,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
19299,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
19300,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19301,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19302,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19303,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19304,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
19305,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19306,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
19307,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19308,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
19309,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
19310,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
19311,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
19312,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
19313,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
19314,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19315,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19316,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
19317,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
19318,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
19319,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
19320,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19321,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
19322,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
19323,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
19324,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
19325,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
19326,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19327,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
19328,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
19329,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
19330,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
19331,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
19332,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
19333,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
19334,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
19335,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
19336,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
