Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R
17790,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17791,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
17792,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17793,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
17794,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17795,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
17796,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
17797,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
17798,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
17799,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
17800,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
17801,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
17802,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
17803,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17804,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
17805,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
17806,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
17807,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
17808,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
17809,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
17810,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
17811,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
17812,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
17813,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
17814,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
17815,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
17816,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
17817,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
17818,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17819,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17820,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
17821,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
17822,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
17823,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
17824,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
17825,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
17826,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
17827,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
17828,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
17829,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
17830,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
17831,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
17832,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
17833,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
17834,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
17835,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
17836,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
17837,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
17838,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
17839,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
17840,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
17841,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
17842,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
17843,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
17844,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
17845,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
17846,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
17847,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
17848,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
17849,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
17850,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
17851,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
17852,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
17853,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
17854,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
17855,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
17856,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
17857,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
17858,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
17859,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
17860,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
17861,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
17862,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17863,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
17864,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
17865,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
17866,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
17867,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
17868,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
17869,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
17870,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
17871,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
17872,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
17873,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
17874,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
17875,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
17876,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
17877,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
17878,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
17879,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
17880,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
17881,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
17882,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
17883,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
17884,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
17885,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
17886,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
17887,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
17888,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
17889,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
17890,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
17891,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
17892,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
17893,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
17894,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
17895,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
17896,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
17897,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
17898,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17899,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
17900,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
17901,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
17902,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
17903,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
17904,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
17905,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
17906,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
17907,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
17908,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
17909,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
17910,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
17911,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
17912,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
17913,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,NULL
17914,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
17915,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Cropland
17916,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
17917,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
17918,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
17919,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
17920,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
17921,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
17922,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
17923,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
17924,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17925,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
17926,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
17927,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17928,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17929,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
17930,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
17931,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
17932,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
17933,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
17934,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
17935,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17936,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
17937,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
17938,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17939,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
17940,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Forest,Water
17941,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,NULL
17942,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
17943,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
17944,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
17945,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
17946,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
17947,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17948,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Water
17949,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17950,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
17951,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
17952,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
17953,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
17954,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,NULL,NULL
17955,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
17956,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17957,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17958,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17959,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
17960,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
17961,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
17962,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
17963,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
17964,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
17965,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
17966,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
17967,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
17968,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
17969,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
17970,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
17971,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,NULL
17972,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
17973,Forest,Wetland,Water,Water,Water,Water,NULL,Grassland
17974,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
17975,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
17976,Forest,Wetland,Water,Water,Water,Forest,NULL,Forest
17977,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
17978,Forest,Wetland,Water,Water,Water,Forest,Forest,NULL
17979,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
17980,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
17981,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17982,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17983,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
17984,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
17985,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
17986,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17987,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
17988,Forest,Bareland,Water,NULL,Water,Bareland,Water,Bareland
17989,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
17990,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
17991,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
17992,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
17993,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
17994,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17995,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
17996,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
17997,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
17998,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
17999,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
18000,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
18001,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
18002,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
18003,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
18004,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
18005,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
18006,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
18007,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
18008,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
18009,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
18010,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
18011,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
18012,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
18013,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
18014,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
18015,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
18016,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
18017,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
18018,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18019,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18020,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18021,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
18022,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18023,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18024,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
18025,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18026,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
18027,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
18028,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
18029,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
18030,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
18031,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
18032,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
18033,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
18034,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
18035,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
18036,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
18037,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
18038,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
18039,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
18040,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
18041,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
18042,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
18043,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18044,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
18045,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
18046,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
18047,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
18048,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
18049,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
18050,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
18051,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
18052,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
18053,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
18054,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
18055,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
18056,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
18057,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18058,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
18059,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
18060,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18061,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
18062,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
18063,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
18064,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
18065,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
18066,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
18067,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
18068,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18069,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Water
18070,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
18071,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
18072,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18073,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18074,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
18075,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
18076,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
18077,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
18078,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
18079,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
18080,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
18081,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
18082,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
18083,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
18084,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
18085,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
18086,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
18087,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
18088,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
18089,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
18090,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18091,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
18092,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
18093,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
18094,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
18095,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
18096,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
18097,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
18098,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
18099,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
18100,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
18101,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
18102,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
18103,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
18104,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
18105,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
18106,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
18107,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18108,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
18109,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18110,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
18111,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
18112,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18113,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
18114,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
18115,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
18116,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
18117,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
