Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFM_M_R
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Bareland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
