Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUQ_M_R
1036,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1037,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1039,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1040,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1041,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1042,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1044,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1046,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1048,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1049,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1051,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1052,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1053,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1054,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1055,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1056,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1057,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1059,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1060,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1061,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1062,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1063,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1065,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1066,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1067,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1069,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1072,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1073,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1074,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1076,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1077,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1078,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1079,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1081,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1083,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1084,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1086,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1087,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1089,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1090,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1091,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1092,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1094,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1095,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1096,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1097,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1098,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1099,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1101,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1102,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1103,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1104,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1105,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1106,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1107,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1108,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1109,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1110,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1111,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1112,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1113,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1114,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1115,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1116,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1117,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1118,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1119,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1120,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1121,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1122,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1125,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1126,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1127,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1128,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1129,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1130,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1131,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1132,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1133,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1134,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1135,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1136,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1137,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1138,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1139,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1140,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1141,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1142,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1144,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1145,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1146,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1147,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1148,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1149,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1150,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1151,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1152,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1153,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1155,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1156,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1157,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1158,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1160,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1161,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1162,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1164,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1166,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1167,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1168,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1169,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1171,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1172,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1173,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1174,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1175,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1176,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1178,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1179,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1180,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1181,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1182,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1183,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1184,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1185,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1186,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Wetland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1188,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1189,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1190,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1191,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1192,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1193,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1194,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1195,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1196,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1197,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1198,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1199,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1200,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1201,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1202,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1203,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1204,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1205,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1206,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1208,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1209,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1210,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1211,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1213,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1214,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1215,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1216,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1217,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1218,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1219,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1220,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1221,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1222,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1223,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1224,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1225,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1226,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1227,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1228,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1229,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1230,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1232,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1233,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1234,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1235,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1236,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1237,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1238,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1240,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1243,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1244,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1245,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1246,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1247,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1248,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1249,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1250,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1251,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1252,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1253,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1254,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1255,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1256,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1257,Wetland,Water,Water,Water,Water,NULL,NULL,NULL
1258,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1259,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1260,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1262,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1263,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1264,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1265,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1266,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1269,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1270,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1271,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1272,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1273,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1274,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1275,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1276,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1277,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1278,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1279,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1280,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1281,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1282,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1283,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1284,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1285,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1286,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1287,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1288,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1289,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1290,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1291,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1293,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1294,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1295,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1296,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1297,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1298,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1300,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1302,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1303,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1305,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1306,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1307,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1308,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1309,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1310,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1312,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1314,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1316,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1317,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1318,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1319,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1320,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1321,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1322,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1323,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1324,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1325,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1326,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1327,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1328,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1329,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1330,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1331,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1332,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1333,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1334,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1335,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1336,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1337,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1338,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1339,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1340,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1341,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1342,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1343,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1344,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1345,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1347,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1348,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1349,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1350,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1352,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1353,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1354,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1355,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1356,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1357,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1358,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1359,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1360,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1361,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1362,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1363,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1364,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1365,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1366,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1367,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1369,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1370,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1372,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1373,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1374,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1375,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1376,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
