Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDD_M_R
2476,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2477,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2478,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2479,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2480,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2481,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2482,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
2483,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Wetland
2484,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
2485,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
2486,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2487,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2488,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2489,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2490,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2491,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
2492,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2493,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2494,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2495,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2496,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2497,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2498,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2499,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2500,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2501,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2502,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2503,Water,Water,Wetland,Water,Wetland,Built-up,Wetland,Water
2504,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
2505,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2506,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2507,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2508,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2509,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2510,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2511,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2512,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2513,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2514,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2515,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
2516,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
2517,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2518,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2519,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2520,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2521,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2522,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2523,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
2524,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2525,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Water
2526,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
2527,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
2528,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
2529,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
2530,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2531,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2532,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2533,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2534,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2535,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2536,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2537,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2538,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2539,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2540,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
2541,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2542,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2543,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2544,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2545,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2546,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2547,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2548,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2549,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2550,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2551,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2552,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
2553,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2554,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2555,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2556,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2557,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2558,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
2559,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2560,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2561,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2562,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2563,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2564,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2565,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2566,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2567,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
2568,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2569,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2570,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2571,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2572,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2573,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2574,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2575,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2576,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2577,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2578,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
2579,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
2580,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2581,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
2582,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2583,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2584,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2585,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2586,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2587,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2588,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2589,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2590,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2591,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2592,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
2593,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2594,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
2595,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2596,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
2597,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2598,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2599,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2600,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
2601,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2602,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
2603,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
2604,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2605,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2606,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
2607,Water,Water,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
2608,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2609,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2610,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2611,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
2612,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2613,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2614,Water,Water,Water,NULL,Water,NULL,Water,Wetland
2615,Water,Water,Water,NULL,Water,NULL,Water,Water
2616,Water,Water,Water,NULL,Water,NULL,Water,Forest
2617,Water,Water,Water,NULL,Water,NULL,Forest,Water
2618,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
2619,Water,Water,Water,NULL,Water,Grassland,Water,Water
2620,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2621,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2622,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2623,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2624,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2625,Water,Water,Water,NULL,Water,Wetland,Water,Water
2626,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2627,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2628,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2629,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2630,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
2631,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
2632,Water,Water,Water,NULL,Water,Water,Wetland,Water
2633,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2634,Water,Water,Water,NULL,Water,Water,Water,Grassland
2635,Water,Water,Water,NULL,Water,Water,Water,Wetland
2636,Water,Water,Water,NULL,Water,Water,Water,Bareland
2637,Water,Water,Water,NULL,Water,Water,Water,Water
2638,Water,Water,Water,NULL,Water,Water,Water,Forest
2639,Water,Water,Water,NULL,Water,Water,Forest,Wetland
2640,Water,Water,Water,NULL,Water,Water,Forest,Water
2641,Water,Water,Water,NULL,Water,Water,Forest,Forest
2642,Water,Water,Water,NULL,Water,Forest,Wetland,Water
2643,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2644,Water,Water,Water,NULL,Water,Forest,Water,Water
2645,Water,Water,Water,NULL,Water,Forest,Water,Forest
2646,Water,Water,Water,NULL,Water,Forest,Forest,Water
2647,Water,Water,Water,NULL,Water,Forest,Forest,Forest
2648,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
2649,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
2650,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2651,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
2652,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2653,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2654,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
2655,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
2656,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2657,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2658,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2659,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2660,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2661,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2662,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2663,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
2664,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2665,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2666,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2667,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2668,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2669,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2670,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2671,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2672,Water,Water,Water,Non_Water,Water,Water,Water,Water
2673,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2674,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2675,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2676,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
2677,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2678,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
2679,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2680,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2681,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
2682,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
2683,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
2684,Water,Water,Water,Water,Water,NULL,Wetland,Water
2685,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2686,Water,Water,Water,Water,Water,NULL,Water,Wetland
2687,Water,Water,Water,Water,Water,NULL,Water,Water
2688,Water,Water,Water,Water,Water,NULL,Water,Forest
2689,Water,Water,Water,Water,Water,NULL,Forest,Water
2690,Water,Water,Water,Water,Water,NULL,Forest,Forest
2691,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2692,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2693,Water,Water,Water,Water,Water,Grassland,Water,Wetland
2694,Water,Water,Water,Water,Water,Grassland,Water,Water
2695,Water,Water,Water,Water,Water,Grassland,Water,Forest
2696,Water,Water,Water,Water,Water,Grassland,Forest,Forest
2697,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
2698,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2699,Water,Water,Water,Water,Water,Wetland,Wetland,Bareland
2700,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2701,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2702,Water,Water,Water,Water,Water,Wetland,Bareland,Water
2703,Water,Water,Water,Water,Water,Wetland,Built-up,Water
2704,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2705,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2706,Water,Water,Water,Water,Water,Wetland,Water,Built-up
2707,Water,Water,Water,Water,Water,Wetland,Water,Water
2708,Water,Water,Water,Water,Water,Wetland,Water,Forest
2709,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
2710,Water,Water,Water,Water,Water,Wetland,Forest,Wetland
2711,Water,Water,Water,Water,Water,Wetland,Forest,Water
2712,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2713,Water,Water,Water,Water,Water,Bareland,Water,Water
2714,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2715,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2716,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2717,Water,Water,Water,Water,Water,Water,Wetland,Water
2718,Water,Water,Water,Water,Water,Water,Wetland,Forest
2719,Water,Water,Water,Water,Water,Water,Water,Grassland
2720,Water,Water,Water,Water,Water,Water,Water,Wetland
2721,Water,Water,Water,Water,Water,Water,Water,Bareland
2722,Water,Water,Water,Water,Water,Water,Water,Water
2723,Water,Water,Water,Water,Water,Water,Water,Forest
2724,Water,Water,Water,Water,Water,Water,Forest,Grassland
2725,Water,Water,Water,Water,Water,Water,Forest,Wetland
2726,Water,Water,Water,Water,Water,Water,Forest,Water
2727,Water,Water,Water,Water,Water,Water,Forest,Forest
2728,Water,Water,Water,Water,Water,Forest,Wetland,Wetland
2729,Water,Water,Water,Water,Water,Forest,Wetland,Water
2730,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2731,Water,Water,Water,Water,Water,Forest,Water,Wetland
2732,Water,Water,Water,Water,Water,Forest,Water,Water
2733,Water,Water,Water,Water,Water,Forest,Water,Forest
2734,Water,Water,Water,Water,Water,Forest,Forest,Water
2735,Water,Water,Water,Water,Water,Forest,Forest,Forest
2736,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2737,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2738,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2739,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2740,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2741,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2742,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2743,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2744,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2745,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2746,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2747,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2748,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2749,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2750,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2751,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2752,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2753,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2754,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2755,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2756,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2757,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2758,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2759,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2760,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2761,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2762,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2763,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2764,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2765,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2766,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2767,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2768,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2769,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2770,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2771,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2772,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2773,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2774,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2775,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2776,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2777,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2778,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2779,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2780,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2781,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2782,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2783,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2784,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2785,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2786,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2787,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2788,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2789,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2790,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2791,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2792,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2793,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2794,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2795,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2796,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2797,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2798,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2799,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2800,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2801,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2802,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2803,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2804,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2805,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2806,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2807,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2808,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2809,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2810,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2811,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2812,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2813,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2814,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2815,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2816,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2817,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2818,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2819,Water,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2820,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2821,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2822,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2823,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2824,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2825,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2826,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2827,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2828,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2829,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2830,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2831,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2832,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2833,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2834,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2835,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2836,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2837,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2838,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2839,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2840,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2841,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2842,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2843,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2844,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2845,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2846,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2847,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2848,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2849,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2850,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2851,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2852,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2853,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2854,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2855,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2856,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2857,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2858,Water,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2859,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2860,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2861,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2862,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
