Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHE_M_R
1825,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1826,Bareland,Water,Water,NULL,NULL,Wetland,Water,NULL
1827,Bareland,Water,Water,NULL,NULL,Bareland,Water,NULL
1828,Bareland,Water,Water,NULL,NULL,Water,NULL,NULL
1829,Bareland,Water,Water,NULL,NULL,Water,Water,NULL
1830,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1831,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1832,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1833,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1834,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1835,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1836,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1837,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1838,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1839,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1840,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1841,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1842,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1843,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1844,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1845,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1846,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1847,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1848,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1849,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1850,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1851,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1852,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1853,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1854,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1855,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1856,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1857,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1858,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1859,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1860,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1861,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1862,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1863,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1864,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1865,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1866,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1867,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1868,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,NULL
1869,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
1870,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1871,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1872,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
1873,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1874,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1875,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
1876,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1877,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1878,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1879,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1880,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1881,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1882,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1883,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1884,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1885,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1886,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
1887,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1888,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1889,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1890,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1891,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1892,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1893,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1894,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1895,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1896,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
1897,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1898,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1899,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
1900,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
1901,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1902,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1903,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1904,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1905,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1906,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
1907,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
1908,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1909,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1910,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1911,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
1912,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1913,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1914,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1915,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1916,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1917,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1918,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1919,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1920,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1921,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1922,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1923,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1924,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1925,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1926,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1927,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1928,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1929,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1930,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1931,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1932,Water,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1933,Water,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1934,Water,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1935,Water,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1936,Water,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1937,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
1938,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1939,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
1940,Water,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,NULL
1941,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1942,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1943,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1944,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1945,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1946,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
1947,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1948,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1949,Water,NULL,Wetland,NULL,NULL,NULL,NULL,NULL
1950,Water,NULL,Wetland,NULL,NULL,NULL,Water,NULL
1951,Water,NULL,Wetland,NULL,NULL,Grassland,Water,NULL
1952,Water,NULL,Wetland,NULL,NULL,Wetland,Grassland,NULL
1953,Water,NULL,Wetland,NULL,NULL,Wetland,Wetland,NULL
1954,Water,NULL,Wetland,NULL,NULL,Wetland,Built-up,NULL
1955,Water,NULL,Wetland,NULL,NULL,Wetland,Water,NULL
1956,Water,NULL,Wetland,NULL,NULL,Bareland,Grassland,NULL
1957,Water,NULL,Wetland,NULL,NULL,Bareland,Wetland,NULL
1958,Water,NULL,Wetland,NULL,NULL,Bareland,Bareland,NULL
1959,Water,NULL,Wetland,NULL,NULL,Bareland,Built-up,NULL
1960,Water,NULL,Wetland,NULL,NULL,Bareland,Water,NULL
1961,Water,NULL,Wetland,NULL,NULL,Built-up,Water,NULL
1962,Water,NULL,Wetland,NULL,NULL,Water,NULL,NULL
1963,Water,NULL,Wetland,NULL,NULL,Water,Grassland,NULL
1964,Water,NULL,Wetland,NULL,NULL,Water,Wetland,NULL
1965,Water,NULL,Wetland,NULL,NULL,Water,Bareland,NULL
1966,Water,NULL,Wetland,NULL,NULL,Water,Built-up,NULL
1967,Water,NULL,Wetland,NULL,NULL,Water,Water,NULL
1968,Water,NULL,Wetland,NULL,NULL,Water,Forest,NULL
1969,Water,NULL,Wetland,NULL,NULL,Forest,Wetland,NULL
1970,Water,NULL,Wetland,NULL,NULL,Forest,Bareland,NULL
1971,Water,NULL,Wetland,NULL,NULL,Forest,Water,NULL
1972,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1973,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1974,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1975,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
1976,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,NULL
1977,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1978,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1979,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1980,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1981,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1982,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1983,Water,NULL,Wetland,NULL,Wetland,Grassland,Built-up,NULL
1984,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1985,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1986,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1987,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1988,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1989,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1990,Water,NULL,Wetland,NULL,Wetland,Wetland,Built-up,NULL
1991,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1992,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1993,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
1994,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1995,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1996,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1997,Water,NULL,Wetland,NULL,Wetland,Bareland,Built-up,NULL
1998,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1999,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
2000,Water,NULL,Wetland,NULL,Wetland,Built-up,Wetland,NULL
2001,Water,NULL,Wetland,NULL,Wetland,Built-up,Bareland,NULL
2002,Water,NULL,Wetland,NULL,Wetland,Built-up,Built-up,NULL
2003,Water,NULL,Wetland,NULL,Wetland,Built-up,Water,NULL
2004,Water,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
2005,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
2006,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
2007,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
2008,Water,NULL,Wetland,NULL,Wetland,Water,Built-up,NULL
2009,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
2010,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
2011,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
2012,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
2013,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
2014,Water,NULL,Wetland,NULL,Wetland,Forest,Bareland,NULL
2015,Water,NULL,Wetland,NULL,Wetland,Forest,Built-up,NULL
2016,Water,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
2017,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
2018,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
2019,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
2020,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,NULL
2021,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Water,NULL
2022,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
2023,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2024,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,NULL
2025,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
2026,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2027,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2028,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
2029,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2030,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2031,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2032,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2033,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2034,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
2035,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
2036,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2037,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
2038,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
2039,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
2040,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2041,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
2042,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
2043,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
2044,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
2045,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2046,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Water,NULL
2047,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2048,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2049,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
2050,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2051,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
2052,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
2053,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2054,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
2055,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2056,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2057,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2058,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2059,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2060,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2061,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2062,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2063,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
2064,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
2065,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
2066,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
2067,Water,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
2068,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
2069,Water,NULL,Built-up,NULL,Non_Wetland,Water,Forest,NULL
2070,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
2071,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Water,NULL
2072,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
2073,Water,NULL,Water,NULL,NULL,NULL,Wetland,NULL
2074,Water,NULL,Water,NULL,NULL,NULL,Water,NULL
2075,Water,NULL,Water,NULL,NULL,Grassland,Water,NULL
2076,Water,NULL,Water,NULL,NULL,Wetland,Wetland,NULL
2077,Water,NULL,Water,NULL,NULL,Wetland,Built-up,NULL
2078,Water,NULL,Water,NULL,NULL,Wetland,Water,NULL
2079,Water,NULL,Water,NULL,NULL,Bareland,Grassland,NULL
2080,Water,NULL,Water,NULL,NULL,Bareland,Wetland,NULL
2081,Water,NULL,Water,NULL,NULL,Bareland,Bareland,NULL
2082,Water,NULL,Water,NULL,NULL,Bareland,Water,NULL
2083,Water,NULL,Water,NULL,NULL,Water,NULL,NULL
2084,Water,NULL,Water,NULL,NULL,Water,Wetland,NULL
2085,Water,NULL,Water,NULL,NULL,Water,Bareland,NULL
2086,Water,NULL,Water,NULL,NULL,Water,Water,NULL
2087,Water,NULL,Water,NULL,NULL,Water,Forest,NULL
2088,Water,NULL,Water,NULL,NULL,Forest,Wetland,NULL
2089,Water,NULL,Water,NULL,NULL,Forest,Built-up,NULL
2090,Water,NULL,Water,NULL,NULL,Forest,Water,NULL
2091,Water,NULL,Water,NULL,NULL,Forest,Forest,NULL
2092,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
2093,Water,NULL,Water,NULL,Water,NULL,Grassland,NULL
2094,Water,NULL,Water,NULL,Water,NULL,Wetland,NULL
2095,Water,NULL,Water,NULL,Water,NULL,Bareland,NULL
2096,Water,NULL,Water,NULL,Water,NULL,Built-up,NULL
2097,Water,NULL,Water,NULL,Water,NULL,Water,NULL
2098,Water,NULL,Water,NULL,Water,NULL,Forest,NULL
2099,Water,NULL,Water,NULL,Water,Grassland,Water,NULL
2100,Water,NULL,Water,NULL,Water,Wetland,Grassland,NULL
2101,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
2102,Water,NULL,Water,NULL,Water,Wetland,Built-up,NULL
2103,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
2104,Water,NULL,Water,NULL,Water,Wetland,Forest,NULL
2105,Water,NULL,Water,NULL,Water,Bareland,NULL,NULL
2106,Water,NULL,Water,NULL,Water,Bareland,Grassland,NULL
2107,Water,NULL,Water,NULL,Water,Bareland,Wetland,NULL
2108,Water,NULL,Water,NULL,Water,Bareland,Bareland,NULL
2109,Water,NULL,Water,NULL,Water,Bareland,Built-up,NULL
2110,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
2111,Water,NULL,Water,NULL,Water,Built-up,Built-up,NULL
2112,Water,NULL,Water,NULL,Water,Built-up,Water,NULL
2113,Water,NULL,Water,NULL,Water,Water,NULL,NULL
2114,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
2115,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
2116,Water,NULL,Water,NULL,Water,Water,Bareland,NULL
2117,Water,NULL,Water,NULL,Water,Water,Built-up,NULL
2118,Water,NULL,Water,NULL,Water,Water,Water,NULL
2119,Water,NULL,Water,NULL,Water,Water,Forest,NULL
2120,Water,NULL,Water,NULL,Water,Forest,Grassland,NULL
2121,Water,NULL,Water,NULL,Water,Forest,Wetland,NULL
2122,Water,NULL,Water,NULL,Water,Forest,Built-up,NULL
2123,Water,NULL,Water,NULL,Water,Forest,Water,NULL
2124,Water,NULL,Water,NULL,Water,Forest,Forest,NULL
2125,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2126,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2127,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2128,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2129,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
2130,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2131,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2132,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2133,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2134,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2135,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2136,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2137,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2138,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2139,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2140,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2141,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2142,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2143,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2144,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
2145,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2146,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2147,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
2148,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
2149,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2150,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2151,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2152,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
2153,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
2154,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
2155,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2156,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2157,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2158,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2159,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
2160,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2161,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
2162,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
2163,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
2164,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2165,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
2166,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
2167,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
2168,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
2169,Water,Wetland,Water,NULL,Water,NULL,Water,NULL
2170,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
2171,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
2172,Water,Wetland,Water,NULL,Water,Water,Water,NULL
2173,Water,Wetland,Water,NULL,Water,Forest,Water,NULL
2174,Water,Bareland,Wetland,NULL,NULL,Bareland,Bareland,NULL
2175,Water,Bareland,Wetland,NULL,NULL,Bareland,Water,NULL
2176,Water,Bareland,Wetland,NULL,NULL,Water,Water,NULL
2177,Water,Bareland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2178,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2179,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
2180,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
2181,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,NULL
2182,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
2183,Water,Bareland,Water,NULL,NULL,Water,Wetland,NULL
2184,Water,Bareland,Water,NULL,NULL,Water,Water,NULL
2185,Water,Bareland,Water,NULL,Water,Water,Wetland,NULL
