Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R
1007,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1008,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1009,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1010,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1012,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1013,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1015,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1016,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1018,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1020,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1021,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1022,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1023,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1024,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1025,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1027,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1028,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1029,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1030,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1033,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1034,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1035,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1036,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1037,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1038,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1039,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1040,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1041,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1042,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1043,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1044,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1045,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1046,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1047,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1048,Bareland,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
1049,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1051,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1052,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1053,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1056,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1057,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1058,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1059,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1061,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1062,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1063,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1066,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1067,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1068,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1069,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1071,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1073,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1075,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1079,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1081,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1083,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1084,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1086,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1089,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1090,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1091,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1092,Bareland,Built-up,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1093,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1096,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1097,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1100,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1101,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1102,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1103,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1104,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1105,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1106,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1107,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1109,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1110,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1111,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1112,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1113,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1114,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1115,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1116,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1119,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1120,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1121,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1122,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1123,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1124,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1125,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1126,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1127,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1128,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1129,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1130,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1131,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1132,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1133,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1134,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1135,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1136,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1138,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1139,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1140,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1141,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1142,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1143,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1144,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1146,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1147,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1148,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1149,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1150,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1151,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1152,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1153,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1154,Bareland,Water,Water,NULL,Water,NULL,NULL,Built-up
1155,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1156,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1157,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1158,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1159,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1160,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1161,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1162,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1165,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1168,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1169,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1170,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1171,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1174,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1177,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1181,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1182,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1183,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1185,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1186,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1188,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1189,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1190,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1191,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1192,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1193,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1194,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1195,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1196,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1197,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1198,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1199,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1200,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1201,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1203,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1204,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1205,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1207,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1208,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1209,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1211,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1212,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1213,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1214,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1215,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1216,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1217,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1218,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1219,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1220,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1221,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1223,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1224,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1225,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1227,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1228,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1229,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1231,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1232,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1233,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1234,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1235,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1236,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1237,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1239,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1242,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1243,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1244,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1245,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1246,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1247,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1248,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1249,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1250,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1251,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1252,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1253,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1254,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1255,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1258,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1260,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1261,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1262,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1263,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1264,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1265,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1266,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1268,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1269,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1270,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1271,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1272,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1273,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1275,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1277,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1278,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1279,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1280,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1281,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1282,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1283,Water,NULL,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1284,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1285,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1286,Water,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1287,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1288,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1289,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1290,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1291,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1292,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1293,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1294,Water,NULL,Water,Water,Water,NULL,NULL,Water
1295,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1296,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1298,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1299,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1300,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1301,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1302,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1304,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1305,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1307,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1308,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1309,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1310,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1311,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1312,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1313,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1314,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1316,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1317,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1318,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1320,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1322,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1323,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1324,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1326,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1327,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1328,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1329,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1331,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1332,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1333,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1334,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1335,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1336,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
