Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGM_M_R
2408,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2409,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2410,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2411,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2412,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2413,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2414,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2415,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2416,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2417,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
2418,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
2419,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2420,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2421,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2422,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2423,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2424,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2425,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2426,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2427,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2428,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2429,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
2430,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
2431,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2432,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2433,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
2434,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2435,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2436,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2437,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2438,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2439,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2440,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2441,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2442,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2443,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2444,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2445,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2446,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2447,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2448,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2449,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2450,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2451,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
2452,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2453,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2454,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2455,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2456,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2457,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2458,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2459,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
2460,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2461,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2462,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2463,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2464,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2465,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2466,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2467,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2468,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2469,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2470,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2471,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2472,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2473,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2474,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2475,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2476,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2477,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2478,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2479,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2480,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2481,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2482,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2483,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2484,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2485,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2486,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2487,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2488,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2489,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2490,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2491,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2492,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2493,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2494,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2495,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2496,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2497,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2498,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2499,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2500,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2501,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2502,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2503,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2504,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2505,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2506,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2507,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2508,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2509,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2510,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2511,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2512,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2513,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2514,Water,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
2515,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2516,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
2517,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2518,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2519,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2520,Water,Water,Water,NULL,Water,NULL,Water,Water
2521,Water,Water,Water,NULL,Water,NULL,Forest,Forest
2522,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
2523,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
2524,Water,Water,Water,NULL,Water,Grassland,Water,Water
2525,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2526,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2527,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
2528,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2529,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2530,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2531,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2532,Water,Water,Water,NULL,Water,Wetland,Water,Water
2533,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2534,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2535,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2536,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
2537,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
2538,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2539,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2540,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
2541,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
2542,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2543,Water,Water,Water,NULL,Water,Water,Grassland,Water
2544,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2545,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2546,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
2547,Water,Water,Water,NULL,Water,Water,Wetland,Water
2548,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2549,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
2550,Water,Water,Water,NULL,Water,Water,Bareland,Water
2551,Water,Water,Water,NULL,Water,Water,Water,Grassland
2552,Water,Water,Water,NULL,Water,Water,Water,Wetland
2553,Water,Water,Water,NULL,Water,Water,Water,Bareland
2554,Water,Water,Water,NULL,Water,Water,Water,Water
2555,Water,Water,Water,NULL,Water,Water,Water,Forest
2556,Water,Water,Water,NULL,Water,Water,Forest,Grassland
2557,Water,Water,Water,NULL,Water,Water,Forest,Water
2558,Water,Water,Water,NULL,Water,Water,Forest,Forest
2559,Water,Water,Water,NULL,Water,Forest,Wetland,Water
2560,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2561,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2562,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2563,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2564,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2565,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2566,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2567,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2568,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2569,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2570,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2571,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2572,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2573,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2574,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2575,Water,Water,Water,Non_Water,Water,Water,Water,Water
2576,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2577,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
2578,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2579,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
2580,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
2581,Water,Water,Water,Water,Water,NULL,Wetland,Water
2582,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2583,Water,Water,Water,Water,Water,NULL,Water,Grassland
2584,Water,Water,Water,Water,Water,NULL,Water,Water
2585,Water,Water,Water,Water,Water,NULL,Water,Forest
2586,Water,Water,Water,Water,Water,NULL,Forest,Water
2587,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
2588,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
2589,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2590,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2591,Water,Water,Water,Water,Water,Grassland,Water,Water
2592,Water,Water,Water,Water,Water,Grassland,Water,Forest
2593,Water,Water,Water,Water,Water,Grassland,Forest,Water
2594,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2595,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
2596,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2597,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2598,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2599,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2600,Water,Water,Water,Water,Water,Wetland,Bareland,Water
2601,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2602,Water,Water,Water,Water,Water,Wetland,Water,Water
2603,Water,Water,Water,Water,Water,Wetland,Water,Forest
2604,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
2605,Water,Water,Water,Water,Water,Wetland,Forest,Water
2606,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2607,Water,Water,Water,Water,Water,Bareland,Water,Water
2608,Water,Water,Water,Water,Water,Bareland,Water,Forest
2609,Water,Water,Water,Water,Water,Water,NULL,Water
2610,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2611,Water,Water,Water,Water,Water,Water,Grassland,Wetland
2612,Water,Water,Water,Water,Water,Water,Grassland,Water
2613,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2614,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2615,Water,Water,Water,Water,Water,Water,Wetland,Water
2616,Water,Water,Water,Water,Water,Water,Wetland,Forest
2617,Water,Water,Water,Water,Water,Water,Water,Grassland
2618,Water,Water,Water,Water,Water,Water,Water,Wetland
2619,Water,Water,Water,Water,Water,Water,Water,Bareland
2620,Water,Water,Water,Water,Water,Water,Water,Water
2621,Water,Water,Water,Water,Water,Water,Water,Forest
2622,Water,Water,Water,Water,Water,Water,Forest,Grassland
2623,Water,Water,Water,Water,Water,Water,Forest,Wetland
2624,Water,Water,Water,Water,Water,Water,Forest,Water
2625,Water,Water,Water,Water,Water,Water,Forest,Forest
2626,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
2627,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2628,Water,Water,Water,Water,Water,Forest,Water,Water
2629,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2630,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2631,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2632,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2633,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2634,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2635,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2636,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2637,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2638,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2639,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2640,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2641,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2642,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2643,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2644,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2645,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2646,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2647,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2648,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2649,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2650,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2651,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2652,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2653,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2654,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2655,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2656,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2657,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2658,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2659,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2660,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2661,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2662,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2663,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2664,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2665,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2666,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2667,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2668,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2669,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2670,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
2671,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2672,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2673,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2674,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2675,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2676,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2677,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2678,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2679,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2680,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2681,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2682,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2683,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2684,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2685,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2686,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2687,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2688,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2689,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2690,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2691,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2692,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2693,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2694,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2695,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2696,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2697,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2698,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2699,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2700,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2701,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2702,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2703,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2704,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2705,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2706,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2707,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2708,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2709,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2710,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2711,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2712,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2713,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2714,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2715,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2716,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2717,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
2718,Water,Forest,Water,Water,Water,Grassland,Wetland,Forest
2719,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2720,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
2721,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
2722,Water,Forest,Water,Water,Water,Wetland,Water,Water
2723,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
2724,Water,Forest,Water,Water,Water,Water,Wetland,Water
2725,Water,Forest,Water,Water,Water,Water,Water,Water
2726,Water,Forest,Water,Water,Water,Water,Water,Forest
2727,Water,Forest,Water,Water,Water,Forest,Water,Water
2728,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2729,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2730,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2731,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2732,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2733,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2734,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2735,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2736,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2737,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2738,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2739,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2740,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2741,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2742,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2743,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2744,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2745,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2746,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2747,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2748,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2749,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2750,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2751,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2752,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2753,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2754,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2755,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2756,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2757,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2758,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
2759,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2760,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2761,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2762,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2763,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2764,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2765,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2766,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2767,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2768,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2769,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2770,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2771,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2772,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2773,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2774,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
2775,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
2776,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2777,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2778,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2779,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2780,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
2781,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
2782,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2783,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2784,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2785,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2786,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2787,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2788,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2789,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2790,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
