Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNM_M_R
4403,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4404,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4405,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4406,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4407,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4408,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4409,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4410,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4411,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4412,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4413,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4414,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4415,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4416,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4417,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4418,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4419,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4420,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4421,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4422,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4423,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4424,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4425,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4426,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
4427,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Water
4428,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4429,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4430,Cropland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4431,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4432,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4433,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4434,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4435,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4436,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4437,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4438,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4439,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4440,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4441,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4442,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4443,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4444,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4445,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4446,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4447,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4448,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4449,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4450,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4451,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4452,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4453,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4454,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4455,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4456,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4457,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4458,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4459,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4460,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4461,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4462,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4463,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4464,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4465,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4466,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4467,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4468,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4469,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4470,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4471,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4472,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4473,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4474,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4475,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4476,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4477,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
4478,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4479,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4480,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4481,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4482,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4483,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4484,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4485,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4486,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4487,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4488,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4489,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4490,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4491,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4492,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4493,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4494,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4495,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4496,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4497,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4498,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4499,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
4500,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4501,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4502,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4503,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4504,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4505,Cropland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4506,Cropland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4507,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4508,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4509,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4510,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4511,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4512,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4513,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4514,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4515,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4516,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4517,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4518,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4519,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4520,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4521,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4522,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4523,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4524,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4525,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4526,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4527,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4528,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4529,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4530,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4531,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4532,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4533,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4534,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4535,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4536,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4537,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4538,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4539,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4540,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4541,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4542,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4543,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4544,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4545,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4546,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4547,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4548,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4549,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4550,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4551,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4552,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4553,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4554,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4555,Cropland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4556,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4557,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4558,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4559,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4560,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4561,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4562,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4563,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4564,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4565,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4566,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4567,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4568,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4569,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
4570,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4571,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4572,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4573,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4574,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4575,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4576,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4577,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4578,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4579,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
4580,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
4581,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4582,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4583,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4584,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4585,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4586,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4587,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4588,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4589,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4590,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4591,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4592,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4593,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4594,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4595,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4596,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4597,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4598,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4599,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4600,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4601,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4602,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4603,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4604,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4605,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4606,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4607,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4608,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4609,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4610,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4611,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4612,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4613,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4614,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4615,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4616,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4617,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4618,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4619,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
4620,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4621,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4622,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
4623,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4624,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4625,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4626,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4627,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4628,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4629,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4630,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4631,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4632,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4633,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4634,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4635,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4636,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4637,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4638,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4639,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4640,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4641,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4642,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4643,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4644,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4645,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4646,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4647,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4648,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
4649,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4650,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4651,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4652,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4653,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4654,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4655,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4656,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4657,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4658,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4659,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4660,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4661,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4662,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4663,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
4664,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4665,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4666,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4667,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4668,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4669,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4670,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4671,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4672,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4673,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
4674,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4675,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
4676,Wetland,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
4677,Wetland,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
4678,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4679,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
4680,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
4681,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
4682,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4683,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4684,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
4685,Wetland,NULL,Water,NULL,Water,Forest,Grassland,Grassland
4686,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
4687,Wetland,NULL,Water,Water,Water,Grassland,Water,Forest
4688,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
4689,Wetland,NULL,Water,Water,Water,Water,Grassland,Grassland
4690,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
4691,Wetland,NULL,Water,Water,Water,Forest,Grassland,Grassland
4692,Wetland,NULL,Water,Water,Water,Forest,Grassland,Wetland
4693,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4694,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4695,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4696,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4697,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4698,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4699,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4700,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4701,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4702,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4703,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4704,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4705,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4706,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4707,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4708,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4709,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4710,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4711,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4712,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4713,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4714,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4715,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4716,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4717,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4718,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4719,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4720,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4721,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
4722,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
4723,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
