Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R
3341,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3342,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
3343,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
3344,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
3345,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3346,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
3347,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3348,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3349,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
3350,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3351,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
3352,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
3353,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3354,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3355,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3356,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3357,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3358,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3359,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3360,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3361,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3362,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3363,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3364,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3365,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3366,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3367,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3368,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3369,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3370,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3371,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3372,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3373,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
3374,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3375,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3376,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3377,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3378,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
3379,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3380,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3381,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3382,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3383,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3384,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3385,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
3386,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3387,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3388,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
3389,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3390,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3391,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3392,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3393,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3394,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3395,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3396,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3397,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3398,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3399,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3400,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
3401,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3402,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3403,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3404,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3405,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3406,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3407,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3408,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
3409,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3410,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3411,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3412,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
3413,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3414,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3415,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3416,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3417,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3418,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3419,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3420,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3421,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3422,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3423,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3424,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3425,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3426,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3427,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3428,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3429,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3430,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3431,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3432,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3433,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3434,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3435,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3436,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3437,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3438,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3439,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3440,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
3441,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3442,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3443,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3444,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3445,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3446,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
3447,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3448,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3449,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3450,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3451,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3452,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3453,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3454,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3455,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3456,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3457,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3458,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3459,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
3460,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3461,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3462,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3463,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3464,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3465,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3466,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3467,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
3468,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3469,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3470,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3471,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3472,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3473,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3474,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3475,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3476,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
3477,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3478,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3479,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3480,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3481,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3482,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
3483,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3484,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3485,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3486,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3487,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3488,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3489,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3490,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3491,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
3492,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3493,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3494,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
3495,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3496,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3497,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
3498,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3499,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3500,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3501,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3502,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3503,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3504,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
3505,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3506,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3507,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3508,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3509,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3510,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3511,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3512,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3513,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3514,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3515,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3516,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3517,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
3518,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3519,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3520,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3521,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3522,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3523,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3524,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3525,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
3526,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3527,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
3528,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3529,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
3530,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3531,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3532,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3533,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3534,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3535,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3536,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
3537,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3538,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3539,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3540,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3541,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3542,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3543,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
3544,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3545,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3546,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
3547,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
3548,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3549,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3550,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
3551,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3552,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
3553,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3554,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
3555,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3556,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3557,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3558,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
3559,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3560,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3561,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3562,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3563,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
3564,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3565,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3566,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
3567,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
3568,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3569,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3570,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3571,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3572,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3573,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
3574,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
3575,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Water
3576,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
3577,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3578,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3579,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
3580,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3581,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
3582,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
3583,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3584,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3585,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
3586,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
3587,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
3588,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
3589,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3590,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
3591,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
3592,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
3593,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
3594,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
3595,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
3596,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
3597,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
3598,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3599,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
3600,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
3601,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3602,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
3603,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3604,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3605,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3606,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3607,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3608,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3609,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3610,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3611,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3612,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3613,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
3614,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3615,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3616,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3617,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3618,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3619,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3620,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3621,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3622,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3623,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Built-up
3624,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
3625,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3626,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
3627,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
3628,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3629,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3630,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
3631,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3632,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3633,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3634,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3635,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3636,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3637,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3638,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3639,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3640,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3641,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3642,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
3643,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3644,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
3645,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
3646,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3647,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3648,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3649,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3650,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3651,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3652,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3653,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3654,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3655,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
3656,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3657,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3658,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3659,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Built-up
3660,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3661,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3662,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3663,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3664,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3665,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3666,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Grassland
3667,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Wetland
3668,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3669,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3670,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3671,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3672,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3673,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3674,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3675,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
3676,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3677,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3678,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3679,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
3680,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3681,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3682,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3683,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
3684,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3685,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3686,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3687,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3688,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3689,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3690,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3691,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3692,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3693,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3694,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3695,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3696,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3697,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3698,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3699,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
