Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFE_M_R
695,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
696,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
697,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
698,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
699,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
700,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
701,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
702,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
703,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
704,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
705,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
706,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
707,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
708,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
710,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
712,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
713,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
714,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
715,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
716,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
717,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
718,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
719,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
720,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
721,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
722,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
723,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
724,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
725,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
726,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
727,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
728,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
729,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
730,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
731,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
732,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
733,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
734,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
735,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
736,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
737,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
738,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
739,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
741,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
742,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
743,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
745,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
746,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
747,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
748,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
749,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
750,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
751,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
752,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
753,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
754,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
755,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
756,Wetland,Water,Water,Water,Water,NULL,NULL,Water
757,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
758,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
759,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
760,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
761,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
762,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
766,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
768,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
769,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
770,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
771,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
772,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
773,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
775,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
777,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
779,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
780,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
781,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
782,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
783,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
785,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
786,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
787,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
788,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
789,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
790,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
791,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
792,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
793,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
794,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
795,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
796,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
797,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
798,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
799,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
800,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
801,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
802,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
803,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
804,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
805,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
806,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
809,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
810,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
811,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
813,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
814,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
816,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
817,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
818,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
819,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
820,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
821,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
822,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
823,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
824,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
825,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
826,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
827,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
828,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
829,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
830,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
831,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
832,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
835,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
837,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
838,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
839,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
840,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
841,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
842,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
843,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
844,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
847,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
848,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
849,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
850,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
851,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
852,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
853,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
854,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
855,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
856,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
857,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
858,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
859,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
860,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
861,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
865,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
866,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
867,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
868,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
869,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
870,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
871,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
872,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
873,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
874,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
875,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
876,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
877,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
879,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
881,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
882,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
883,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
884,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
886,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
887,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
888,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
889,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
890,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
892,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
893,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
894,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
895,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
896,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
897,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
898,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
899,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
900,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
901,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
902,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
903,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
904,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
905,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
906,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
907,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
908,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
909,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
910,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
911,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
912,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
913,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
914,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
915,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
916,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
917,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
918,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
919,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
920,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
921,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
922,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
923,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
925,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
926,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
927,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
928,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
929,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
932,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
934,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
935,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
936,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
937,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
938,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
942,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
943,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Wetland
944,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
945,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
946,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
947,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
948,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
949,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
950,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
951,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
952,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
954,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
955,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
956,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
957,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
958,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
959,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
960,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
961,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
963,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
964,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
965,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
966,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
967,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
968,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
969,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
970,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
971,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
972,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
973,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
974,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
975,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
976,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
977,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
979,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
981,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
982,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
983,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
984,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
985,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
986,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
987,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
988,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
989,Bareland,Water,Water,Water,Water,NULL,NULL,Water
990,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
991,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
992,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
993,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
994,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
995,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
996,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
998,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
999,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1001,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1002,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1003,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1004,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1005,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1006,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1007,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1008,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1010,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1011,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1013,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1015,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1017,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1019,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1020,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1021,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1023,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1024,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1025,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1026,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1027,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1028,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1029,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1030,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1031,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1032,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1033,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1034,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1035,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1036,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1037,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1038,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1039,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1040,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1041,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1042,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1044,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1045,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1046,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1047,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1048,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1049,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
