Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R
4467,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
4468,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4469,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4470,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4471,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4472,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4473,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4474,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4475,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4476,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4477,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4478,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4479,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4480,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4481,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Water
4482,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4483,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4484,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4485,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4486,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4487,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4488,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4489,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4490,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4491,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4492,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4493,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4494,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4495,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4496,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4497,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4498,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4499,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4500,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4501,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4502,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4503,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4504,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4505,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4506,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4507,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4508,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4509,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4510,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4511,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4512,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4513,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
4514,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4515,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4516,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4517,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4518,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4519,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4520,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4521,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4522,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
4523,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4524,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4525,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4526,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4527,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4528,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4529,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4530,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4531,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4532,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4533,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4534,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4535,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4536,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4537,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4538,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4539,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4540,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4541,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4542,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4543,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4544,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4545,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4546,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Water
4547,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4548,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4549,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4550,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4551,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
4552,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
4553,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
4554,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
4555,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
4556,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
4557,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4558,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
4559,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
4560,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
4561,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Forest
4562,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
4563,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4564,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4565,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4566,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4567,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4568,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4569,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4570,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4571,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4572,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4573,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4574,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4575,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4576,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4577,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4578,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4579,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4580,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4581,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4582,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4583,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4584,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4585,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4586,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4587,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
4588,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4589,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4590,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4591,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4592,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4593,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4594,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4595,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4596,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4597,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4598,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4599,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4600,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4601,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4602,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4603,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4604,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4605,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4606,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4607,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4608,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4609,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4610,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4611,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4612,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4613,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
4614,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4615,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4616,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4617,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4618,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4619,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4620,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4621,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4622,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4623,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4624,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4625,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4626,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4627,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4628,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4629,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4630,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4631,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4632,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4633,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
4634,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4635,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
4636,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4637,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4638,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
4639,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
4640,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
4641,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
4642,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
4643,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
4644,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
4645,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4646,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4647,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
4648,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
4649,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4650,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4651,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4652,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4653,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4654,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4655,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4656,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4657,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
4658,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4659,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4660,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4661,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4662,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4663,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4664,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4665,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4666,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4667,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4668,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4669,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4670,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4673,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4674,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4675,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4676,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4677,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4678,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4682,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4683,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4684,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4685,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4686,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4687,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4688,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4689,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4690,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4691,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4692,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4693,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4694,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4695,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4696,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4697,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4698,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4699,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4700,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4701,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4702,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4703,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4704,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4705,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4706,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4707,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4708,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4709,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
4710,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4711,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4712,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4713,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4714,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4715,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4716,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4717,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4718,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4719,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4720,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4721,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4722,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4723,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4724,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
4725,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4726,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4727,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4728,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
4729,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4730,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4731,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4732,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4733,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4734,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4735,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4736,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4737,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4738,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4739,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4740,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4741,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4742,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4743,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4744,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4745,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
4746,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4747,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4748,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4749,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4750,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4751,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4752,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4753,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4754,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4755,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
4756,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
4757,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4758,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4759,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4760,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
4761,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
4762,Forest,Water,Water,NULL,Water,NULL,NULL,Water
4763,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
4764,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4765,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4766,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
4767,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
4768,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
4769,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
4770,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4771,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
4772,Forest,Water,Water,Water,Water,NULL,NULL,Water
4773,Forest,Water,Water,Water,Water,NULL,NULL,Forest
4774,Forest,Water,Water,Water,Water,Water,Grassland,Water
4775,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4776,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4777,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
4778,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4779,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4780,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4781,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4782,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4783,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4784,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4785,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4786,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4787,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4788,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4789,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4790,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4791,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4792,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4793,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
4794,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4795,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4796,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4797,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4798,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4799,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4800,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
4801,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4802,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4803,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
