Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R
10057,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10058,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10059,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
10060,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10061,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10062,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10063,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
10064,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10065,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
10066,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
10067,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
10068,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10069,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10070,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10071,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10072,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10073,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10074,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10075,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10076,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
10077,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10078,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10079,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
10080,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10081,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10082,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
10083,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10084,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10085,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10086,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10087,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
10088,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
10089,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
10090,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10091,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
10092,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10093,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10094,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
10095,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
10096,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10097,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10098,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
10099,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
10100,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
10101,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
10102,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
10103,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
10104,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
10105,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
10106,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10107,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
10108,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
10109,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10110,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
10111,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10112,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
10113,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
10114,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10115,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
10116,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
10117,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10118,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
10119,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
10120,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
10121,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
10122,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
10123,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
10124,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
10125,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
10126,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
10127,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
10128,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
10129,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
10130,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
10131,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
10132,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
10133,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10134,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
10135,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
10136,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
10137,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
10138,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
10139,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
10140,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
10141,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
10142,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
10143,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
10144,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
10145,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
10146,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
10147,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
10148,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
10149,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Built-up
10150,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
10151,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
10152,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
10153,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
10154,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
10155,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
10156,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Cropland
10157,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10158,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10159,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10160,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
10161,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
10162,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
10163,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
10164,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
10165,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
10166,Water,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10167,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10168,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
10169,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Cropland
10170,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10171,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,NULL
10172,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10173,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
10174,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,NULL
10175,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,NULL
10176,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10177,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
10178,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10179,Water,Water,Grassland,Water,Non_Wetland,Water,Shrubland,Forest
10180,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
10181,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
10182,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10183,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
10184,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10185,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10186,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
10187,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
10188,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10189,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10190,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10191,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10192,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10193,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10194,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10195,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
10196,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
10197,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10198,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10199,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10200,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10201,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10202,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
10203,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
10204,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
10205,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
10206,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
10207,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10208,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
10209,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
10210,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
10211,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
10212,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10213,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10214,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10215,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10216,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
10217,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
10218,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
10219,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
10220,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
10221,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10222,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
10223,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
10224,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
10225,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
10226,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
10227,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
10228,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
10229,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
10230,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10231,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10232,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
10233,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
10234,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
10235,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
10236,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
10237,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10238,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
10239,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
10240,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
10241,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
10242,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
10243,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
10244,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
10245,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
10246,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
10247,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
10248,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
10249,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
10250,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
10251,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
10252,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
10253,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10254,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10255,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10256,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
10257,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10258,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10259,Water,Water,Wetland,NULL,Wetland,Shrubland,Built-up,Water
10260,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
10261,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
10262,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
10263,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
10264,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
10265,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
10266,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
10267,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
10268,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
10269,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
10270,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
10271,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10272,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
10273,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
10274,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
10275,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
10276,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
10277,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
10278,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
10279,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
10280,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
10281,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
10282,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
10283,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Water
10284,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
10285,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
10286,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
10287,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10288,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
10289,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
10290,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
10291,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
10292,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
10293,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
10294,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
10295,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
10296,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
10297,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
10298,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
10299,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
10300,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
10301,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
10302,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
10303,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
10304,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
10305,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10306,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
10307,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
10308,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
10309,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
10310,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
10311,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
10312,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10313,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
10314,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10315,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10316,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
10317,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10318,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
10319,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
10320,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10321,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
10322,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
10323,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10324,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
10325,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
10326,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
10327,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
10328,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
10329,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10330,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10331,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
10332,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10333,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
10334,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
10335,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
10336,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Forest
10337,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10338,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
10339,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
10340,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
10341,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
10342,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
10343,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
10344,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
10345,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
10346,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10347,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
10348,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
10349,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
10350,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
10351,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
10352,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
10353,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
10354,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
10355,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
10356,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
10357,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
10358,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
10359,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
10360,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
10361,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
10362,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10363,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
10364,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
10365,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10366,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
10367,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
10368,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
10369,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
10370,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
10371,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
10372,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10373,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
10374,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
10375,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
10376,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
10377,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
10378,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10379,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
10380,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
10381,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
10382,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
10383,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
10384,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
10385,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
10386,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
10387,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
10388,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
10389,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
10390,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
10391,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
10392,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
10393,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
10394,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
10395,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
10396,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
10397,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
10398,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
10399,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Forest
10400,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
10401,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
10402,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
10403,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
10404,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
10405,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
10406,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
10407,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
10408,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
10409,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
10410,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
10411,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Bareland
10412,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
10413,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
10414,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
