Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTS_M_R
857,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
864,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
865,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
866,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
867,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
868,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
869,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
870,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
871,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
872,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
873,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
874,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
875,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
876,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
877,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
878,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
879,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
880,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
881,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
882,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
883,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
884,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
885,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
886,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
887,Bareland,NULL,Grassland,Water,Non_Wetland,Water
888,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
889,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
890,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
891,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
892,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
893,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
894,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
895,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
896,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
897,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
898,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
899,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
900,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
901,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
902,Bareland,NULL,Cropland,Water,Non_Wetland,Water
903,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
904,Bareland,NULL,Wetland,NULL,Wetland,NULL
905,Bareland,NULL,Wetland,NULL,Wetland,Grassland
906,Bareland,NULL,Wetland,NULL,Wetland,Bareland
907,Bareland,NULL,Wetland,NULL,Wetland,Water
908,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
909,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
910,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
911,Bareland,NULL,Wetland,Non_Water,Wetland,Water
912,Bareland,NULL,Wetland,Water,Wetland,NULL
913,Bareland,NULL,Wetland,Water,Wetland,Grassland
914,Bareland,NULL,Wetland,Water,Wetland,Bareland
915,Bareland,NULL,Wetland,Water,Wetland,Water
916,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
917,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
918,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
919,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
920,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
921,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
922,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
923,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
924,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
925,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
926,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
927,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
928,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
929,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
930,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
931,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
932,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
933,Bareland,NULL,Bareland,Water,Non_Wetland,Water
934,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
935,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
936,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
937,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
938,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
939,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
940,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
941,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
942,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
943,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
944,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
945,Bareland,NULL,Built-up,Water,Non_Wetland,Water
946,Bareland,NULL,Water,NULL,Water,NULL
947,Bareland,NULL,Water,NULL,Water,Grassland
948,Bareland,NULL,Water,NULL,Water,Cropland
949,Bareland,NULL,Water,NULL,Water,Bareland
950,Bareland,NULL,Water,NULL,Water,Water
951,Bareland,NULL,Water,NULL,Water,Forest
952,Bareland,NULL,Water,Non_Water,Water,Grassland
953,Bareland,NULL,Water,Non_Water,Water,Bareland
954,Bareland,NULL,Water,Non_Water,Water,Water
955,Bareland,NULL,Water,Non_Water,Water,Forest
956,Bareland,NULL,Water,Water,Water,NULL
957,Bareland,NULL,Water,Water,Water,Grassland
958,Bareland,NULL,Water,Water,Water,Bareland
959,Bareland,NULL,Water,Water,Water,Water
960,Bareland,NULL,Water,Water,Water,Forest
961,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
962,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
963,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
964,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
965,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
966,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
967,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
968,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
969,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
970,Bareland,NULL,Forest,Water,Non_Wetland,Water
971,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
972,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
973,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
974,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
975,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
976,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
977,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
978,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
979,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
980,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
981,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
982,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
983,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
984,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
985,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
986,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
987,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
988,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
989,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
990,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
991,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
992,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
993,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
994,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
995,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
996,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
997,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
998,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
999,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1000,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1001,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1002,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1003,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL
1004,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1005,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1006,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up
1007,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1008,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1009,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1010,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1011,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1012,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1013,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1014,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1015,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1016,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1017,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1018,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1019,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1020,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1021,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1022,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1023,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1024,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1025,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1026,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1027,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
1028,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1029,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1030,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1031,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1032,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1033,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
1034,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1035,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1036,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1037,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1038,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1039,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1040,Bareland,Bareland,Wetland,NULL,Wetland,Water
1041,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1042,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1043,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1044,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1045,Bareland,Bareland,Wetland,Water,Wetland,NULL
1046,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1047,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1048,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1049,Bareland,Bareland,Wetland,Water,Wetland,Water
1050,Bareland,Bareland,Wetland,Water,Wetland,Forest
1051,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1052,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1053,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1054,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1055,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1056,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1057,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1058,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1059,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1060,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1061,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1062,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1063,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
1064,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1065,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1066,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1067,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1068,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1069,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1070,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1071,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1072,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1073,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1074,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1075,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1076,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1077,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1078,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL
1079,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1080,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1081,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1082,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1083,Bareland,Bareland,Water,NULL,Water,NULL
1084,Bareland,Bareland,Water,NULL,Water,Grassland
1085,Bareland,Bareland,Water,NULL,Water,Bareland
1086,Bareland,Bareland,Water,NULL,Water,Water
1087,Bareland,Bareland,Water,NULL,Water,Forest
1088,Bareland,Bareland,Water,Non_Water,Water,Bareland
1089,Bareland,Bareland,Water,Non_Water,Water,Water
1090,Bareland,Bareland,Water,Non_Water,Water,Forest
1091,Bareland,Bareland,Water,Water,Water,NULL
1092,Bareland,Bareland,Water,Water,Water,Grassland
1093,Bareland,Bareland,Water,Water,Water,Bareland
1094,Bareland,Bareland,Water,Water,Water,Water
1095,Bareland,Bareland,Water,Water,Water,Forest
1096,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1097,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1098,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1099,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1100,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1101,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1102,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1103,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1104,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1105,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1106,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1107,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1108,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1109,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1110,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1111,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1112,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1113,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1114,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1115,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1116,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1117,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1118,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1119,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1120,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1121,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1122,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1123,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1124,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1125,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1126,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1127,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1128,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1129,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1130,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1131,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1132,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1133,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1134,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1135,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1136,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1137,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1138,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1139,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1140,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1141,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1142,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1143,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1144,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1145,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1146,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1147,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1148,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1149,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
1150,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1151,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1152,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1153,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1154,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1155,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1156,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1157,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1158,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1159,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1160,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1161,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1162,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1163,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1164,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1165,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1166,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1167,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1168,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1169,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1170,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1171,Bareland,Water,Cropland,Water,Non_Wetland,Water
1172,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1173,Bareland,Water,Wetland,NULL,Wetland,Water
1174,Bareland,Water,Wetland,NULL,Wetland,Forest
1175,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1176,Bareland,Water,Wetland,Non_Water,Wetland,Water
1177,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1178,Bareland,Water,Wetland,Water,Wetland,Grassland
1179,Bareland,Water,Wetland,Water,Wetland,Bareland
1180,Bareland,Water,Wetland,Water,Wetland,Water
1181,Bareland,Water,Wetland,Water,Wetland,Forest
1182,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1183,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1184,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1185,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1186,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1187,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1188,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1189,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1190,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1191,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1192,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1193,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1194,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1195,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1196,Bareland,Water,Bareland,Water,Non_Wetland,Built-up
1197,Bareland,Water,Bareland,Water,Non_Wetland,Water
1198,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1199,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1200,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1201,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1202,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1203,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1204,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1205,Bareland,Water,Built-up,Water,Non_Wetland,Water
1206,Bareland,Water,Water,NULL,Water,Grassland
1207,Bareland,Water,Water,NULL,Water,Bareland
1208,Bareland,Water,Water,NULL,Water,Water
1209,Bareland,Water,Water,NULL,Water,Forest
1210,Bareland,Water,Water,Non_Water,Water,Grassland
1211,Bareland,Water,Water,Non_Water,Water,Bareland
1212,Bareland,Water,Water,Non_Water,Water,Water
1213,Bareland,Water,Water,Non_Water,Water,Forest
1214,Bareland,Water,Water,Water,Water,Grassland
1215,Bareland,Water,Water,Water,Water,Bareland
1216,Bareland,Water,Water,Water,Water,Water
1217,Bareland,Water,Water,Water,Water,Forest
1218,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1219,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1220,Bareland,Water,Forest,NULL,Non_Wetland,Water
1221,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1222,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1223,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1224,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1225,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1226,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1227,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1228,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1229,Bareland,Water,Forest,Water,Non_Wetland,Water
1230,Bareland,Water,Forest,Water,Non_Wetland,Forest
1231,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1232,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1233,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1234,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1235,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1236,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1237,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1238,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1239,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
1240,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1241,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1242,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1243,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1244,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1245,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1246,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1247,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1248,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1249,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1250,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1251,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1252,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1253,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1254,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1255,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1256,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1257,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1258,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1259,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1260,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1261,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1262,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1263,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1264,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1265,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1266,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1267,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1268,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1269,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1270,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1271,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1272,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1273,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1274,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1275,Water,NULL,NULL,NULL,Non_Wetland,NULL
1276,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1277,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1278,Water,NULL,NULL,NULL,Non_Wetland,Water
1279,Water,NULL,NULL,NULL,Non_Wetland,Forest
1280,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
