Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R
11737,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11738,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11739,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11740,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11741,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11742,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11743,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
11744,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
11745,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
11746,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Forest
11747,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
11748,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
11749,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
11750,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Water
11751,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11752,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
11753,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
11754,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11755,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
11756,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11757,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
11758,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
11759,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11760,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
11761,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
11762,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11763,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11764,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
11765,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11766,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
11767,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
11768,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11769,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
11770,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11771,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11772,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11773,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11774,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
11775,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
11776,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11777,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11778,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
11779,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
11780,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11781,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11782,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11783,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11784,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11785,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
11786,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11787,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11788,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
11789,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11790,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11791,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
11792,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11793,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
11794,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
11795,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
11796,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
11797,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11798,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11799,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
11800,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11801,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11802,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11803,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
11804,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11805,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11806,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
11807,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11808,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11809,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11810,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11811,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11812,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
11813,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11814,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
11815,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
11816,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
11817,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
11818,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
11819,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11820,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
11821,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
11822,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11823,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11824,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
11825,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
11826,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
11827,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
11828,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
11829,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
11830,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
11831,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
11832,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
11833,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
11834,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
11835,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11836,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
11837,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11838,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11839,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11840,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11841,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11842,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
11843,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11844,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
11845,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11846,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11847,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
11848,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
11849,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
11850,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11851,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11852,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11853,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11854,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
11855,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11856,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
11857,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11858,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11859,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Cropland
11860,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
11861,Forest,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,NULL
11862,Forest,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,NULL
11863,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
11864,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Water
11865,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Forest
11866,Forest,Cropland,Water,NULL,Water,NULL,Water,Grassland
11867,Forest,Cropland,Water,NULL,Water,NULL,Water,Water
11868,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
11869,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
11870,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
11871,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
11872,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
11873,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Water
11874,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
11875,Forest,Cropland,Water,NULL,Water,Wetland,Water,NULL
11876,Forest,Cropland,Water,NULL,Water,Wetland,Water,Water
11877,Forest,Cropland,Water,NULL,Water,Wetland,Water,Forest
11878,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Water
11879,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,NULL
11880,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Water
11881,Forest,Cropland,Water,NULL,Water,Bareland,Bareland,NULL
11882,Forest,Cropland,Water,NULL,Water,Bareland,Water,Bareland
11883,Forest,Cropland,Water,NULL,Water,Bareland,Water,Water
11884,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Water
11885,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Forest
11886,Forest,Cropland,Water,NULL,Water,Water,NULL,NULL
11887,Forest,Cropland,Water,NULL,Water,Water,NULL,Water
11888,Forest,Cropland,Water,NULL,Water,Water,Water,Water
11889,Forest,Cropland,Water,NULL,Water,Forest,NULL,Cropland
11890,Forest,Cropland,Water,NULL,Water,Forest,Water,Forest
11891,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
11892,Forest,Cropland,Water,Non_Water,Water,Bareland,Water,Water
11893,Forest,Cropland,Water,Water,Water,NULL,Water,Forest
11894,Forest,Cropland,Water,Water,Water,Shrubland,Shrubland,Water
11895,Forest,Cropland,Water,Water,Water,Grassland,Wetland,Water
11896,Forest,Cropland,Water,Water,Water,Grassland,Forest,Water
11897,Forest,Cropland,Water,Water,Water,Wetland,NULL,Water
11898,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Water
11899,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Forest
11900,Forest,Cropland,Water,Water,Water,Wetland,Water,Water
11901,Forest,Cropland,Water,Water,Water,Wetland,Water,Forest
11902,Forest,Cropland,Water,Water,Water,Water,NULL,Water
11903,Forest,Cropland,Water,Water,Water,Water,Water,Water
11904,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11905,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11906,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11907,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11908,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
11909,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11910,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11911,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11912,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11913,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11914,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11915,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11916,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11917,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11918,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
11919,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11920,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
11921,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11922,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11923,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,NULL
11924,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11925,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
11926,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11927,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11928,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11929,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
11930,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11931,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11932,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11933,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11934,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11935,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11936,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11937,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11938,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11939,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11940,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11941,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11942,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11943,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11944,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11945,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
11946,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
11947,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11948,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
11949,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11950,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11951,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11952,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
11953,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11954,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11955,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11956,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11957,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
11958,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11959,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11960,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11961,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11962,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11963,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11964,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11965,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
11966,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11967,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11968,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11969,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11970,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
11971,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11972,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
11973,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11974,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
11975,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
11976,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
11977,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11978,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
11979,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
11980,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11981,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11982,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
11983,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
11984,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11985,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11986,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
11987,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11988,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11989,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11990,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
11991,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
11992,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
11993,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
11994,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
11995,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
11996,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
11997,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11998,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
11999,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12000,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
12001,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12002,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12003,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
12004,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12005,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
12006,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12007,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12008,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12009,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
12010,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
12011,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
12012,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12013,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12014,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12015,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
12016,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12017,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
12018,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
12019,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12020,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
12021,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
12022,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
12023,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
12024,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12025,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
12026,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12027,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
12028,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12029,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
12030,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12031,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12032,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12033,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12034,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12035,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12036,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12037,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
12038,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12039,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12040,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
12041,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12042,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
12043,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12044,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
12045,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
12046,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
12047,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12048,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12049,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12050,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
12051,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
12052,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12053,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
12054,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12055,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
12056,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
12057,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12058,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
12059,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
12060,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12061,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12062,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12063,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
12064,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12065,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12066,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12067,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
12068,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
