Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R
10443,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
10444,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
10445,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
10446,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland,Forest
10447,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
10448,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
10449,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
10450,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
10451,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
10452,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
10453,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
10454,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
10455,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
10456,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
10457,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
10458,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
10459,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
10460,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
10461,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
10462,Forest,Wetland,Water,Non_Water,Water,Forest,Grassland,Grassland
10463,Forest,Wetland,Water,Non_Water,Water,Forest,Grassland,Forest
10464,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Grassland
10465,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
10466,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
10467,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
10468,Forest,Wetland,Water,Water,Water,NULL,Grassland,Forest
10469,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
10470,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
10471,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
10472,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Forest
10473,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
10474,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
10475,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
10476,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
10477,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
10478,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
10479,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
10480,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
10481,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
10482,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
10483,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
10484,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
10485,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
10486,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
10487,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
10488,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
10489,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
10490,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
10491,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
10492,Forest,Wetland,Water,Water,Water,Water,Water,Water
10493,Forest,Wetland,Water,Water,Water,Water,Water,Forest
10494,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
10495,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
10496,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
10497,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
10498,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10499,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10500,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10501,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10502,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10503,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10504,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10505,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10506,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10507,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10508,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10509,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10510,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10511,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10512,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10513,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10514,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10515,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10516,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10517,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10518,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10519,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10520,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10521,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10522,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10523,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10524,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10525,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10526,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10527,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10528,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10529,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10530,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10531,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10532,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10533,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10534,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10535,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10536,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10537,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10538,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10539,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10540,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10541,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10542,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10543,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10544,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
10545,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
10546,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
10547,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10548,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
10549,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10550,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10551,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10552,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10553,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10554,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10555,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10556,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10557,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10558,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10559,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10560,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10561,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10562,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
10563,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10564,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
10565,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10566,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
10567,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10568,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
10569,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10570,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10571,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10572,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10573,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10574,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10575,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
10576,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
10577,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
10578,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
10579,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10580,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10581,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10582,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10583,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10584,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10585,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10586,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10587,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10588,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10589,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
10590,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
10591,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10592,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10593,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
10594,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10595,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10596,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
10597,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10598,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
10599,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland,Forest
10600,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
10601,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
10602,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Grassland
10603,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
10604,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Forest
10605,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
10606,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
10607,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
10608,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
10609,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
10610,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
10611,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
10612,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
10613,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
10614,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10615,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10616,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
10617,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
10618,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
10619,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
10620,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
10621,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
10622,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
10623,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
10624,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Forest
10625,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
10626,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
10627,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
10628,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
10629,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
10630,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10631,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10632,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10633,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10634,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10635,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
10636,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10637,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
10638,Forest,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
10639,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
10640,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10641,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10642,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10643,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10644,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10645,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10646,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
10647,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
10648,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10649,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10650,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10651,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10652,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10653,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10654,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10655,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10656,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10657,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10658,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
10659,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
10660,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10661,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10662,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10663,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10664,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10665,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
10666,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
10667,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10668,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10669,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10670,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10671,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10672,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
10673,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
10674,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
10675,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10676,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
10677,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
10678,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
10679,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
10680,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
10681,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10682,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10683,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10684,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10685,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10686,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
10687,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10688,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
10689,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10690,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
10691,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
10692,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10693,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10694,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
10695,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10696,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10697,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10716,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10717,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
10720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
10721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
10722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
10728,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10729,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10730,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10731,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
10734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10735,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10736,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10737,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10738,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
10739,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10740,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10741,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10742,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
10743,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
10744,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10745,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10746,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
10747,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10748,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10749,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10750,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10751,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
10752,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
10753,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10754,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10755,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
10756,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10757,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10758,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
10759,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
10760,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10761,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10762,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
10763,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
10764,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10765,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10766,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10767,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10768,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10769,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10770,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10771,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10772,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10773,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
