Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZU_M_R
10274,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10275,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10276,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10277,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
10278,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10279,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10280,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10281,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10282,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10283,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
10284,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10285,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
10286,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10287,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10288,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10289,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10290,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
10291,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10292,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10293,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10294,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10295,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10296,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10297,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10298,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10299,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10300,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10301,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
10302,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10303,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
10304,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
10305,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
10306,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Water
10307,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
10308,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10309,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
10310,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10311,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10312,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10313,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
10314,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
10315,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Water
10316,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Cropland
10317,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
10318,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,NULL
10319,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
10320,Forest,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Water
10321,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
10322,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10323,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
10324,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10325,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
10326,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
10327,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
10328,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,NULL
10329,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
10330,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,NULL
10331,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10332,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10333,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10334,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
10335,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10336,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
10337,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
10338,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10339,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10340,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10341,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10342,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10343,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10344,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10345,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10346,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10347,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
10348,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10349,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10350,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10351,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10352,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10353,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10354,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10355,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
10356,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
10357,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
10358,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
10359,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
10360,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
10361,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
10362,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
10363,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
10364,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
10365,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
10366,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
10367,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10368,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10369,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10370,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10371,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10372,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
10373,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10374,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10375,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10376,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10377,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10378,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
10379,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
10380,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
10381,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10382,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10383,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10384,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
10385,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10386,Forest,Cropland,Water,NULL,Water,NULL,Bareland,Forest
10387,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Water
10388,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
10389,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,NULL
10390,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
10391,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Water
10392,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
10393,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
10394,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Water
10395,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
10396,Forest,Cropland,Water,NULL,Water,Wetland,Water,Grassland
10397,Forest,Cropland,Water,NULL,Water,Wetland,Water,Water
10398,Forest,Cropland,Water,NULL,Water,Wetland,Water,Forest
10399,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
10400,Forest,Cropland,Water,NULL,Water,Bareland,Water,Water
10401,Forest,Cropland,Water,NULL,Water,Bareland,Forest,NULL
10402,Forest,Cropland,Water,NULL,Water,Water,Wetland,Wetland
10403,Forest,Cropland,Water,NULL,Water,Water,Water,Water
10404,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Water
10405,Forest,Cropland,Water,Non_Water,Water,Water,Grassland,NULL
10406,Forest,Cropland,Water,Non_Water,Water,Water,Water,NULL
10407,Forest,Cropland,Water,Water,Water,Shrubland,NULL,Water
10408,Forest,Cropland,Water,Water,Water,Wetland,Grassland,Water
10409,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Forest
10410,Forest,Cropland,Water,Water,Water,Wetland,Water,Grassland
10411,Forest,Cropland,Water,Water,Water,Bareland,Water,Water
10412,Forest,Cropland,Water,Water,Water,Water,Water,Water
10413,Forest,Cropland,Water,Water,Water,Water,Forest,Water
10414,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10415,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10416,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10417,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10418,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10419,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10420,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10421,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10422,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10423,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10424,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10425,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10426,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10427,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10428,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
10429,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10430,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
10431,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10432,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10433,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10434,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10435,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10436,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10437,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10438,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10439,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10440,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10441,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10442,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10443,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10444,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10445,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10446,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10447,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10448,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10449,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10450,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
10451,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10452,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10453,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10454,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10455,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10456,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10457,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10458,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10459,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10460,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10461,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10462,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10463,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10464,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10465,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10466,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10467,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10468,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10469,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10470,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10471,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
10472,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10473,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10474,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10475,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10476,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10477,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10478,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10479,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10480,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10481,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10482,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10483,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10484,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
10485,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
10486,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
10487,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10488,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10489,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10490,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10491,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
10492,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10493,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10494,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10495,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10496,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10497,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10498,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
10499,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
10500,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10501,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10502,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10503,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
10504,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10505,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
10506,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10507,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10508,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
10509,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
10510,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
10511,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
10512,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10513,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10514,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
10515,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10516,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10517,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10518,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
10519,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10520,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10521,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10522,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10523,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
10524,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10525,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
10526,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10527,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
10528,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10529,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10530,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10531,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10532,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,NULL
10533,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
10534,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
10535,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10536,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10537,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10538,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
10539,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10540,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,NULL
10541,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10542,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10543,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10544,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10545,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10546,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10547,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10548,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10549,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10550,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10551,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10552,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10553,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10554,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10555,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10556,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10557,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10558,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10559,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
10560,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
10561,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10562,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10563,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10564,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10565,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10566,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10567,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10568,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10569,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10570,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10571,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Water
10572,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
10573,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
10574,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10575,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
10576,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10577,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10578,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
10579,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10580,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10581,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10582,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10583,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10584,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
10585,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10586,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10587,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10588,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10589,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10590,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10591,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10592,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10593,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10594,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10595,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10596,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10597,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10598,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10599,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
10600,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10601,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10602,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
