Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEJ_M_R
2742,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2743,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2744,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2745,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2746,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
2747,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2748,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2749,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2750,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
2751,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2752,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2753,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2754,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2755,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
2756,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2757,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2758,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
2759,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2760,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2761,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2762,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
2763,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
2764,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2765,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2766,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
2767,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2768,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2769,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2770,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2771,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2772,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2773,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2774,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2775,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2776,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2777,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2778,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2779,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2780,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
2781,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2782,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2783,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2784,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
2785,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
2786,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2787,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2788,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2789,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2790,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2791,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
2792,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
2793,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2794,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
2795,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2796,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
2797,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2798,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
2799,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2800,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
2801,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
2802,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
2803,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2804,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
2805,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Bareland
2806,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
2807,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Grassland,Forest
2808,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2809,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2810,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2811,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2812,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2813,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2814,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2815,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2816,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2817,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2818,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2819,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2820,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
2821,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2822,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2823,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2824,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2825,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2826,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2827,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2828,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2829,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
2830,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2831,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
2832,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2833,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
2834,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2835,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
2836,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2837,Water,NULL,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
2838,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2839,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2840,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2841,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2842,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2843,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2844,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2845,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2846,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2847,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2848,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2849,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
2850,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2851,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
2852,Water,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2853,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2854,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2855,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
2856,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
2857,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
2858,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
2859,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2860,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
2861,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2862,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
2863,Water,NULL,Water,NULL,Water,Grassland,Water,Water
2864,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2865,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
2866,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2867,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
2868,Water,NULL,Water,NULL,Water,Bareland,Water,Water
2869,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
2870,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
2871,Water,NULL,Water,NULL,Water,Water,Grassland,Water
2872,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
2873,Water,NULL,Water,NULL,Water,Water,Bareland,Forest
2874,Water,NULL,Water,NULL,Water,Water,Water,Grassland
2875,Water,NULL,Water,NULL,Water,Water,Water,Bareland
2876,Water,NULL,Water,NULL,Water,Water,Water,Water
2877,Water,NULL,Water,NULL,Water,Water,Water,Forest
2878,Water,NULL,Water,NULL,Water,Water,Forest,Forest
2879,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2880,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2881,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
2882,Water,NULL,Water,Non_Water,Water,Bareland,Water,Forest
2883,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
2884,Water,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
2885,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
2886,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
2887,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
2888,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
2889,Water,NULL,Water,Non_Water,Water,Water,Water,Water
2890,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
2891,Water,NULL,Water,Non_Water,Water,Water,Forest,Forest
2892,Water,NULL,Water,Water,Water,NULL,Grassland,Forest
2893,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2894,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
2895,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
2896,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
2897,Water,NULL,Water,Water,Water,Grassland,Water,Water
2898,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
2899,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
2900,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
2901,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
2902,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
2903,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
2904,Water,NULL,Water,Water,Water,Water,Grassland,Water
2905,Water,NULL,Water,Water,Water,Water,Grassland,Forest
2906,Water,NULL,Water,Water,Water,Water,Water,Grassland
2907,Water,NULL,Water,Water,Water,Water,Water,Bareland
2908,Water,NULL,Water,Water,Water,Water,Water,Water
2909,Water,NULL,Water,Water,Water,Water,Water,Forest
2910,Water,NULL,Water,Water,Water,Water,Forest,Water
2911,Water,NULL,Water,Water,Water,Forest,Grassland,Forest
2912,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2913,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2914,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2915,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2916,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2917,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2918,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2919,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2920,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
2921,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2922,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2923,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2924,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2925,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2926,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2927,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2928,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2929,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2930,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2931,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2932,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2933,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
2934,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2935,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2936,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2937,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2938,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2939,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2940,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2941,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2942,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2943,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2944,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
2945,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2946,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2947,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2948,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2949,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2950,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2951,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2952,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2953,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2954,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2955,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2956,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2957,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2958,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2959,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2960,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2961,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2962,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2963,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
2964,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2965,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2966,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2967,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2968,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
2969,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2970,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2971,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
2972,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2973,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2974,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2975,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
2976,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2977,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2978,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2979,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
2980,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
2981,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2982,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2983,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2984,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2985,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2986,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2987,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2988,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2989,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2990,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2991,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2992,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Forest
2993,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2994,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2995,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2996,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2997,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2998,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2999,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3000,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3001,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3002,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3003,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3004,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3005,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3006,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3007,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
3008,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3009,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3010,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3011,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3012,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3013,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3014,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3015,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3016,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3017,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3018,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3019,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3020,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3021,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3022,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3023,Water,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3024,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3025,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3026,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3027,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3028,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3029,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
3030,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
3031,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3032,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
3033,Water,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
3034,Water,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
3035,Water,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Forest
3036,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Grassland
3037,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Forest
3038,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3039,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3040,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3041,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3042,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3043,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3044,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3045,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
3046,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3047,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3048,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
3049,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
3050,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3051,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3052,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3053,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3054,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
3055,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
3056,Water,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3057,Water,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
3058,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3059,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
3060,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
3061,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3062,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3063,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3064,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3065,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3066,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
3067,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3068,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3069,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3070,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3071,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3072,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3073,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3074,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3075,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
3076,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
3077,Water,Cropland,Water,NULL,Water,Water,Grassland,Bareland
3078,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
3079,Water,Cropland,Water,NULL,Water,Water,Grassland,Forest
3080,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
3081,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
3082,Water,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
3083,Water,Cropland,Water,Water,Water,Water,Grassland,Grassland
3084,Water,Cropland,Water,Water,Water,Water,Grassland,Water
3085,Water,Cropland,Water,Water,Water,Water,Water,Grassland
3086,Water,Cropland,Water,Water,Water,Forest,Grassland,Forest
3087,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3088,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3089,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3090,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3091,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3092,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3093,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3094,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3095,Water,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3096,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3097,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3098,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3099,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
