Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMM_M_R
1041,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1042,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1043,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1044,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1045,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1046,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1047,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1048,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1049,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1050,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1051,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1054,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1057,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1058,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1059,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1060,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1061,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1064,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1065,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1066,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1067,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1068,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1069,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1070,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1071,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1072,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1073,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1074,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1075,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1076,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1078,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1079,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1080,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1081,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1082,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1083,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1085,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1087,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1088,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1089,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1090,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1091,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1092,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1093,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1094,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1095,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1096,Forest,Water,Water,Water,Water,NULL,NULL,Water
1097,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1098,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1099,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1101,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1102,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1103,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1104,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1106,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1109,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1110,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1111,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1112,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1113,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1114,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1116,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1117,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1118,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1120,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1121,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1122,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1123,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1124,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1125,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1127,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1128,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1129,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1130,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1132,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1134,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1135,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1138,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1139,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1140,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1142,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1143,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1144,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1145,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1146,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1147,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1148,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1149,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1150,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1151,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1152,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1153,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1154,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1155,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1156,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1157,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1159,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1160,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1162,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1163,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1164,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1166,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1168,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1169,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1170,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1171,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1172,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1173,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1174,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1175,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1176,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1177,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1179,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1180,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1181,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1182,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1184,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1185,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1186,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1187,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
