Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NCD_M_R
722,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
723,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
724,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
725,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
726,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
727,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
728,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
729,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
730,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
731,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
732,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
733,Forest,Forest,Water,Water,Water,NULL,NULL,Water
734,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
735,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
736,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
737,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
738,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
739,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
740,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
741,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
742,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
743,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
745,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
746,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
