Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFC_M_R
709,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
710,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
711,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
712,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
713,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
714,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
715,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
716,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
717,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
718,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
719,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
720,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
721,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
722,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
723,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
724,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
725,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
726,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
727,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
728,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
729,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
730,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
731,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
732,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
733,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
734,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
736,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
737,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
738,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
739,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
740,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
741,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
742,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
743,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
744,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
745,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
746,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
747,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
748,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
749,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
750,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
751,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
752,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
753,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
756,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
757,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
758,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
759,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
761,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
762,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
763,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
764,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
765,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
766,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
768,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
769,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
770,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
771,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
772,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
773,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
774,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
775,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
776,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
777,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
778,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
779,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
780,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
781,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
782,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
783,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
784,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
785,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
786,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
788,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
789,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
790,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
791,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
792,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
793,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
794,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
795,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
796,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
797,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
798,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
799,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
800,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
801,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
802,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
803,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
804,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
805,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
806,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
807,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
808,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
809,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
810,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
811,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
813,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
814,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
815,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
817,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
818,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
819,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
820,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
821,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
823,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
824,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
825,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
826,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
827,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
828,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
829,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
830,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
831,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
832,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
833,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
834,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
835,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
836,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
837,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
838,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
839,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
840,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
841,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
842,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
843,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
844,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
845,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
846,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
847,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
848,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
849,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
850,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
851,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
852,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
853,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
854,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
855,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
856,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
857,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
858,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
859,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
860,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
861,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
862,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
863,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
864,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
865,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
866,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
867,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
868,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
869,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
870,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
871,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
872,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
873,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
874,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
875,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
876,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
877,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
878,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
879,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
880,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
881,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
882,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
883,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
884,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
885,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
886,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
887,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
888,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
889,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
890,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
891,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
892,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
893,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
894,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
895,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
896,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
897,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
898,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
899,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
900,Forest,Water,Water,NULL,Water,NULL,NULL,Water
901,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
902,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
903,Forest,Water,Water,NULL,Water,NULL,Water,Water
904,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
905,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
906,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
907,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
908,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
909,Forest,Water,Water,NULL,Water,Wetland,Water,Water
910,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
911,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
912,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
913,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
914,Forest,Water,Water,NULL,Water,Water,Wetland,Water
915,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
916,Forest,Water,Water,NULL,Water,Water,Water,Grassland
917,Forest,Water,Water,NULL,Water,Water,Water,Water
918,Forest,Water,Water,NULL,Water,Water,Water,Forest
919,Forest,Water,Water,NULL,Water,Water,Forest,Forest
920,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
921,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
922,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
923,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
924,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
925,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
926,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
927,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
928,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
929,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
930,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
931,Forest,Water,Water,Non_Water,Water,Water,Water,Water
932,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
933,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
934,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
935,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
936,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
937,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
938,Forest,Water,Water,Water,Water,NULL,NULL,Water
939,Forest,Water,Water,Water,Water,NULL,NULL,Forest
940,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
941,Forest,Water,Water,Water,Water,NULL,Water,Forest
942,Forest,Water,Water,Water,Water,NULL,Forest,Forest
943,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
944,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
945,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
946,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
947,Forest,Water,Water,Water,Water,Wetland,Water,Water
948,Forest,Water,Water,Water,Water,Wetland,Water,Forest
949,Forest,Water,Water,Water,Water,Wetland,Forest,Water
950,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
951,Forest,Water,Water,Water,Water,Water,Wetland,Water
952,Forest,Water,Water,Water,Water,Water,Wetland,Forest
953,Forest,Water,Water,Water,Water,Water,Water,Grassland
954,Forest,Water,Water,Water,Water,Water,Water,Water
955,Forest,Water,Water,Water,Water,Water,Water,Forest
956,Forest,Water,Water,Water,Water,Water,Forest,Water
957,Forest,Water,Water,Water,Water,Water,Forest,Forest
958,Forest,Water,Water,Water,Water,Forest,Water,Forest
959,Forest,Water,Water,Water,Water,Forest,Forest,Forest
960,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
961,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
962,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
963,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
964,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
965,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
966,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
967,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
968,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
969,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
970,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
971,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
972,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
973,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
974,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
975,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
976,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
977,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
978,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
979,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
980,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
981,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
982,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
983,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
984,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
985,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
986,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
987,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
989,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
990,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
992,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
993,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
994,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
995,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
996,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
997,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
998,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
999,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1000,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1001,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1002,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1003,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1004,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1005,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1006,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1007,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1008,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1009,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1010,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1011,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1012,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1013,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1014,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1015,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1016,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1017,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1019,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1020,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1023,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1024,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1025,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1026,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1027,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1028,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1029,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1030,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1031,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1034,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1035,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1036,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1037,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1038,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1039,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1040,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1041,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1042,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1043,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1045,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1046,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1047,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1048,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1049,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1051,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1052,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1053,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1054,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1055,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1056,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1057,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1058,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1059,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1060,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1061,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1062,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1063,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1064,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1065,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1066,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1067,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1068,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1069,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1070,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1071,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1072,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1073,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1074,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
