Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRV_M_R
2669,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2670,Water,Built-up,Water,NULL,Water,NULL,NULL,NULL
2671,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2672,Water,Built-up,Water,NULL,Water,NULL,NULL,Cropland
2673,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2674,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
2675,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
2676,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
2677,Water,Built-up,Water,Water,Water,NULL,NULL,NULL
2678,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
2679,Water,Built-up,Water,Water,Water,NULL,NULL,Water
2680,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
2681,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2682,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2683,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2684,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2685,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2686,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2687,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2688,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2689,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2690,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2691,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2692,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
2693,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2694,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2695,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2696,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2697,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2698,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2699,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2700,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2701,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2702,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2703,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2704,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2705,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2706,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2707,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2708,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2709,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2710,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2711,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2712,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2713,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2714,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2715,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2716,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2717,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2718,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2719,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2720,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2721,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2722,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2723,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2724,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2725,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2726,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2727,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2728,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2729,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2730,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2731,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2732,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2733,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2734,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2735,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2736,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2737,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2738,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2739,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2740,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2741,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2742,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2743,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2744,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2745,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2746,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2747,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2748,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2749,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2750,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2751,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2752,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2753,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2754,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2755,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2756,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2757,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2758,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2759,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2760,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2761,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2762,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2763,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2764,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2765,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2766,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2767,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2768,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2769,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2770,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2771,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2772,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2773,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2774,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2775,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2776,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2777,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2778,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2779,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2780,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2781,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2782,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2783,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2784,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2785,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2786,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2787,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2788,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2789,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2790,Water,Water,Water,NULL,Water,NULL,NULL,Water
2791,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2792,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2793,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2794,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2795,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2796,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2797,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2798,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2799,Water,Water,Water,Water,Water,NULL,NULL,NULL
2800,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2801,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2802,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2803,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2804,Water,Water,Water,Water,Water,NULL,NULL,Water
2805,Water,Water,Water,Water,Water,NULL,NULL,Forest
2806,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2807,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2808,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2809,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2810,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2811,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2812,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2813,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2814,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2815,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2816,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2817,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2818,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2819,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2820,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2821,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2822,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2823,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2824,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2825,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2826,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2827,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2828,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2829,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2830,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2831,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2832,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2833,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2834,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2835,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2836,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2837,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2838,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2839,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2840,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2841,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2842,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2843,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2844,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2845,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2846,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2847,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2848,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2849,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2850,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2851,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
2852,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2853,Water,Forest,Water,NULL,Water,NULL,NULL,Cropland
2854,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2855,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2856,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2857,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2858,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2859,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2860,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2861,Water,Forest,Water,Water,Water,NULL,NULL,Water
2862,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2863,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2864,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2865,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2866,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2867,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2868,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2869,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2870,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2871,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2872,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2873,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2874,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2875,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2876,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2877,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2878,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2879,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2880,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2881,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2882,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2883,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2884,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2885,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2886,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2887,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2888,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2889,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2890,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2891,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2892,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2893,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2894,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2895,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2896,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2897,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2898,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2899,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2900,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2901,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2902,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2903,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2904,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2905,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2906,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2907,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2908,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2909,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2910,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2911,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2912,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2913,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2914,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2915,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2916,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2917,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2918,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2919,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2920,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2921,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2922,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2923,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2924,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2925,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2926,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2927,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2928,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2929,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2930,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2931,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2932,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2933,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2934,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2935,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2936,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2937,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2938,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2939,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2940,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
2941,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2942,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
2943,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2944,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2945,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2946,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2947,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2948,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2949,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2950,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2951,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2952,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2953,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2954,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2955,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2956,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2957,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2958,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2959,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2960,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2961,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2962,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2963,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2964,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2965,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2966,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2967,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2968,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2969,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2970,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2971,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2972,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2973,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2974,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2975,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2976,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2977,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2978,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2979,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2980,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2981,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2982,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2983,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2984,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2985,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2986,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2987,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2988,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2989,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2990,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2991,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2992,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2993,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2994,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2995,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2996,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2997,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2998,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2999,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3000,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3001,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3002,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3003,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3004,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3005,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3006,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
