Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYV_M_R
10900,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10901,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10902,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10903,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
10904,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10905,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10906,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10907,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10908,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10909,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10910,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10911,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10912,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10913,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10914,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10915,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10916,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10917,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10918,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10919,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10920,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10921,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10922,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10923,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10924,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10925,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10926,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10927,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10928,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10929,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10930,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10931,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
10932,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10933,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10934,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10935,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10936,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10937,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10938,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10939,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10940,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10941,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10942,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10943,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10944,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10945,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10946,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10947,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10948,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10949,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10950,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10951,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
10952,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10953,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10954,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10955,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10956,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10957,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10958,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10959,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10960,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10961,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10962,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10963,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10964,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
10965,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10966,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10967,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10968,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10969,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10970,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10971,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10972,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10973,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10974,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10975,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
10976,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10977,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10978,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
10979,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10980,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
10981,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10982,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10983,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
10984,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10985,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10986,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10987,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10988,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10989,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10990,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10991,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10992,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10993,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10994,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10995,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10996,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10997,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10998,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10999,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
11000,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
11001,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
11002,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
11003,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
11004,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
11005,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Forest
11006,Forest,Cropland,Forest,Water,Non_Wetland,Water,Forest,Forest
11007,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11008,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11009,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11010,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11011,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11012,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11013,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
11014,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11015,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11016,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
11017,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11018,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
11019,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11020,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
11021,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
11022,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
11023,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11024,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
11025,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11026,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11027,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11028,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11029,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11030,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11031,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
11032,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
11033,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
11034,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11035,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11036,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Water
11037,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
11038,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
11039,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11040,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11041,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11042,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11043,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11044,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
11045,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11046,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
11047,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
11048,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
11049,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
11050,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11051,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
11052,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
11053,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11054,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
11055,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
11056,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11057,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11058,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11059,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11060,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11061,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11062,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11063,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11064,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11065,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11066,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11067,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11068,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11069,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11070,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11071,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11072,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11073,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11074,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11075,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11076,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11077,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11078,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11079,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11080,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
11081,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11082,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11083,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11084,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11085,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11086,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11087,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11088,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11089,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11090,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11091,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11092,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11093,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11094,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11095,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11096,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
11097,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11098,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11099,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11100,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11101,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
11102,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11103,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11104,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11105,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11106,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
11107,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
11108,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
11109,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
11110,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
11111,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11112,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
11113,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11114,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
11115,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11116,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
11117,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11118,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
11119,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
11120,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
11121,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
11122,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11123,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11124,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
11125,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11126,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11127,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
11128,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
11129,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11130,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
11131,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
11132,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
11133,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
11134,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
11135,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
11136,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
11137,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
11138,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
11139,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
11140,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
11141,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
11142,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
11143,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
11144,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
11145,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
11146,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11147,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
11148,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
11149,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
11150,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
11151,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
11152,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
11153,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
11154,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
11155,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
11156,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
11157,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
11158,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
11159,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11160,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
11161,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
11162,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11163,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
11164,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
11165,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
11166,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11167,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11168,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11169,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11170,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11171,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
11172,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11173,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11174,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
11175,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
11176,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
11177,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
11178,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
11179,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
11180,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11181,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11182,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11183,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
11184,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
11185,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11186,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
11187,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
11188,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11189,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
11190,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
11191,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
11192,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
11193,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
11194,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
11195,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
11196,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
11197,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
11198,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
11199,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
11200,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
11201,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
11202,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
11203,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
11204,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11205,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
11206,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
11207,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Forest
11208,Forest,Wetland,Water,NULL,Water,Shrubland,Grassland,Wetland
11209,Forest,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
11210,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Forest
11211,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
11212,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
11213,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Water
11214,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
11215,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
11216,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Water
11217,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
11218,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
11219,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
11220,Forest,Wetland,Water,NULL,Water,Water,Water,Water
11221,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
11222,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
11223,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
11224,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
11225,Forest,Wetland,Water,NULL,Water,Forest,Forest,Water
11226,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
11227,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
11228,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
11229,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
11230,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
11231,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Water
11232,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
