Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHF_M_R
1044,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1045,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1046,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1047,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1048,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1053,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1054,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1055,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1056,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1057,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1058,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1059,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1060,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1061,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1062,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1063,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1064,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1066,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1067,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1068,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1069,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1070,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1071,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1072,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1073,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1075,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1076,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1079,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1080,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1081,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1083,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1084,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1086,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1087,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1089,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1090,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1092,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1094,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1096,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1097,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1098,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1100,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1101,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1102,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1103,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1104,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1106,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1107,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1108,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1109,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1110,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1111,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1112,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1113,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1114,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1115,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1116,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1117,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1118,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1119,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1120,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1121,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1122,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1123,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1124,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1125,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1126,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1127,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1131,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1133,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1134,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1135,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1136,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1137,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1138,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1139,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1140,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1141,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1142,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1143,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1144,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1145,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1146,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1147,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1148,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1149,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1150,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1151,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1152,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1153,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1154,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1156,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1158,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1159,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1160,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1161,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1162,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1163,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1164,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1165,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1166,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1167,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1168,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1169,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1170,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1172,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1174,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1175,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1177,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1178,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1180,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1181,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1182,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1183,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1184,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1185,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1186,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1187,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1188,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1189,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1190,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1191,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1192,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1193,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1194,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1195,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1196,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1198,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1199,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1200,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1201,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1202,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1203,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1204,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1205,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1206,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1207,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1208,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1210,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1211,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1214,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1216,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1217,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1219,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1220,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1222,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1223,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1224,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1225,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1226,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1228,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1229,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1231,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1232,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1235,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1236,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1237,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1238,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1239,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1240,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1241,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1242,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1243,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1244,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1245,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1246,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1247,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1248,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1249,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1250,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1251,Bareland,Wetland,Water,Water,Water,NULL,NULL,Forest
1252,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1254,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1255,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1256,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1257,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1258,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1259,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1260,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1261,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1262,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1263,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1264,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1265,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1267,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1269,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1270,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1271,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1272,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1273,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1274,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1276,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1277,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1278,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1279,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1280,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1281,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1282,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1283,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1284,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1285,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1286,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1287,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1288,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1289,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1290,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1291,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1292,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1293,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1294,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1295,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1296,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1297,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1298,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1299,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1300,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1301,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1302,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1303,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1304,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1305,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1307,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1308,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1309,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1310,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1311,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1312,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1313,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1315,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1317,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1318,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1320,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1322,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1323,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1325,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1326,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1328,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1329,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1330,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1331,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1332,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1333,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1334,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1335,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1336,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1337,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1338,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1339,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1340,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1341,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1342,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1343,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1344,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1346,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1347,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1348,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1349,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1350,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1352,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1353,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1354,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1355,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1356,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1357,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1358,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1359,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1360,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1361,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1362,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1363,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1365,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1366,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1367,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1368,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1369,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1370,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1371,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1372,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1373,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1374,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1376,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1377,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1378,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1379,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1380,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1381,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1382,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1383,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1384,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1385,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1386,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
