Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R
8619,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8620,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8621,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
8622,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8623,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8624,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8625,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8626,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8627,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8628,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8629,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8630,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8631,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
8632,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8633,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8634,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8635,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8636,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8637,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8638,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8639,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8640,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8641,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8642,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8643,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8644,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8645,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
8646,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8647,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8648,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
8649,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8650,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8651,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8652,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8653,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8654,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8655,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8656,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
8657,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8658,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8659,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
8660,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8661,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8662,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
8663,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8664,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
8665,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
8666,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
8667,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
8668,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8669,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8670,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8671,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8672,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8673,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8674,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8675,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8676,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
8677,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8678,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8679,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8680,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8681,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8682,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8683,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8684,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8685,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8686,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8687,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8688,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8689,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
8690,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8691,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8692,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8693,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8694,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8695,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
8696,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8697,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8698,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8699,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8700,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8701,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8702,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8703,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8704,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8705,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8706,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8707,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8708,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8709,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8710,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8711,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8712,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8713,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8714,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8715,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8716,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8717,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8718,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8719,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
8720,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8721,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8722,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
8723,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
8724,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
8725,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8726,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8727,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
8728,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8729,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
8730,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8731,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8732,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8733,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
8734,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
8735,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8736,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8737,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8738,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
8739,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8740,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8741,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8742,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8743,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8744,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Built-up
8745,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
8746,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
8747,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
8748,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
8749,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
8750,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
8751,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8752,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
8753,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
8754,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
8755,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8756,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
8757,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8758,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
8759,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8760,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8761,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
8762,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
8763,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
8764,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
8765,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
8766,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8767,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8768,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8769,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
8770,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8771,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8772,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8773,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
8774,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8775,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8776,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
8777,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8778,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
8779,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8780,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
8781,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8782,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8783,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
8784,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
8785,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8786,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
8787,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
8788,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
8789,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8790,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8791,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8792,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
8793,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8794,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
8795,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8796,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8797,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8798,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8799,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
8800,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
8801,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
8802,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
8803,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
8804,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
8805,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Bareland
8806,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
8807,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
8808,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
8809,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
8810,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
8811,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8812,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8813,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
8814,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
8815,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8816,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
8817,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
8818,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
8819,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
8820,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
8821,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
8822,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8823,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
8824,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8825,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
8826,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8827,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
8828,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
8829,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8830,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
8831,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8832,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8833,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8834,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8835,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
8836,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8837,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
8838,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
8839,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
8840,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8841,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8842,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8843,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8844,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8845,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
8846,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8847,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
8848,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8849,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
8850,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
8851,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
8852,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
8853,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
8854,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
8855,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
8856,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
8857,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
8858,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
8859,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
8860,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
8861,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
8862,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8863,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8864,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8865,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8866,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8867,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8868,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
8869,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8870,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
8871,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
8872,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
8873,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8874,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8875,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
8876,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
8877,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
8878,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
8879,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
8880,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8881,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8882,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
8883,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
8884,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
8885,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
8886,Forest,Water,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8887,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8888,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8889,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8890,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
8891,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8892,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
8893,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
8894,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
8895,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
8896,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
8897,Forest,Water,Water,NULL,Water,Wetland,Shrubland,NULL
8898,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
8899,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
8900,Forest,Water,Water,NULL,Water,Wetland,Water,Water
8901,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
8902,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
8903,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
8904,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
8905,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
8906,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
8907,Forest,Water,Water,NULL,Water,Water,Shrubland,Grassland
8908,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
8909,Forest,Water,Water,NULL,Water,Water,Wetland,Water
8910,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
8911,Forest,Water,Water,NULL,Water,Water,Water,Grassland
8912,Forest,Water,Water,NULL,Water,Water,Water,Bareland
8913,Forest,Water,Water,NULL,Water,Water,Water,Water
8914,Forest,Water,Water,NULL,Water,Water,Water,Forest
8915,Forest,Water,Water,NULL,Water,Water,Forest,Water
8916,Forest,Water,Water,NULL,Water,Water,Forest,Forest
8917,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
8918,Forest,Water,Water,NULL,Water,Forest,Water,Water
8919,Forest,Water,Water,NULL,Water,Forest,Water,Forest
8920,Forest,Water,Water,NULL,Water,Forest,Forest,Water
8921,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
8922,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
8923,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Water
8924,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
8925,Forest,Water,Water,Non_Water,Water,Water,Water,Water
8926,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
8927,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
8928,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
8929,Forest,Water,Water,Non_Water,Water,Forest,Bareland,Forest
8930,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
8931,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
8932,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
8933,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
8934,Forest,Water,Water,Water,Water,Shrubland,Water,NULL
8935,Forest,Water,Water,Water,Water,Wetland,Water,Water
8936,Forest,Water,Water,Water,Water,Water,Shrubland,Grassland
8937,Forest,Water,Water,Water,Water,Water,Water,Grassland
8938,Forest,Water,Water,Water,Water,Water,Water,Water
8939,Forest,Water,Water,Water,Water,Water,Water,Forest
8940,Forest,Water,Water,Water,Water,Water,Forest,Water
8941,Forest,Water,Water,Water,Water,Water,Forest,Forest
8942,Forest,Water,Water,Water,Water,Forest,Water,Water
8943,Forest,Water,Water,Water,Water,Forest,Water,Forest
8944,Forest,Water,Water,Water,Water,Forest,Forest,Water
8945,Forest,Water,Water,Water,Water,Forest,Forest,Forest
8946,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8947,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8948,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8949,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8950,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8951,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
8952,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8953,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8954,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
8955,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
8956,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8957,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8958,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8959,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8960,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8961,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8962,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8963,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8964,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8965,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8966,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8967,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8968,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8969,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8970,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8971,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8972,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8973,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8974,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8975,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
8976,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8977,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8978,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
