Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLP_M_R
5440,Forest,Water,Water,Water,Water,Water,Wetland,Water
5441,Forest,Water,Water,Water,Water,Water,Wetland,Forest
5442,Forest,Water,Water,Water,Water,Water,Water,Water
5443,Forest,Water,Water,Water,Water,Water,Water,Forest
5444,Forest,Water,Water,Water,Water,Water,Forest,Water
5445,Forest,Water,Water,Water,Water,Water,Forest,Forest
5446,Forest,Water,Water,Water,Water,Forest,Grassland,Water
5447,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
5448,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
5449,Forest,Water,Water,Water,Water,Forest,Water,Water
5450,Forest,Water,Water,Water,Water,Forest,Water,Forest
5451,Forest,Water,Water,Water,Water,Forest,Forest,Water
5452,Forest,Water,Water,Water,Water,Forest,Forest,Forest
5453,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5454,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5455,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5456,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5457,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5458,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5459,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5460,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5461,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5462,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5463,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
5464,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5465,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5466,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5467,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5468,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5469,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5470,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5471,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5472,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5473,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5474,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5475,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5476,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5477,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5478,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5479,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5480,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5481,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5482,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5483,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5484,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5485,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5486,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5487,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5488,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5489,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5490,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5491,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5492,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5493,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
5494,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5495,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5496,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5497,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5498,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5499,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5500,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5501,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5502,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5503,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5504,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5505,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5506,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5507,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5508,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5509,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5510,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5511,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
5512,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5513,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5514,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5515,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5516,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5517,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5518,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5519,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5520,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5521,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5522,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5523,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5524,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5525,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5526,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
5527,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
5528,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
5529,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5530,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5531,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5532,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5533,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
5534,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5535,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5536,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5537,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
5538,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5539,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5540,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5541,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5542,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5543,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
5544,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5545,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5546,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5547,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5548,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5549,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5550,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5551,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5552,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5553,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5554,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5555,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5556,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5557,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5558,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5559,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5560,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5561,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5562,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5563,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5564,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5565,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5566,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
5567,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
5568,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5569,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5570,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5571,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5572,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5573,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5574,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5575,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5576,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5577,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5578,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5579,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5580,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5581,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5582,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5583,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5584,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5585,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5586,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
5587,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5588,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5589,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5590,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5591,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5592,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5593,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
5594,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5595,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5596,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5597,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5598,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5599,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5600,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5601,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5602,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5603,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5604,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5605,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5606,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5607,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5608,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5609,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5610,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5611,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5612,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5613,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5614,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5615,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
5616,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5617,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5618,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5619,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
5620,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5621,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5622,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5623,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5624,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5625,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5626,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5627,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5628,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5629,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5630,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5631,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
5632,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
5633,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
5634,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
5635,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
5636,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
5637,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
5638,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5639,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
5640,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
5641,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5642,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5643,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5644,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5645,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5646,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5647,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5648,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5649,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5650,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5651,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5652,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5653,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5654,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5655,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5656,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5657,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5658,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5659,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5660,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5661,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5662,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5663,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5664,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5665,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
5666,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5667,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5668,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5669,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5670,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5671,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5672,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5673,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5674,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5675,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5676,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5677,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5678,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5679,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5680,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5681,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5682,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
5683,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5684,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5685,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5686,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5687,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5688,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5689,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5690,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5691,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5692,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5693,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5694,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5695,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5696,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5697,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5698,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5699,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5700,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5701,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5702,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5703,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
5704,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5705,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5706,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5707,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5708,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5709,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5710,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
5711,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
5712,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
5713,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5714,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
5715,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
5716,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
5717,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Water
5718,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
5719,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5720,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5721,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5722,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5723,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5724,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5725,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5726,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5727,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5728,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5729,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5730,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5731,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5732,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5733,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5734,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5735,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5736,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5737,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5738,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5739,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5740,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5741,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
5742,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5743,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5744,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5745,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5746,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5747,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5748,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5749,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5750,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5751,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5752,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5753,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5754,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5755,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5756,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5757,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5758,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5759,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5760,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
5761,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5762,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
5763,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5764,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
5765,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5766,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5767,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
5768,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
5769,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5770,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5771,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5772,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5773,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5774,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5775,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5776,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5777,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Water
5778,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5779,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5780,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
