Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQN_M_R
1161,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1162,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1163,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1164,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
1165,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1166,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1167,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1168,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1169,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1170,Bareland,Bareland,Water,NULL,Water,NULL,Water
1171,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1172,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1173,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1174,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1175,Bareland,Bareland,Water,Water,Water,NULL,Water
1176,Bareland,Bareland,Water,Water,Water,NULL,Forest
1177,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1178,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1179,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1180,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1181,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1182,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1183,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1184,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1185,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1186,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1187,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1188,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1189,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
1190,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Water
1191,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
1192,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland
1193,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland
1194,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Grassland
1195,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
1196,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Water
1197,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1198,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1199,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1200,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1201,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1202,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1203,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
1204,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1205,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1206,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1207,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1208,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1209,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1210,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1211,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1212,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
1213,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1214,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1215,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1216,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
1217,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
1218,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Forest
1219,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
1220,Bareland,Built-up,Wetland,Water,Wetland,NULL,Grassland
1221,Bareland,Built-up,Wetland,Water,Wetland,NULL,Forest
1222,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1223,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1224,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
1225,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1226,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,Bareland
1227,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1228,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1229,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1230,Bareland,Built-up,Water,Non_Water,Water,NULL,Grassland
1231,Bareland,Built-up,Water,Water,Water,NULL,Grassland
1232,Bareland,Built-up,Water,Water,Water,NULL,Bareland
1233,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1234,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1235,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1236,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1237,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1238,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1239,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1240,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1241,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1242,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1243,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1244,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1245,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1246,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1247,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1248,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1249,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1250,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1251,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1252,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1253,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1254,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1255,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1256,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1257,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water
1258,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Forest
1259,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1260,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1261,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1262,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1263,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1264,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1265,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1266,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1267,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1268,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1269,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1270,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1271,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water
1272,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water
1273,Bareland,Water,Water,NULL,Water,NULL,Grassland
1274,Bareland,Water,Water,NULL,Water,NULL,Bareland
1275,Bareland,Water,Water,NULL,Water,NULL,Water
1276,Bareland,Water,Water,NULL,Water,NULL,Forest
1277,Bareland,Water,Water,Non_Water,Water,NULL,Bareland
1278,Bareland,Water,Water,Non_Water,Water,NULL,Water
1279,Bareland,Water,Water,Non_Water,Water,NULL,Forest
1280,Bareland,Water,Water,Water,Water,NULL,Grassland
1281,Bareland,Water,Water,Water,Water,NULL,Bareland
1282,Bareland,Water,Water,Water,Water,NULL,Water
1283,Bareland,Water,Water,Water,Water,NULL,Forest
1284,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1285,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1286,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1287,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1288,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1289,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1290,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1291,Bareland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1292,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1293,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1294,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1295,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
1296,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
1297,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1298,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Water
1299,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Forest
1300,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1301,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1302,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1303,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1304,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1305,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
1306,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1307,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1308,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1309,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1310,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1311,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1312,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1313,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Water
1314,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1315,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1316,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1317,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1318,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1319,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1320,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1321,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1322,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Water
1323,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1324,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1325,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1326,Bareland,Forest,Wetland,Water,Wetland,NULL,Bareland
1327,Bareland,Forest,Wetland,Water,Wetland,NULL,Water
1328,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1329,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1330,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
1331,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1332,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1333,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1334,Bareland,Forest,Water,NULL,Water,NULL,Forest
1335,Bareland,Forest,Water,Water,Water,NULL,Grassland
1336,Bareland,Forest,Water,Water,Water,NULL,Forest
1337,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1338,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1339,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1340,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water
1341,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1342,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1343,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1344,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1345,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1346,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Water
1347,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1348,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1349,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1350,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
1351,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1352,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1353,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1354,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1355,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1356,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1357,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1358,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1359,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1360,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1361,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1362,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1363,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1364,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1365,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1366,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1367,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1368,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1369,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1370,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1371,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1372,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1373,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1374,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1375,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1376,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1377,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1378,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1379,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1380,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1381,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1382,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1383,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1384,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1385,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1386,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1387,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1388,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1389,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1390,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1391,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1392,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1393,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1394,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1395,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1396,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1397,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1398,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1399,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1400,Water,NULL,Wetland,Water,Wetland,NULL,Water
1401,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1402,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1403,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1404,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1405,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1406,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1407,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water
1408,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1409,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1410,Water,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1411,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water
1412,Water,NULL,Water,NULL,Water,NULL,Grassland
1413,Water,NULL,Water,NULL,Water,NULL,Wetland
1414,Water,NULL,Water,NULL,Water,NULL,Bareland
1415,Water,NULL,Water,NULL,Water,NULL,Water
1416,Water,NULL,Water,NULL,Water,NULL,Forest
1417,Water,NULL,Water,Non_Water,Water,NULL,Grassland
1418,Water,NULL,Water,Non_Water,Water,NULL,Wetland
1419,Water,NULL,Water,Non_Water,Water,NULL,Water
1420,Water,NULL,Water,Non_Water,Water,NULL,Forest
1421,Water,NULL,Water,Water,Water,NULL,Grassland
1422,Water,NULL,Water,Water,Water,NULL,Wetland
1423,Water,NULL,Water,Water,Water,NULL,Bareland
1424,Water,NULL,Water,Water,Water,NULL,Water
1425,Water,NULL,Water,Water,Water,NULL,Forest
1426,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1427,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1428,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1429,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1430,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1431,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1432,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1433,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1434,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1435,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1436,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1437,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1438,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
1439,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1440,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1441,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1442,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1443,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1444,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1445,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1446,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1447,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland
1448,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
1449,Water,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1450,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water
1451,Water,Wetland,NULL,Water,Non_Wetland,NULL,Forest
1452,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1453,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1454,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1455,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1456,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1457,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1458,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1459,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1460,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1461,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1462,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1463,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1464,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1465,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1466,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1467,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1468,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1469,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1470,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1471,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1472,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1473,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1474,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1475,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1476,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1477,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1478,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1479,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1480,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1481,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1482,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1483,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1484,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1485,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1486,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
1487,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1488,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1489,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1490,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1491,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
1492,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1493,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
1494,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1495,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
1496,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1497,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
1498,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
1499,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1500,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1501,Water,Wetland,Water,NULL,Water,NULL,Grassland
1502,Water,Wetland,Water,NULL,Water,NULL,Bareland
1503,Water,Wetland,Water,NULL,Water,NULL,Water
1504,Water,Wetland,Water,NULL,Water,NULL,Forest
1505,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
1506,Water,Wetland,Water,Non_Water,Water,NULL,Bareland
1507,Water,Wetland,Water,Non_Water,Water,NULL,Water
1508,Water,Wetland,Water,Non_Water,Water,NULL,Forest
1509,Water,Wetland,Water,Water,Water,NULL,Grassland
1510,Water,Wetland,Water,Water,Water,NULL,Wetland
1511,Water,Wetland,Water,Water,Water,NULL,Bareland
1512,Water,Wetland,Water,Water,Water,NULL,Water
1513,Water,Wetland,Water,Water,Water,NULL,Forest
1514,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1515,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1516,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1517,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1518,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1519,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1520,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1521,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1522,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1523,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1524,Water,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1525,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
1526,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1527,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1528,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1529,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1530,Water,Bareland,NULL,Water,Non_Wetland,NULL,Water
1531,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1532,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1533,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1534,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1535,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1536,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1537,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1538,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1539,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1540,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1541,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1542,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1543,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1544,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1545,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1546,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1547,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1548,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1549,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
