Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFE_M_R
21802,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
21803,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
21804,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
21805,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
21806,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21807,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
21808,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
21809,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
21810,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
21811,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
21812,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
21813,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
21814,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
21815,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
21816,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
21817,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
21818,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
21819,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
21820,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
21821,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
21822,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
21823,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
21824,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
21825,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
21826,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
21827,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
21828,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
21829,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
21830,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
21831,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
21832,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
21833,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
21834,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
21835,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
21836,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
21837,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
21838,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
21839,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
21840,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
21841,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
21842,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
21843,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
21844,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
21845,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
21846,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
21847,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
21848,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
21849,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
21850,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
21851,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
21852,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
21853,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
21854,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
21855,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
21856,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
21857,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
21858,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
21859,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
21860,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
21861,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
21862,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
21863,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
21864,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
21865,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
21866,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
21867,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
21868,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
21869,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
21870,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Wetland,Water
21871,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
21872,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
21873,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
21874,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
21875,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Built-up,Forest
21876,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
21877,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
21878,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
21879,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
21880,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
21881,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21882,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21883,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
21884,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
21885,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
21886,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
21887,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
21888,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
21889,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
21890,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
21891,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
21892,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
21893,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
21894,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
21895,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
21896,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
21897,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
21898,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
21899,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
21900,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
21901,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
21902,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
21903,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
21904,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
21905,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
21906,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
21907,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
21908,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
21909,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
21910,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
21911,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
21912,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
21913,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
21914,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
21915,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
21916,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
21917,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
21918,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
21919,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
21920,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
21921,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
21922,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
21923,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
21924,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
21925,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
21926,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
21927,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
21928,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21929,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
21930,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
21931,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
21932,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21933,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21934,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
21935,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21936,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
21937,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21938,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
21939,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
21940,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
21941,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
21942,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
21943,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
21944,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
21945,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
21946,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
21947,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
21948,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
21949,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
21950,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
21951,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
21952,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
21953,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
21954,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
21955,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
21956,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21957,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
21958,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
21959,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
21960,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21961,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
21962,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
21963,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
21964,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
21965,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
21966,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
21967,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
21968,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
21969,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
21970,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
21971,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
21972,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
21973,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
21974,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
21975,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
21976,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
21977,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
21978,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
21979,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
21980,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
21981,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
21982,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
21983,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
21984,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
21985,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
21986,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
21987,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
21988,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
21989,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
21990,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
21991,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
21992,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
21993,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
21994,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
21995,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
21996,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
21997,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
21998,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
21999,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
22000,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
22001,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
22002,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22003,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
22004,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
22005,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
22006,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
22007,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
22008,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
22009,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22010,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
22011,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22012,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
22013,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
22014,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
22015,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
22016,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
22017,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
22018,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
22019,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
22020,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
22021,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
22022,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
22023,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
22024,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
22025,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
22026,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
22027,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
22028,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
22029,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
22030,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
22031,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
22032,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
22033,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22034,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
22035,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
22036,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
22037,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22038,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
22039,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
22040,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
22041,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
22042,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
22043,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
22044,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
22045,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
22046,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
22047,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
22048,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
22049,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
22050,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
22051,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
22052,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
22053,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
22054,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
22055,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
22056,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
22057,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
22058,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
22059,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
22060,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
22061,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
22062,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
22063,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
22064,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
22065,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
22066,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22067,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
22068,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
22069,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
22070,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
22071,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
22072,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
22073,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
22074,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
22075,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
22076,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
22077,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
22078,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
22079,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
22080,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,NULL
22081,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
22082,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
22083,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
22084,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
22085,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
22086,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
22087,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
22088,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
22089,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22090,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
22091,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
22092,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22093,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22094,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
22095,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
22096,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
22097,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
22098,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
22099,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
22100,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
22101,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
22102,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
22103,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
22104,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
22105,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22106,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22107,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
22108,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
22109,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22110,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
22111,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
22112,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
22113,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22114,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
22115,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
22116,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22117,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
22118,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
22119,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
22120,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Water
22121,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
22122,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
22123,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
22124,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
