Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEE_M_R
690,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
691,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
692,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
693,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
694,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
695,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
696,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
697,Water,NULL,Water,NULL,NULL,Water,Water,NULL
698,Water,NULL,Water,NULL,Water,NULL,Water,NULL
699,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
700,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
701,Water,NULL,Water,NULL,Water,Water,Water,NULL
702,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
703,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
704,Water,Cropland,Water,NULL,Water,Water,Water,NULL
705,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
706,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
707,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
708,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
709,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
710,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
711,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
712,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
713,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
714,Water,Bareland,Wetland,NULL,NULL,Water,Water,NULL
715,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
716,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
717,Water,Bareland,Water,NULL,NULL,Water,Water,NULL
718,Water,Bareland,Water,NULL,Water,Wetland,Water,NULL
719,Water,Bareland,Water,NULL,Water,Water,Water,NULL
720,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
721,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
722,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
723,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
724,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
725,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,NULL
726,Water,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
727,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
728,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
729,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
730,Water,Built-up,Water,NULL,Water,Wetland,Water,NULL
731,Water,Built-up,Water,NULL,Water,Bareland,Water,NULL
732,Water,Built-up,Water,NULL,Water,Built-up,Water,NULL
733,Water,Built-up,Water,NULL,Water,Water,Water,NULL
734,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
735,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
736,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
737,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
738,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
739,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
740,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
741,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
742,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
743,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
744,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
745,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
746,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
747,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
748,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
749,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
750,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
751,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
752,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
753,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
754,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
755,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
756,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
757,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
758,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
759,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
760,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
761,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
762,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
763,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
764,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
765,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
766,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
767,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
768,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
769,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
770,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
771,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
772,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
773,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
774,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
775,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
776,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
777,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
778,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
779,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
780,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
781,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
782,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
783,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
784,Water,Water,Wetland,NULL,NULL,NULL,Wetland,NULL
785,Water,Water,Wetland,NULL,NULL,NULL,Water,NULL
786,Water,Water,Wetland,NULL,NULL,Grassland,Water,NULL
787,Water,Water,Wetland,NULL,NULL,Wetland,Wetland,NULL
788,Water,Water,Wetland,NULL,NULL,Wetland,Water,NULL
789,Water,Water,Wetland,NULL,NULL,Wetland,Forest,NULL
790,Water,Water,Wetland,NULL,NULL,Bareland,Wetland,NULL
791,Water,Water,Wetland,NULL,NULL,Bareland,Water,NULL
792,Water,Water,Wetland,NULL,NULL,Bareland,Forest,NULL
793,Water,Water,Wetland,NULL,NULL,Water,Wetland,NULL
794,Water,Water,Wetland,NULL,NULL,Water,Water,NULL
795,Water,Water,Wetland,NULL,NULL,Water,Forest,NULL
796,Water,Water,Wetland,NULL,NULL,Forest,Wetland,NULL
797,Water,Water,Wetland,NULL,NULL,Forest,Water,NULL
798,Water,Water,Wetland,NULL,NULL,Forest,Forest,NULL
799,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
800,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
801,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
802,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
803,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
804,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
805,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
806,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
807,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
808,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
809,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
810,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
811,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
812,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
813,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
814,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
815,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
816,Water,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
817,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
818,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
819,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
820,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
821,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
822,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
823,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
824,Water,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
825,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
826,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,NULL
827,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
828,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
829,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
830,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
831,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
832,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
833,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
834,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
835,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
836,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
837,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
838,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
839,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
840,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
841,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
842,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
843,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
844,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
845,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
846,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
847,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
848,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
849,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
850,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
851,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
852,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
853,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
854,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
855,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
856,Water,Water,Water,NULL,NULL,NULL,Wetland,NULL
857,Water,Water,Water,NULL,NULL,NULL,Water,NULL
858,Water,Water,Water,NULL,NULL,NULL,Forest,NULL
859,Water,Water,Water,NULL,NULL,Grassland,Wetland,NULL
860,Water,Water,Water,NULL,NULL,Grassland,Water,NULL
861,Water,Water,Water,NULL,NULL,Wetland,Grassland,NULL
862,Water,Water,Water,NULL,NULL,Wetland,Wetland,NULL
863,Water,Water,Water,NULL,NULL,Wetland,Water,NULL
864,Water,Water,Water,NULL,NULL,Wetland,Forest,NULL
865,Water,Water,Water,NULL,NULL,Bareland,Water,NULL
866,Water,Water,Water,NULL,NULL,Water,Wetland,NULL
867,Water,Water,Water,NULL,NULL,Water,Water,NULL
868,Water,Water,Water,NULL,NULL,Water,Forest,NULL
869,Water,Water,Water,NULL,NULL,Forest,Wetland,NULL
870,Water,Water,Water,NULL,NULL,Forest,Water,NULL
871,Water,Water,Water,NULL,NULL,Forest,Forest,NULL
872,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
873,Water,Water,Water,NULL,Water,NULL,Water,NULL
874,Water,Water,Water,NULL,Water,NULL,Forest,NULL
875,Water,Water,Water,NULL,Water,Grassland,Wetland,NULL
876,Water,Water,Water,NULL,Water,Grassland,Water,NULL
877,Water,Water,Water,NULL,Water,Grassland,Forest,NULL
878,Water,Water,Water,NULL,Water,Wetland,Grassland,NULL
879,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
880,Water,Water,Water,NULL,Water,Wetland,Bareland,NULL
881,Water,Water,Water,NULL,Water,Wetland,Water,NULL
882,Water,Water,Water,NULL,Water,Wetland,Forest,NULL
883,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
884,Water,Water,Water,NULL,Water,Bareland,Water,NULL
885,Water,Water,Water,NULL,Water,Built-up,Water,NULL
886,Water,Water,Water,NULL,Water,Water,Grassland,NULL
887,Water,Water,Water,NULL,Water,Water,Wetland,NULL
888,Water,Water,Water,NULL,Water,Water,Water,NULL
889,Water,Water,Water,NULL,Water,Water,Forest,NULL
890,Water,Water,Water,NULL,Water,Forest,Wetland,NULL
891,Water,Water,Water,NULL,Water,Forest,Water,NULL
892,Water,Water,Water,NULL,Water,Forest,Forest,NULL
893,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
894,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
895,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
896,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
897,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
898,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
899,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
900,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
901,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
902,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
903,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
904,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
905,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
906,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
907,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
908,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
909,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
910,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
911,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
912,Water,Forest,Wetland,NULL,NULL,Grassland,Water,NULL
913,Water,Forest,Wetland,NULL,NULL,Wetland,Water,NULL
914,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
915,Water,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
916,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
917,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
918,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
919,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
920,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
921,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
922,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
923,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
924,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
925,Water,Forest,Wetland,NULL,Wetland,Water,Water,NULL
926,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
927,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
928,Water,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
929,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
930,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
931,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
932,Water,Forest,Built-up,NULL,Non_Wetland,Water,Water,NULL
933,Water,Forest,Water,NULL,NULL,Wetland,Water,NULL
934,Water,Forest,Water,NULL,Water,NULL,Wetland,NULL
935,Water,Forest,Water,NULL,Water,Grassland,Wetland,NULL
936,Water,Forest,Water,NULL,Water,Wetland,Water,NULL
937,Water,Forest,Water,NULL,Water,Water,Forest,NULL
938,Water,Forest,Water,NULL,Water,Forest,Wetland,NULL
939,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
940,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
941,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
942,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
943,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
944,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
945,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
946,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
947,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
948,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
949,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
950,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
951,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
952,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
953,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
954,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
955,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
956,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
957,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
958,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
959,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
960,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
961,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
962,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
963,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
964,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
965,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
966,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
967,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
968,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
969,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
970,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
971,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
972,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
973,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
974,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
975,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
976,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
977,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
978,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
979,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
980,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
981,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
982,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
983,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
984,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
985,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
986,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
987,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
988,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
989,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
990,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
991,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
992,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
993,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
994,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
995,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
996,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
997,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
998,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
999,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1000,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1001,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1002,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1003,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
1004,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1005,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1006,Forest,NULL,Wetland,NULL,NULL,Wetland,Wetland,NULL
1007,Forest,NULL,Wetland,NULL,NULL,Bareland,Wetland,NULL
1008,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1009,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1010,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1011,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1012,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1013,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1014,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1015,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1016,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1017,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1018,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1019,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1020,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1021,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1022,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1023,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1024,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1025,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1026,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1027,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1028,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1029,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1030,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1031,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
1032,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1033,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1034,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1035,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1036,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1037,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1038,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1039,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
1040,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1041,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1042,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1043,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1044,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1045,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1046,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1047,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1048,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
1049,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1050,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1051,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1052,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1053,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1054,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
1055,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1056,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1057,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1058,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1059,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
