Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBN_M_R
4134,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4135,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4136,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4137,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4138,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4139,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4140,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4141,Water,Water,Water,Non_Water,Water,Water,NULL,Water
4142,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
4143,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
4144,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4145,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4146,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4147,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4148,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
4149,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4150,Water,Water,Water,Non_Water,Water,Water,Water,Water
4151,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4152,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
4153,Water,Water,Water,Water,Water,NULL,Wetland,Water
4154,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4155,Water,Water,Water,Water,Water,NULL,Water,Wetland
4156,Water,Water,Water,Water,Water,NULL,Water,Water
4157,Water,Water,Water,Water,Water,NULL,Water,Forest
4158,Water,Water,Water,Water,Water,Grassland,NULL,Water
4159,Water,Water,Water,Water,Water,Grassland,Wetland,Water
4160,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4161,Water,Water,Water,Water,Water,Grassland,Water,Water
4162,Water,Water,Water,Water,Water,Grassland,Water,Forest
4163,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
4164,Water,Water,Water,Water,Water,Wetland,NULL,Water
4165,Water,Water,Water,Water,Water,Wetland,Grassland,Water
4166,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
4167,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
4168,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4169,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4170,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
4171,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4172,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4173,Water,Water,Water,Water,Water,Wetland,Water,Water
4174,Water,Water,Water,Water,Water,Wetland,Water,Forest
4175,Water,Water,Water,Water,Water,Water,NULL,Water
4176,Water,Water,Water,Water,Water,Water,NULL,Forest
4177,Water,Water,Water,Water,Water,Water,Grassland,Water
4178,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4179,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4180,Water,Water,Water,Water,Water,Water,Wetland,Water
4181,Water,Water,Water,Water,Water,Water,Wetland,Forest
4182,Water,Water,Water,Water,Water,Water,Water,Grassland
4183,Water,Water,Water,Water,Water,Water,Water,Wetland
4184,Water,Water,Water,Water,Water,Water,Water,Bareland
4185,Water,Water,Water,Water,Water,Water,Water,Water
4186,Water,Water,Water,Water,Water,Water,Water,Forest
4187,Water,Water,Water,Water,Water,Water,Forest,Water
4188,Water,Water,Water,Water,Water,Water,Forest,Forest
4189,Water,Water,Water,Water,Water,Forest,Wetland,Forest
4190,Water,Water,Water,Water,Water,Forest,Water,Water
4191,Water,Water,Water,Water,Water,Forest,Water,Forest
4192,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4193,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4194,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4195,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4196,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4197,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4198,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4199,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4200,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4201,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
4202,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4203,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4204,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4205,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4206,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4207,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4208,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4209,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4210,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4211,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4212,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4213,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4214,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4215,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4216,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
4217,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4218,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4219,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4220,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4221,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4222,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4223,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4224,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4225,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4226,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4227,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4228,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4229,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4230,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4231,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4232,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4233,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4234,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4235,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4236,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4237,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4238,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4239,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4240,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4241,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4242,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4243,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4244,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4245,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4246,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4247,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4248,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4249,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4250,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4251,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
4252,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
4253,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4254,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4255,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4256,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4257,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
4258,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4259,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4260,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4261,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
4262,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
4263,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
4264,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
4265,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4266,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4267,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
4268,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4269,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4270,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4271,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4272,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4273,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4274,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4275,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4276,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4277,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4278,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
4279,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4280,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4281,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4282,Water,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
4283,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4284,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4285,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4286,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4287,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4288,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4289,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4290,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4291,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4292,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
4293,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Built-up
4294,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
4295,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
4296,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4297,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4298,Water,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4299,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4300,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4301,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
4302,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4303,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4304,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4305,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4306,Water,Forest,Water,NULL,Water,Wetland,NULL,Forest
4307,Water,Forest,Water,NULL,Water,Wetland,Grassland,Forest
4308,Water,Forest,Water,NULL,Water,Water,NULL,Forest
4309,Water,Forest,Water,NULL,Water,Water,Grassland,Water
4310,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
4311,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
4312,Water,Forest,Water,Water,Water,Water,Wetland,Water
4313,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4314,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4315,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4316,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4317,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4318,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4319,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4320,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4321,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4322,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
4323,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Grassland,Water,Forest
4324,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
4325,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland,Water,Water
4326,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland,Water,Water
4327,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4328,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4329,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4330,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4331,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4332,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4333,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4334,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4335,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4336,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4337,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4338,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4339,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4340,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4341,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4342,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4343,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4344,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4345,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4346,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4347,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4348,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4349,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4350,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4351,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4352,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4353,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4354,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4355,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4356,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4357,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4358,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4359,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4360,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4361,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4362,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4363,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4364,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4365,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4366,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4367,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4368,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4369,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4370,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4371,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
4372,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4373,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4374,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4375,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4376,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4377,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4378,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4379,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4380,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4381,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4382,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4383,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4384,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4385,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4386,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4387,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4388,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4389,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4390,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4391,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4392,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4393,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4394,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4395,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4396,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
4397,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
4398,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4399,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4400,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4401,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4402,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4403,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
4404,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
4405,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4406,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4407,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4408,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4409,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4410,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4411,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4412,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4413,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4414,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4415,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4416,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4417,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4418,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4419,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4420,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4421,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4422,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4423,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4424,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4425,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4426,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4427,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4428,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4429,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4430,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4431,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4432,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4433,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4434,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4435,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4436,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4437,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4438,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4439,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4440,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4441,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4442,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4443,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4444,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4445,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4446,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4447,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4448,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4449,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4450,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4451,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4452,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4453,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
4454,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4455,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
4456,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4457,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4458,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4459,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4460,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4461,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4462,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4463,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4464,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4465,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4466,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4467,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4468,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4469,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4470,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4471,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4472,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4473,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4474,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4475,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4476,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4477,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4478,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4479,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4480,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4481,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
4482,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4483,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4484,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4485,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
4486,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4487,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
