Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEV_M_R
9170,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9171,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
9172,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
9173,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
9174,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9175,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
9176,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
9177,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
9178,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
9179,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9180,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
9181,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9182,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9183,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
9184,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9185,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9186,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9187,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
9188,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
9189,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
9190,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9191,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
9192,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
9193,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
9194,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9195,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9196,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9197,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9198,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
9199,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9200,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
9201,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9202,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
9203,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9204,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9205,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
9206,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Cropland
9207,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
9208,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
9209,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9210,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9211,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
9212,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
9213,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
9214,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
9215,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,NULL
9216,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
9217,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
9218,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
9219,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Water
9220,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
9221,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
9222,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
9223,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9224,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
9225,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
9226,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Forest
9227,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
9228,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
9229,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
9230,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9231,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9232,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9233,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9234,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9235,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9236,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9237,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9238,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9239,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9240,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9241,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9242,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
9243,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9244,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9245,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
9246,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9247,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9248,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
9249,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
9250,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9251,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9252,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
9253,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9254,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
9255,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
9256,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9257,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
9258,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9259,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9260,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9261,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9262,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9263,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9264,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9265,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9266,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9267,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9268,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9269,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
9270,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9271,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9272,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9273,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9274,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9275,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9276,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
9277,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9278,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9279,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
9280,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9281,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
9282,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
9283,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9284,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9285,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
9286,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9287,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9288,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9289,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9290,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9291,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
9292,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9293,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9294,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9295,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
9296,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9297,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9298,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
9299,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9300,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9301,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
9302,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9303,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
9304,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9305,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
9306,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
9307,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9308,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
9309,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
9310,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9311,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Built-up
9312,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
9313,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
9314,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
9315,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9316,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9317,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
9318,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9319,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9320,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
9321,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9322,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
9323,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9324,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
9325,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
9326,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9327,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9328,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9329,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9330,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9331,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
9332,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
9333,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9334,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9335,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9336,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9337,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9338,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9339,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
9340,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
9341,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
9342,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
9343,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9344,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9345,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
9346,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
9347,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
9348,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9349,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9350,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
9351,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
9352,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9353,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9354,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9355,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
9356,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9357,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
9358,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9359,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9360,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9361,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9362,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9363,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
9364,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9365,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
9366,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
9367,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
9368,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9369,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
9370,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
9371,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9372,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
9373,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
9374,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
9375,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
9376,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
9377,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9378,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9379,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
9380,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
9381,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
9382,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
9383,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Cropland
9384,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
9385,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9386,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
9387,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9388,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9389,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Built-up
9390,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9391,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9392,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
9393,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9394,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9395,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
9396,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
9397,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9398,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9399,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
9400,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
9401,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
9402,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
9403,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9404,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
9405,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
9406,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9407,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
9408,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Water
9409,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9410,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
9411,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
9412,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
9413,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
9414,Water,Water,Cropland,Water,Non_Wetland,Cropland,NULL,Water
9415,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
9416,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
9417,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
9418,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
9419,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
9420,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
9421,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
9422,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
9423,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
9424,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9425,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
9426,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
9427,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
9428,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
9429,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
9430,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
9431,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
9432,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
9433,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
9434,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
9435,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
9436,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
9437,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
9438,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
9439,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
9440,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
9441,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
9442,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
9443,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
9444,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
9445,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
9446,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
9447,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
9448,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
9449,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
9450,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Water
9451,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
9452,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
9453,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
9454,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
9455,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
9456,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
9457,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
9458,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
9459,Water,Water,Wetland,NULL,Wetland,Cropland,NULL,Forest
9460,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
9461,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9462,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
9463,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
9464,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9465,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9466,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9467,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
9468,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Cropland
9469,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
9470,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9471,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9472,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
9473,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
9474,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
9475,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
9476,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
9477,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
9478,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9479,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
9480,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9481,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
9482,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9483,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
9484,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
9485,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
9486,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
9487,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9488,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
9489,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
9490,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
9491,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
9492,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
9493,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9494,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
9495,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9496,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
9497,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9498,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9499,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9500,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
9501,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
9502,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9503,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
9504,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9505,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9506,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9507,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9508,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
9509,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Water
9510,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
9511,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9512,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
9513,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9514,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
9515,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Built-up
9516,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
9517,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9518,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,NULL
9519,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
9520,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
9521,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9522,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9523,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
9524,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
9525,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Water
9526,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
9527,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
9528,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
9529,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
9530,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
