Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZU_M_R
3896,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3897,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3898,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
3899,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3900,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3901,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3902,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
3903,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3904,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3905,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3906,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3907,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3908,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3909,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3910,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3911,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3912,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3913,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3914,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3915,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3916,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3917,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3918,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
3919,Bareland,NULL,Water,Water,Water,Wetland,Water,Water
3920,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
3921,Bareland,NULL,Water,Water,Water,Water,Water,Water
3922,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3923,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3924,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3925,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3926,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3927,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3928,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3929,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3930,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3931,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3932,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3933,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3934,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3935,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3936,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3937,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3938,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3939,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3940,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3941,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3942,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3943,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3944,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3945,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3946,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3947,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3948,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3949,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3950,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3951,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3952,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3953,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3954,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3955,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3956,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3957,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3958,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3959,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3960,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3961,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3962,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3963,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3964,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3965,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3966,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3967,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3968,Bareland,Cropland,Water,Water,Water,Water,Water,Water
3969,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3970,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3971,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3972,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3973,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3974,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3975,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3976,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3977,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3978,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3979,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3980,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3981,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3982,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3983,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3984,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3985,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3986,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3987,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
3988,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3989,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3990,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3991,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3992,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3993,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3994,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3995,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3996,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3997,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3998,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3999,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4000,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4001,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4002,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4003,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4004,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4005,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4006,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4007,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
4008,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4009,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4010,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4011,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
4012,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4013,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
4014,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4015,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
4016,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4017,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4018,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4019,Bareland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4020,Bareland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4021,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
4022,Bareland,Wetland,Water,Water,Water,Water,Water,Water
4023,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4024,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4025,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4026,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4027,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4028,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4029,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4030,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4031,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
4032,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
4033,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4034,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4035,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4036,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4037,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4038,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
4039,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4040,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
4041,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4042,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4043,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4044,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4045,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
4046,Bareland,Bareland,Water,Water,Water,Water,Water,Water
4047,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4048,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4049,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4050,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4051,Bareland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4052,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4053,Bareland,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
4054,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4055,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4056,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4057,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4058,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4059,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4060,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4061,Bareland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4062,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4063,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4064,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4065,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4066,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4067,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
4068,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4069,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4070,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4071,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4072,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4073,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4074,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4075,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4076,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4077,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4078,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
4079,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
4080,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
4081,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4082,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4083,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4084,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
4085,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
4086,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4087,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
4088,Bareland,Water,Water,Water,Water,Water,Water,Wetland
4089,Bareland,Water,Water,Water,Water,Water,Water,Water
4090,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4091,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4092,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4093,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4094,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4095,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4096,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4097,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4098,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4099,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4100,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4101,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4102,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4103,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4104,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4105,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4106,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4107,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4108,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4109,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4110,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4111,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4112,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
4113,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4114,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4115,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4116,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4117,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4118,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4119,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4120,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4121,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4122,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4123,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4124,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4125,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4126,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4127,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4128,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4129,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4130,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4131,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4132,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4133,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4134,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4135,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
4136,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4137,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4138,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4139,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
4140,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4141,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4142,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4143,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4144,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4145,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4146,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4147,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
4148,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4149,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4150,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4151,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4152,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4153,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4154,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4155,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4156,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4157,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4158,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4159,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4160,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4161,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4162,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4163,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4164,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4165,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4166,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4167,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4168,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4169,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4170,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4171,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4172,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4173,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4174,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4175,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
4176,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4177,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4178,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4179,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4180,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4181,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4182,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4183,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4184,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4185,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4186,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4187,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4188,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4189,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4190,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4191,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4192,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4193,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4194,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4195,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4196,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4197,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4198,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4199,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4200,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4201,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4202,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4203,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4204,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4205,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4206,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4207,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4208,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4209,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4210,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4211,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4212,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4213,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4214,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4215,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4216,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4217,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4218,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4219,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4220,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4221,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4222,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4223,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4224,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4225,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4226,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4227,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4228,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
4229,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
