Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGA_M_R
701,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
702,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
703,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
704,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
705,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
706,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
707,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
708,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
709,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
710,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
711,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
712,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
713,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
714,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
715,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
716,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
717,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
718,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
719,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
720,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
721,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
722,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
723,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
724,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
725,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
726,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
727,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
728,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
729,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
730,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
731,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
732,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
733,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
734,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
735,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
736,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
737,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
738,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
739,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
740,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
741,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
742,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
743,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
744,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
745,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
746,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
747,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
748,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
749,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
750,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
751,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
752,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
753,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
754,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
755,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
756,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
757,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
758,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
759,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
760,Water,Water,Wetland,Water,Wetland,Water,Water,Water
761,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
762,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
763,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
764,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
765,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
766,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
767,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
768,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
769,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
770,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
771,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
772,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
773,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
774,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
775,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
776,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
777,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
778,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
779,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
780,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
781,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
782,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
783,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
784,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
785,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
786,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
787,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
788,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
789,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
790,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
791,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
792,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
793,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
794,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
795,Water,Water,Water,NULL,Water,Grassland,Water,Water
796,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
797,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
798,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
799,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
800,Water,Water,Water,NULL,Water,Wetland,Water,Water
801,Water,Water,Water,NULL,Water,Wetland,Water,Forest
802,Water,Water,Water,NULL,Water,Wetland,Forest,Water
803,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
804,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
805,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
806,Water,Water,Water,NULL,Water,Water,Wetland,Water
807,Water,Water,Water,NULL,Water,Water,Wetland,Forest
808,Water,Water,Water,NULL,Water,Water,Water,Grassland
809,Water,Water,Water,NULL,Water,Water,Water,Water
810,Water,Water,Water,NULL,Water,Water,Water,Forest
811,Water,Water,Water,NULL,Water,Water,Forest,Water
812,Water,Water,Water,NULL,Water,Water,Forest,Forest
813,Water,Water,Water,NULL,Water,Forest,Water,Forest
814,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
815,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
816,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
817,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
818,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
819,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
820,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
821,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
822,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
823,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
824,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
825,Water,Water,Water,Non_Water,Water,Water,Water,Water
826,Water,Water,Water,Non_Water,Water,Water,Water,Forest
827,Water,Water,Water,Non_Water,Water,Water,Forest,Water
828,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
829,Water,Water,Water,Water,Water,NULL,NULL,Bareland
830,Water,Water,Water,Water,Water,Grassland,Wetland,Water
831,Water,Water,Water,Water,Water,Grassland,Water,Water
832,Water,Water,Water,Water,Water,Wetland,Wetland,Water
833,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
834,Water,Water,Water,Water,Water,Wetland,Water,Grassland
835,Water,Water,Water,Water,Water,Wetland,Water,Water
836,Water,Water,Water,Water,Water,Wetland,Water,Forest
837,Water,Water,Water,Water,Water,Bareland,Water,Water
838,Water,Water,Water,Water,Water,Water,NULL,Water
839,Water,Water,Water,Water,Water,Water,Wetland,Water
840,Water,Water,Water,Water,Water,Water,Wetland,Forest
841,Water,Water,Water,Water,Water,Water,Water,Grassland
842,Water,Water,Water,Water,Water,Water,Water,Wetland
843,Water,Water,Water,Water,Water,Water,Water,Bareland
844,Water,Water,Water,Water,Water,Water,Water,Water
845,Water,Water,Water,Water,Water,Water,Water,Forest
846,Water,Water,Water,Water,Water,Water,Forest,Water
847,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
848,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
849,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
850,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
851,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
852,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
853,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
854,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
855,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
856,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
857,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
858,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
859,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
860,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
861,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
862,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
863,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
864,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
865,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
866,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
867,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
868,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
869,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
870,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
871,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
872,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
873,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
874,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
875,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
876,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
877,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
878,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
879,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
880,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
881,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
882,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
883,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
884,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
885,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
886,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
887,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
888,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
889,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
890,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
891,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
892,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
893,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
894,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
895,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
896,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
897,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
898,Water,Forest,Water,NULL,Water,Grassland,Grassland,Forest
899,Water,Forest,Water,NULL,Water,Water,Grassland,Forest
900,Water,Forest,Water,NULL,Water,Water,Water,Grassland
901,Water,Forest,Water,NULL,Water,Water,Water,Forest
902,Water,Forest,Water,NULL,Water,Water,Forest,Forest
903,Water,Forest,Water,Water,Water,Wetland,NULL,NULL
904,Water,Forest,Water,Water,Water,Wetland,NULL,Grassland
905,Water,Forest,Water,Water,Water,Wetland,NULL,Forest
906,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
907,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
908,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
909,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
910,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
911,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
912,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
913,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
914,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
915,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
916,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
917,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
918,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
919,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
920,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
921,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
922,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
923,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
924,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
925,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
926,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
927,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
928,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Grassland,Forest
929,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Water,Grassland
930,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Water,Bareland
931,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Water,Forest
932,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Forest,Forest
933,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Grassland,Forest
934,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Water,Grassland
935,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Water,Bareland
936,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Water,Forest
937,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest,Grassland,Grassland
938,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest,Water,Grassland
939,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
940,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
941,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
942,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
943,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
944,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
945,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
946,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
947,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
948,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
949,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
950,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
951,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
952,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
953,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
954,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
955,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
956,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
957,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
958,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water,Water,Water
959,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
960,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water,Water,Water
961,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
962,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
963,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
964,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
965,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
966,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
967,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
968,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
969,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
970,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
971,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
972,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
973,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
974,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
975,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
976,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
977,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
978,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
979,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
980,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
981,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
982,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
983,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
984,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
985,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
986,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
987,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
988,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
989,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
990,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
991,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
992,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
993,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
994,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
995,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
996,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
997,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
998,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
999,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1000,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1001,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1002,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1003,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1004,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1005,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1006,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
1007,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1008,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1009,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1011,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1012,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1013,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1014,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1015,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1016,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1017,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1018,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1020,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1021,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1022,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1023,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1024,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1025,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1026,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1027,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1028,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1029,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1030,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1031,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1032,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1033,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1034,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1035,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1036,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1037,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1038,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1039,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1040,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1041,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1042,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
1043,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
1044,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1045,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1046,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1047,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1048,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1049,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1050,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1051,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1052,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1053,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1054,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1055,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1056,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1057,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1058,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1059,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1060,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1061,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1062,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1063,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1064,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1065,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
