Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMU_M_R
2891,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2892,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2893,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2894,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
2895,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2896,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2897,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2898,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2899,Forest,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
2900,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2901,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2902,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2903,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2904,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2905,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2906,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2907,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2908,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2909,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2910,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
2911,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
2912,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2913,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2914,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2915,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2916,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2917,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2918,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2919,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2920,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2921,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2922,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2923,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2924,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2925,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2926,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2927,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2928,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2929,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2930,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2931,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2932,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
2933,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2934,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2935,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2936,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
2937,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2938,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2939,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2940,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2941,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2942,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2943,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2944,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2945,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2946,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2947,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2948,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2949,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2950,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2951,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2952,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2953,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2954,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2955,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2956,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2957,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2958,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2959,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2960,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2961,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2962,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2963,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2964,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2965,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
2966,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2967,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2968,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2969,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2970,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2971,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2972,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2973,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2974,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2975,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2976,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2977,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2978,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
2979,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2980,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
2981,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2982,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2983,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2984,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
2985,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2986,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2987,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2988,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2989,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2990,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2991,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2992,Forest,Water,Water,NULL,Water,NULL,Water,Water
2993,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2994,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2995,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2996,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2997,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2998,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2999,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3000,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
3001,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3002,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3003,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
3004,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
3005,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3006,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3007,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3008,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3009,Forest,Water,Water,NULL,Water,Water,Water,Water
3010,Forest,Water,Water,NULL,Water,Water,Water,Forest
3011,Forest,Water,Water,NULL,Water,Water,Forest,Water
3012,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3013,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3014,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3015,Forest,Water,Water,NULL,Water,Forest,Water,Water
3016,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3017,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3018,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3019,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3020,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3021,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3022,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3023,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3024,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3025,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3026,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3027,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3028,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
3029,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3030,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3031,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3032,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3033,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3034,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3035,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
3036,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3037,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3038,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
3039,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3040,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3041,Forest,Water,Water,Water,Water,NULL,Water,Grassland
3042,Forest,Water,Water,Water,Water,NULL,Water,Water
3043,Forest,Water,Water,Water,Water,NULL,Water,Forest
3044,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3045,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3046,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
3047,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3048,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3049,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3050,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3051,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3052,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3053,Forest,Water,Water,Water,Water,Wetland,Water,Water
3054,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3055,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3056,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3057,Forest,Water,Water,Water,Water,Water,Wetland,Water
3058,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3059,Forest,Water,Water,Water,Water,Water,Water,Grassland
3060,Forest,Water,Water,Water,Water,Water,Water,Wetland
3061,Forest,Water,Water,Water,Water,Water,Water,Bareland
3062,Forest,Water,Water,Water,Water,Water,Water,Water
3063,Forest,Water,Water,Water,Water,Water,Water,Forest
3064,Forest,Water,Water,Water,Water,Water,Forest,Water
3065,Forest,Water,Water,Water,Water,Water,Forest,Forest
3066,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3067,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3068,Forest,Water,Water,Water,Water,Forest,Water,Water
3069,Forest,Water,Water,Water,Water,Forest,Water,Forest
3070,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3071,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3072,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3073,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3074,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3075,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3076,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3077,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3078,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3079,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3080,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3081,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3082,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3083,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3084,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3085,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3086,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3087,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3088,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3089,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3090,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3091,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3092,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3093,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3094,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3095,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3096,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3097,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3098,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3099,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3100,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3101,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3102,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3103,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3104,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3105,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3106,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3107,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3108,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3109,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3110,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3111,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3112,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3113,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3114,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3115,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3116,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3117,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3118,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3119,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3120,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3121,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3122,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3123,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3124,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3125,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3126,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3127,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3128,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3129,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3130,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3131,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3132,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3133,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3134,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3135,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3136,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3137,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3138,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3139,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3140,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3141,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3142,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3143,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3144,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3145,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3146,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3147,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3148,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3149,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3150,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3151,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3152,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3153,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3154,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3155,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3156,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3157,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3158,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3159,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3160,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3161,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3163,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3164,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3165,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3166,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3167,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3168,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3169,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3170,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3171,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3172,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3173,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3174,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3175,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3176,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3177,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3178,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3179,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3180,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3181,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3182,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3183,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3184,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3185,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3186,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3187,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3188,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3189,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3190,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3191,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3192,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3193,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3194,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3195,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3196,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3197,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3198,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3199,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3200,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3201,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3202,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3203,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3204,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3205,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3206,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3207,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3208,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3209,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3210,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3211,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3212,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3213,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3214,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3215,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3216,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3217,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3218,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3219,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3220,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3221,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3222,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3223,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3224,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3225,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
3226,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3227,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3228,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3229,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3230,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3231,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3232,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3233,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3234,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
3235,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3236,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3237,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3238,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3239,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
3240,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3241,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3242,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3243,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
3244,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3245,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3246,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3252,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3253,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3254,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
