Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R
3838,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3839,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3840,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3841,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3842,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3843,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3844,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3845,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3846,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3847,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3848,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
3849,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3850,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3851,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3852,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3853,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
3854,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
3855,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3856,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3857,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3858,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3859,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3860,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3861,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3862,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3863,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3864,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3865,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3866,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
3867,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
3868,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
3869,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3870,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3871,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Water
3872,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3873,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3874,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3875,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3876,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3877,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3878,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3879,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3880,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3881,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3882,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3883,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3884,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3885,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3886,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3887,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3888,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3889,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3890,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
3891,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3892,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3893,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3894,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
3895,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3896,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3897,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
3898,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3899,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3900,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
3901,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Grassland,Water
3902,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Bareland
3903,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
3904,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
3905,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
3906,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3907,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
3908,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3909,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
3910,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
3911,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
3912,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
3913,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
3914,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3915,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3916,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3917,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3918,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3919,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3920,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3921,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
3922,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3923,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3924,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3925,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
3926,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3927,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3928,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3929,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3930,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3931,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
3932,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3933,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3934,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3935,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3936,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3937,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3938,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3939,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3940,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3941,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3942,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
3943,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3944,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3945,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3946,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3947,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3948,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3949,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3950,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3951,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3952,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3953,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3954,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3955,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,Grassland,Water
3956,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,Wetland,Water
3957,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
3958,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3959,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
3960,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
3961,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
3962,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
3963,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3964,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3965,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
3966,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
3967,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Water
3968,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
3969,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
3970,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
3971,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
3972,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
3973,Bareland,Bareland,Water,Non_Water,Water,Bareland,Wetland,Water
3974,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
3975,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
3976,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
3977,Bareland,Bareland,Water,Water,Water,Cropland,Wetland,Water
3978,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Water
3979,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
3980,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
3981,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
3982,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
3983,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
3984,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Forest
3985,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
3986,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
3987,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
3988,Bareland,Bareland,Water,Water,Water,Water,Water,Water
3989,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3990,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3991,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3992,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3993,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3994,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3995,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3996,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
3997,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3998,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3999,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
4000,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4001,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,NULL,Water
4002,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
4003,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Water
4004,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
4005,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
4006,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
4007,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4008,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4009,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4010,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4011,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4012,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4013,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4014,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4015,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4016,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4017,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4018,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4019,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4020,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4021,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4022,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4023,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4024,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4025,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
4026,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4027,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4028,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4029,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4030,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4031,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4032,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4033,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4034,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4035,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4036,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4037,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4038,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4039,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4040,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4041,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4042,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4043,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4044,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4045,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4046,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4047,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4048,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4049,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4050,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4051,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4052,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4053,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4054,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4055,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4056,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4057,Bareland,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
4058,Bareland,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
4059,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
4060,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
4061,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4062,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4063,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4064,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4065,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4066,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4067,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4068,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4069,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4070,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4071,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4072,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4073,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4074,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4075,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4076,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4077,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
4078,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4079,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4080,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4081,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4082,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4083,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4084,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4085,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4086,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4087,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4088,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4089,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4090,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4091,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4092,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
4093,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4094,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
4095,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
4096,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4097,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4098,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4099,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4100,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4101,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4102,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4103,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4104,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4105,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4106,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4107,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4108,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4109,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4110,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4111,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4112,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
4113,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
4114,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4115,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4116,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4117,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4118,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4119,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
4120,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
4121,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4122,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4123,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
4124,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4125,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
4126,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4127,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4128,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4129,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4130,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4131,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
4132,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
4133,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4134,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4135,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4136,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4137,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4138,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4139,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4140,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
4141,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4142,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4143,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
4144,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
4145,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
4146,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
4147,Bareland,Water,Water,Water,Water,Bareland,Wetland,Grassland
4148,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
4149,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
4150,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
4151,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
4152,Bareland,Water,Water,Water,Water,Bareland,Water,Water
4153,Bareland,Water,Water,Water,Water,Water,Water,Water
4154,Bareland,Water,Water,Water,Water,Water,Water,Forest
4155,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4156,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4157,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4158,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4159,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4160,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4161,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4162,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4163,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
