Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMR_M_R
11156,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Forest
11157,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
11158,Bareland,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
11159,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Grassland,Bareland
11160,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Grassland,Water
11161,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
11162,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
11163,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
11164,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
11165,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
11166,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
11167,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Grassland
11168,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Bareland
11169,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
11170,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
11171,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
11172,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
11173,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
11174,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
11175,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
11176,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
11177,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
11178,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
11179,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Built-up,Bareland
11180,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Built-up,Forest
11181,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
11182,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Cropland
11183,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
11184,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
11185,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
11186,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Grassland
11187,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Bareland
11188,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
11189,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Forest
11190,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
11191,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Grassland
11192,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Bareland
11193,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
11194,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
11195,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
11196,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
11197,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
11198,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
11199,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
11200,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
11201,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
11202,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
11203,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11204,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11205,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
11206,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
11207,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11208,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
11209,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
11210,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11211,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
11212,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
11213,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
11214,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
11215,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11216,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11217,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11218,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
11219,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11220,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11221,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11222,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11223,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11224,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11225,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
11226,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,NULL,Water
11227,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
11228,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Grassland,Bareland
11229,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Wetland,Bareland
11230,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
11231,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
11232,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Water
11233,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
11234,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
11235,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
11236,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
11237,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
11238,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
11239,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
11240,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11241,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
11242,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
11243,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
11244,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Wetland
11245,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Bareland
11246,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Water
11247,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
11248,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
11249,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
11250,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
11251,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11252,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11253,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
11254,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11255,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11256,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
11257,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
11258,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Water
11259,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11260,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
11261,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
11262,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
11263,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
11264,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,NULL,Water
11265,Bareland,Bareland,Water,NULL,Water,Cropland,Grassland,Water
11266,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Water
11267,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Water
11268,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
11269,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
11270,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
11271,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Water
11272,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
11273,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
11274,Bareland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Grassland
11275,Bareland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Bareland
11276,Bareland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Water
11277,Bareland,Bareland,Water,Non_Water,Water,Bareland,Wetland,Grassland
11278,Bareland,Bareland,Water,Non_Water,Water,Bareland,Wetland,Bareland
11279,Bareland,Bareland,Water,Non_Water,Water,Bareland,Wetland,Water
11280,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
11281,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
11282,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
11283,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Forest
11284,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Bareland
11285,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Water
11286,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
11287,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
11288,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Water
11289,Bareland,Bareland,Water,Water,Water,Wetland,Bareland,Water
11290,Bareland,Bareland,Water,Water,Water,Wetland,Water,Bareland
11291,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
11292,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Grassland
11293,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Bareland
11294,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Water
11295,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
11296,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Wetland
11297,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
11298,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
11299,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
11300,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
11301,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
11302,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
11303,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Bareland
11304,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Water
11305,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
11306,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
11307,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
11308,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
11309,Bareland,Bareland,Water,Water,Water,Water,Water,Water
11310,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
11311,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11312,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
11313,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,Grassland,Water
11314,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11315,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
11316,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11317,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11318,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
11319,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11320,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11321,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11322,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
11323,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11324,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11325,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11326,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11327,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11328,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11329,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
11330,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11331,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
11332,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11333,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11334,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11335,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11336,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11337,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
11338,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11339,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
11340,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
11341,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland,Water,Water
11342,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Water
11343,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
11344,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
11345,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
11346,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11347,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
11348,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
11349,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11350,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11351,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11352,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11353,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
11354,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
11355,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
11356,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
11357,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
11358,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
11359,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
11360,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11361,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
11362,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
11363,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11364,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11365,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11366,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11367,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11368,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11369,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11370,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11371,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11372,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11373,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11374,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11375,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11376,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11377,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11378,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11379,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11380,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11381,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11382,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
11383,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11384,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11385,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11386,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11387,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11388,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
11389,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11390,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11391,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11392,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11393,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11394,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11395,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11396,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11397,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11398,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11399,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11400,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
11401,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11402,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11403,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
11404,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
11405,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11406,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11407,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11408,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11409,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
11410,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11411,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11412,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
11413,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Forest
11414,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
11415,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
11416,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
11417,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11418,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11419,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11420,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11421,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11422,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11423,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11424,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11425,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11426,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11427,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11428,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11429,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
11430,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11431,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11432,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11433,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
11434,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11435,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
11436,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11437,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11438,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11439,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11440,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11441,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11442,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11443,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11444,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
11445,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11446,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
11447,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11448,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
11449,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
11450,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
11451,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
11452,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
11453,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11454,Bareland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
11455,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
11456,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
11457,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
11458,Bareland,Water,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Water
11459,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11460,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11461,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
11462,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11463,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11464,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
11465,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
11466,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
11467,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
11468,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
11469,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
11470,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
11471,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
11472,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
11473,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
11474,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
11475,Bareland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
11476,Bareland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
11477,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
11478,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
11479,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
11480,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
11481,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
11482,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
11483,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
11484,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
11485,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
