Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R
11468,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11469,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11470,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11471,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11472,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11473,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11474,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11475,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11476,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11477,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11478,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11479,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11480,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11481,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
11482,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11483,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11484,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11485,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
11486,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11487,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
11488,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
11489,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
11490,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
11491,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
11492,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
11493,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
11494,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11495,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
11496,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11497,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11498,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
11499,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11500,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11501,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11502,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11503,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11504,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11505,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
11506,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
11507,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11508,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11509,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11510,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11511,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11512,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11513,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11514,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11515,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11516,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11517,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11518,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11519,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11520,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11521,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11522,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11523,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
11524,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11525,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11526,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
11527,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
11528,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11529,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
11530,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
11531,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
11532,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
11533,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
11534,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
11535,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11536,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
11537,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
11538,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11539,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
11540,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
11541,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11542,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11543,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11544,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11545,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
11546,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
11547,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
11548,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
11549,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
11550,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
11551,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11552,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11553,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11554,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11555,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11556,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
11557,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
11558,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
11559,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11560,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11561,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11562,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
11563,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11564,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11565,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
11566,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11567,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
11568,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
11569,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11570,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11571,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
11572,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
11573,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11574,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11575,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11576,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11577,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11578,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11579,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11580,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11581,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11582,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11583,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11584,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11585,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
11586,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11587,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11588,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
11589,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
11590,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11591,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11592,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11593,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11594,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
11595,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11596,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11597,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11598,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11599,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11600,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11601,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11602,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
11603,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11604,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11605,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
11606,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11607,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11608,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
11609,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11610,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
11611,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11612,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11613,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11614,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11615,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
11616,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
11617,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
11618,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11619,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
11620,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
11621,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11622,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
11623,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11624,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
11625,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
11626,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
11627,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11628,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
11629,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11630,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11631,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11632,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
11633,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
11634,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
11635,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Cropland
11636,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
11637,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
11638,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
11639,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
11640,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
11641,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
11642,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
11643,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
11644,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,NULL
11645,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
11646,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
11647,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
11648,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Grassland
11649,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
11650,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
11651,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
11652,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
11653,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11654,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11655,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11656,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11657,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11658,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11659,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11660,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11661,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11662,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11663,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11664,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11665,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11666,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11667,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11668,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11669,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11670,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11671,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
11672,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11673,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11674,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11675,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11676,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11677,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11678,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11679,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11680,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11681,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11682,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11683,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
11684,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11685,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
11686,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
11687,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11688,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11689,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11690,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
11691,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11692,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11693,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11694,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11695,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11696,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11697,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11698,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11699,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11700,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11701,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11702,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11703,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11704,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11705,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11706,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
11707,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11708,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11709,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
11710,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
11711,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11712,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11713,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
11714,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
11715,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
11716,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
11717,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11718,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11719,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11720,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11721,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
11722,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11723,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11724,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11725,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11726,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11727,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
11728,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
11729,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11730,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11731,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
11732,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11733,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11734,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
11735,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11736,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11737,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11738,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11739,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11740,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11741,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11742,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11743,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
11744,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11745,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11746,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11747,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11748,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11749,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11750,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11751,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11752,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11753,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11754,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11755,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11756,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11757,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11758,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11759,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
11760,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11761,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11762,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11763,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11764,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11765,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11766,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11767,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11768,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11769,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11770,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11771,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11772,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11773,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11774,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11775,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11776,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11777,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11778,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
11779,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
11780,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11781,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11782,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11783,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11784,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11785,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11786,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11787,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11788,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
11789,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11790,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
