Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R
7272,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7273,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
7274,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7275,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
7276,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
7277,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7278,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
7279,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
7280,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7281,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7282,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7283,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7284,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
7285,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
7286,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7287,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7288,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7289,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7290,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7291,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7292,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7293,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7294,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7295,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7296,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7297,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7298,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7299,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7300,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7301,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7302,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Cropland
7303,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7304,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7305,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7306,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
7307,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7308,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
7309,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
7310,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7311,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7312,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
7313,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
7314,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Forest,Cropland
7315,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
7316,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
7317,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7318,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
7319,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7320,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7321,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
7322,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
7323,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7324,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
7325,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
7326,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
7327,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7328,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
7329,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
7330,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Cropland
7331,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7332,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7333,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7334,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7335,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7336,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7337,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7338,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7339,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
7340,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
7341,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
7342,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
7343,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7344,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
7345,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7346,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7347,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7348,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
7349,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7350,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7351,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7352,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
7353,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
7354,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7355,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
7356,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
7357,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7358,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
7359,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
7360,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
7361,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7362,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
7363,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7364,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7365,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
7366,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7367,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7368,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7369,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7370,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7371,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7372,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7373,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7376,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7377,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7378,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
7379,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7380,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
7381,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7382,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7383,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7384,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7385,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
7386,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
7387,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7388,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7389,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
7390,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
7391,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
7392,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
7393,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7394,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7395,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7396,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7397,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7398,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7399,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7400,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7401,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
7402,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7403,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
7404,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7405,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7406,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7407,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7408,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7409,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7410,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7411,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
7412,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7413,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7414,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
7415,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7416,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7417,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
7418,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
7419,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7420,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7421,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
7422,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7423,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
7424,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7425,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7426,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
7427,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
7428,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
7429,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
7430,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
7431,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7432,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7433,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7434,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7435,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7436,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7437,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
7438,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
7439,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
7440,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Cropland
7441,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
7442,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
7443,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
7444,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
7445,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
7446,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
7447,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
7448,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
7449,Cropland,Cropland,Water,NULL,Water,NULL,Forest,Cropland
7450,Cropland,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
7451,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
7452,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
7453,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
7454,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
7455,Cropland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
7456,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
7457,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
7458,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
7459,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Cropland
7460,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Cropland
7461,Cropland,Cropland,Water,NULL,Water,Built-up,NULL,Grassland
7462,Cropland,Cropland,Water,NULL,Water,Forest,Shrubland,Forest
7463,Cropland,Cropland,Water,Non_Water,Water,Bareland,Grassland,Wetland
7464,Cropland,Cropland,Water,Water,Water,NULL,Water,Grassland
7465,Cropland,Cropland,Water,Water,Water,Grassland,NULL,Grassland
7466,Cropland,Cropland,Water,Water,Water,Grassland,Water,Grassland
7467,Cropland,Cropland,Water,Water,Water,Bareland,NULL,Bareland
7468,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7469,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7470,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7471,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7472,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7473,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
7474,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7475,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7476,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7477,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7478,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
7479,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7480,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7481,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7482,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7483,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7484,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7485,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
7486,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7487,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
7488,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7489,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7490,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7491,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
7492,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7493,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7494,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7495,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7496,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7497,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7498,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7499,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7500,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7501,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7502,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7503,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
7504,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7505,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7506,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7507,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7508,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
7509,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7510,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7511,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7512,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7513,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7514,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7515,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7516,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7517,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7518,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
7519,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7520,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7521,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7522,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7523,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
7524,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
7525,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7526,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
7527,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7528,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7529,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
7530,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
7531,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7532,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7533,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7534,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
7535,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
7536,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7537,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
7538,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7539,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
7540,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
7541,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
7542,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7543,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7544,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7545,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7546,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7547,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
7548,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7549,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7550,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7551,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7552,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7553,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7554,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7555,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7556,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
7557,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7558,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
7559,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7560,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7561,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7562,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7563,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
7564,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
7565,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7566,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
7567,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
7568,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7569,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
7570,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Cropland
7571,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
7572,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7573,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
7574,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
7575,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
7576,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
7577,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
7578,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7579,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7580,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
7581,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
7582,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7583,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7584,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7585,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
7586,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7587,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7588,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
