Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTG_M_R
861,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
862,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
863,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
864,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
865,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
866,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
867,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
868,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
869,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
870,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
871,Bareland,NULL,Water,NULL,Water,Grassland
872,Bareland,NULL,Water,NULL,Water,Bareland
873,Bareland,NULL,Water,NULL,Water,Water
874,Bareland,NULL,Water,NULL,Water,Forest
875,Bareland,NULL,Water,Non_Water,Water,Grassland
876,Bareland,NULL,Water,Non_Water,Water,Bareland
877,Bareland,NULL,Water,Non_Water,Water,Water
878,Bareland,NULL,Water,Water,Water,Grassland
879,Bareland,NULL,Water,Water,Water,Bareland
880,Bareland,NULL,Water,Water,Water,Water
881,Bareland,NULL,Water,Water,Water,Forest
882,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
883,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
884,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
885,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
886,Bareland,NULL,Forest,NULL,Non_Wetland,Water
887,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
888,Bareland,NULL,Forest,Water,Non_Wetland,Forest
889,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
890,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
891,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
892,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
893,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
894,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
895,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
896,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
897,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
898,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
899,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
900,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
901,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
902,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
903,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
904,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
905,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
906,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
907,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
908,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
909,Bareland,Cropland,Water,NULL,Water,Cropland
910,Bareland,Cropland,Water,NULL,Water,Bareland
911,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
912,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
913,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
914,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
915,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
916,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
917,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
918,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
919,Bareland,Bareland,NULL,Water,Non_Wetland,Water
920,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
921,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
922,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
923,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
924,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
925,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
926,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
927,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
928,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
929,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
930,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
931,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
932,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
933,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
934,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
935,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
936,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
937,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
938,Bareland,Bareland,Wetland,NULL,Wetland,Forest
939,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
940,Bareland,Bareland,Wetland,Water,Wetland,Bareland
941,Bareland,Bareland,Wetland,Water,Wetland,Water
942,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
943,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
944,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
945,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
946,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
947,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
948,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
949,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
950,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
951,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
952,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
953,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
954,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
955,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
956,Bareland,Bareland,Water,NULL,Water,NULL
957,Bareland,Bareland,Water,NULL,Water,Grassland
958,Bareland,Bareland,Water,NULL,Water,Bareland
959,Bareland,Bareland,Water,NULL,Water,Built-up
960,Bareland,Bareland,Water,NULL,Water,Water
961,Bareland,Bareland,Water,NULL,Water,Forest
962,Bareland,Bareland,Water,Non_Water,Water,Bareland
963,Bareland,Bareland,Water,Water,Water,Grassland
964,Bareland,Bareland,Water,Water,Water,Bareland
965,Bareland,Bareland,Water,Water,Water,Water
966,Bareland,Bareland,Water,Water,Water,Forest
967,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
968,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
969,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
970,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
971,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
972,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
973,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
974,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
975,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
976,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
977,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
978,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
979,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
980,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
981,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
982,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
983,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
984,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
985,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
986,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
987,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
988,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
989,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
990,Bareland,Built-up,Wetland,Water,Wetland,Grassland
991,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
992,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
993,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
994,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
995,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
996,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
997,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
998,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
999,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1000,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1001,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1002,Bareland,Built-up,Water,NULL,Water,Grassland
1003,Bareland,Built-up,Water,NULL,Water,Bareland
1004,Bareland,Built-up,Water,NULL,Water,Water
1005,Bareland,Built-up,Water,NULL,Water,Forest
1006,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1007,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1008,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1009,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1010,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1011,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1012,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1013,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1014,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1015,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1016,Bareland,Water,NULL,Water,Non_Wetland,Water
1017,Bareland,Water,NULL,Water,Non_Wetland,Forest
1018,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1019,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1020,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1021,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1022,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1023,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1024,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1025,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1026,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1027,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1028,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1029,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1030,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1031,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1032,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1033,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1034,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1035,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1036,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1037,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1038,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1039,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1040,Bareland,Water,Wetland,NULL,Wetland,Grassland
1041,Bareland,Water,Wetland,NULL,Wetland,Bareland
1042,Bareland,Water,Wetland,NULL,Wetland,Water
1043,Bareland,Water,Wetland,NULL,Wetland,Forest
1044,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1045,Bareland,Water,Wetland,Water,Wetland,Bareland
1046,Bareland,Water,Wetland,Water,Wetland,Water
1047,Bareland,Water,Wetland,Water,Wetland,Forest
1048,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1049,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1050,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1051,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1052,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1053,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1054,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1055,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1056,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1057,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1058,Bareland,Water,Water,NULL,Water,NULL
1059,Bareland,Water,Water,NULL,Water,Grassland
1060,Bareland,Water,Water,NULL,Water,Bareland
1061,Bareland,Water,Water,NULL,Water,Water
1062,Bareland,Water,Water,NULL,Water,Forest
1063,Bareland,Water,Water,Non_Water,Water,Grassland
1064,Bareland,Water,Water,Non_Water,Water,Bareland
1065,Bareland,Water,Water,Non_Water,Water,Water
1066,Bareland,Water,Water,Non_Water,Water,Forest
1067,Bareland,Water,Water,Water,Water,Grassland
1068,Bareland,Water,Water,Water,Water,Bareland
1069,Bareland,Water,Water,Water,Water,Water
1070,Bareland,Water,Water,Water,Water,Forest
1071,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1072,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1073,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1074,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1075,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1076,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1077,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1078,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1079,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1080,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1081,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1082,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1083,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1084,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1085,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1086,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1087,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1088,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1089,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1090,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1091,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1092,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1093,Bareland,Forest,Water,NULL,Water,Forest
1094,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1095,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1096,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1097,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1098,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1099,Water,NULL,NULL,NULL,Non_Wetland,NULL
1100,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1101,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1102,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1103,Water,NULL,NULL,NULL,Non_Wetland,Built-up
1104,Water,NULL,NULL,NULL,Non_Wetland,Water
1105,Water,NULL,NULL,NULL,Non_Wetland,Forest
1106,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1107,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1108,Water,NULL,NULL,Water,Non_Wetland,Forest
1109,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1110,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1111,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1112,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1113,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1114,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1115,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1116,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1117,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1118,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1119,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1120,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1121,Water,NULL,Shrubland,Water,Non_Wetland,Water
1122,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1123,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1124,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1125,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1126,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1127,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1128,Water,NULL,Grassland,NULL,Non_Wetland,Water
1129,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1130,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1131,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1132,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1133,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1134,Water,NULL,Grassland,Water,Non_Wetland,Water
1135,Water,NULL,Grassland,Water,Non_Wetland,Forest
1136,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1137,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1138,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1139,Water,NULL,Cropland,NULL,Non_Wetland,Water
1140,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1141,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1142,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1143,Water,NULL,Cropland,Water,Non_Wetland,Forest
1144,Water,NULL,Wetland,NULL,Wetland,Grassland
1145,Water,NULL,Wetland,NULL,Wetland,Bareland
1146,Water,NULL,Wetland,NULL,Wetland,Water
1147,Water,NULL,Wetland,NULL,Wetland,Forest
1148,Water,NULL,Wetland,Non_Water,Wetland,Water
1149,Water,NULL,Wetland,Non_Water,Wetland,Forest
1150,Water,NULL,Wetland,Water,Wetland,Grassland
1151,Water,NULL,Wetland,Water,Wetland,Bareland
1152,Water,NULL,Wetland,Water,Wetland,Water
1153,Water,NULL,Wetland,Water,Wetland,Forest
1154,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1155,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1156,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1157,Water,NULL,Bareland,NULL,Non_Wetland,Water
1158,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1159,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1160,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1161,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1162,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1163,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1164,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1165,Water,NULL,Built-up,Water,Non_Wetland,Forest
1166,Water,NULL,Water,NULL,Water,NULL
1167,Water,NULL,Water,NULL,Water,Grassland
1168,Water,NULL,Water,NULL,Water,Bareland
1169,Water,NULL,Water,NULL,Water,Water
1170,Water,NULL,Water,NULL,Water,Forest
1171,Water,NULL,Water,Non_Water,Water,Grassland
1172,Water,NULL,Water,Non_Water,Water,Bareland
1173,Water,NULL,Water,Non_Water,Water,Water
1174,Water,NULL,Water,Non_Water,Water,Forest
1175,Water,NULL,Water,Water,Water,NULL
1176,Water,NULL,Water,Water,Water,Grassland
1177,Water,NULL,Water,Water,Water,Bareland
1178,Water,NULL,Water,Water,Water,Water
1179,Water,NULL,Water,Water,Water,Forest
1180,Water,NULL,Forest,NULL,Non_Wetland,NULL
1181,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1182,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1183,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1184,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1185,Water,NULL,Forest,NULL,Non_Wetland,Water
1186,Water,NULL,Forest,NULL,Non_Wetland,Forest
1187,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1188,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1189,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1190,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1191,Water,NULL,Forest,Water,Non_Wetland,Grassland
1192,Water,NULL,Forest,Water,Non_Wetland,Bareland
1193,Water,NULL,Forest,Water,Non_Wetland,Water
1194,Water,NULL,Forest,Water,Non_Wetland,Forest
1195,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1196,Water,Cropland,NULL,NULL,Non_Wetland,Water
1197,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1198,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1199,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1200,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1201,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1202,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1203,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1204,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1205,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1206,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1207,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1208,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1209,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1210,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1211,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1212,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1213,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1214,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1215,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1216,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1217,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1218,Water,Cropland,Wetland,Water,Wetland,Grassland
1219,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1220,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1221,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1222,Water,Cropland,Water,NULL,Water,Grassland
1223,Water,Cropland,Water,NULL,Water,Water
1224,Water,Cropland,Water,Non_Water,Water,Grassland
1225,Water,Cropland,Water,Non_Water,Water,Bareland
1226,Water,Cropland,Water,Water,Water,Grassland
1227,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1228,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1229,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1230,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1231,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1232,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1233,Water,Cropland,Forest,Water,Non_Wetland,Forest
1234,Water,Wetland,NULL,NULL,Non_Wetland,Bareland
1235,Water,Wetland,NULL,NULL,Non_Wetland,Water
1236,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
1237,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1238,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1239,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1240,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1241,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1242,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1243,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1244,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
1245,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1246,Water,Wetland,Grassland,Water,Non_Wetland,Water
1247,Water,Wetland,Wetland,NULL,Wetland,Water
1248,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
1249,Water,Wetland,Wetland,Non_Water,Wetland,Water
1250,Water,Wetland,Wetland,Water,Wetland,Water
1251,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1252,Water,Wetland,Water,NULL,Water,Bareland
1253,Water,Wetland,Water,NULL,Water,Water
1254,Water,Wetland,Water,Non_Water,Water,Grassland
1255,Water,Wetland,Water,Non_Water,Water,Bareland
1256,Water,Wetland,Water,Non_Water,Water,Water
1257,Water,Wetland,Water,Water,Water,Grassland
1258,Water,Wetland,Water,Water,Water,Bareland
1259,Water,Wetland,Water,Water,Water,Water
1260,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1261,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1262,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1263,Water,Wetland,Forest,NULL,Non_Wetland,Water
1264,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1265,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1266,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1267,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1268,Water,Wetland,Forest,Water,Non_Wetland,Bareland
1269,Water,Wetland,Forest,Water,Non_Wetland,Water
1270,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1271,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1272,Water,Bareland,NULL,NULL,Non_Wetland,Water
1273,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1274,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1275,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1276,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
1277,Water,Bareland,NULL,Water,Non_Wetland,Forest
1278,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1279,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1280,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1281,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1282,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1283,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1284,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1285,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1286,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1287,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1288,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1289,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1290,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1291,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1292,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1293,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1294,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1295,Water,Bareland,Grassland,Water,Non_Wetland,Water
1296,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1297,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1298,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1299,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1300,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
