Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVQ_M_R
2219,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2220,Water,Water,Water,NULL,Water,Bareland,Forest,Water
2221,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
2222,Water,Water,Water,NULL,Water,Water,Wetland,Water
2223,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2224,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
2225,Water,Water,Water,NULL,Water,Water,Bareland,Wetland
2226,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
2227,Water,Water,Water,NULL,Water,Water,Bareland,Water
2228,Water,Water,Water,NULL,Water,Water,Bareland,Forest
2229,Water,Water,Water,NULL,Water,Water,Water,Grassland
2230,Water,Water,Water,NULL,Water,Water,Water,Wetland
2231,Water,Water,Water,NULL,Water,Water,Water,Water
2232,Water,Water,Water,NULL,Water,Water,Water,Forest
2233,Water,Water,Water,NULL,Water,Water,Forest,Water
2234,Water,Water,Water,NULL,Water,Water,Forest,Forest
2235,Water,Water,Water,NULL,Water,Forest,Water,Water
2236,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2237,Water,Water,Water,Non_Water,Water,NULL,Bareland,Water
2238,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2239,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2240,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2241,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2242,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Grassland
2243,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Water
2244,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Forest
2245,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2246,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2247,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2248,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
2249,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
2250,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
2251,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2252,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
2253,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2254,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2255,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2256,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2257,Water,Water,Water,Non_Water,Water,Water,Bareland,Wetland
2258,Water,Water,Water,Non_Water,Water,Water,Bareland,Bareland
2259,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
2260,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
2261,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2262,Water,Water,Water,Non_Water,Water,Water,Water,Water
2263,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2264,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2265,Water,Water,Water,Water,Water,NULL,Bareland,Forest
2266,Water,Water,Water,Water,Water,NULL,Water,Wetland
2267,Water,Water,Water,Water,Water,NULL,Water,Water
2268,Water,Water,Water,Water,Water,NULL,Water,Forest
2269,Water,Water,Water,Water,Water,Grassland,Bareland,Forest
2270,Water,Water,Water,Water,Water,Grassland,Water,Water
2271,Water,Water,Water,Water,Water,Grassland,Water,Forest
2272,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2273,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2274,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2275,Water,Water,Water,Water,Water,Wetland,Bareland,Grassland
2276,Water,Water,Water,Water,Water,Wetland,Bareland,Water
2277,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
2278,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2279,Water,Water,Water,Water,Water,Wetland,Water,Water
2280,Water,Water,Water,Water,Water,Wetland,Water,Forest
2281,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2282,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
2283,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2284,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
2285,Water,Water,Water,Water,Water,Bareland,Bareland,Wetland
2286,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
2287,Water,Water,Water,Water,Water,Bareland,Bareland,Water
2288,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
2289,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2290,Water,Water,Water,Water,Water,Bareland,Water,Wetland
2291,Water,Water,Water,Water,Water,Bareland,Water,Water
2292,Water,Water,Water,Water,Water,Bareland,Water,Forest
2293,Water,Water,Water,Water,Water,Bareland,Forest,Water
2294,Water,Water,Water,Water,Water,Bareland,Forest,Forest
2295,Water,Water,Water,Water,Water,Water,Grassland,Forest
2296,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2297,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2298,Water,Water,Water,Water,Water,Water,Wetland,Water
2299,Water,Water,Water,Water,Water,Water,Wetland,Forest
2300,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2301,Water,Water,Water,Water,Water,Water,Bareland,Wetland
2302,Water,Water,Water,Water,Water,Water,Bareland,Bareland
2303,Water,Water,Water,Water,Water,Water,Bareland,Water
2304,Water,Water,Water,Water,Water,Water,Bareland,Forest
2305,Water,Water,Water,Water,Water,Water,Water,Grassland
2306,Water,Water,Water,Water,Water,Water,Water,Wetland
2307,Water,Water,Water,Water,Water,Water,Water,Bareland
2308,Water,Water,Water,Water,Water,Water,Water,Water
2309,Water,Water,Water,Water,Water,Water,Water,Forest
2310,Water,Water,Water,Water,Water,Water,Forest,Bareland
2311,Water,Water,Water,Water,Water,Water,Forest,Water
2312,Water,Water,Water,Water,Water,Water,Forest,Forest
2313,Water,Water,Water,Water,Water,Forest,Water,Grassland
2314,Water,Water,Water,Water,Water,Forest,Water,Water
2315,Water,Water,Water,Water,Water,Forest,Water,Forest
2316,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2317,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
2318,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2319,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2320,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2321,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2322,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2323,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
2324,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2325,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2326,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2327,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2328,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
2329,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2330,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2331,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2332,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2333,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2334,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2335,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2336,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2337,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2338,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2339,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2340,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2341,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2342,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2343,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2344,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2345,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2346,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2347,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2348,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2349,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2350,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2351,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
2352,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2353,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2354,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2355,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2356,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2357,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2358,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2359,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2360,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2361,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
2362,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2363,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2364,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2365,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2366,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2367,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2368,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2369,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2370,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
2371,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2372,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2373,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2374,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2375,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2376,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2377,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2378,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2379,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2380,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2381,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2382,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2383,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2384,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2385,Water,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2386,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2387,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2388,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2389,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2390,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2391,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2392,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2393,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2394,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2395,Water,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2396,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2397,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2398,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2399,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
2400,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2401,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2402,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
2403,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2404,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2405,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2406,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2407,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2408,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2409,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2410,Water,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2411,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2412,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2413,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2414,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
2415,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2416,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2417,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2418,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2419,Water,Forest,Water,NULL,Water,Water,Water,Grassland
2420,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
2421,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
2422,Water,Forest,Water,Water,Water,Wetland,Water,Forest
2423,Water,Forest,Water,Water,Water,Bareland,Bareland,Grassland
2424,Water,Forest,Water,Water,Water,Bareland,Bareland,Forest
2425,Water,Forest,Water,Water,Water,Water,Water,Grassland
2426,Water,Forest,Water,Water,Water,Water,Water,Wetland
2427,Water,Forest,Water,Water,Water,Water,Water,Water
2428,Water,Forest,Water,Water,Water,Water,Water,Forest
2429,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2430,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2431,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2432,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2433,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2434,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2435,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2436,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2437,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2438,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2439,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2440,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2441,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2442,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2443,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2444,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2445,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
2446,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2447,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2448,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
2449,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2450,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2451,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2452,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2453,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2454,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2455,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2456,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2457,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2458,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2459,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2460,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2461,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2462,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2463,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2464,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2465,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2466,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2467,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2468,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2469,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2470,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2471,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2472,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2473,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2474,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2475,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2476,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2477,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2478,Permanent_ice_and_snow,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2479,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2480,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2481,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2482,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2483,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2484,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2485,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2486,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2487,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2488,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2489,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2490,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2491,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2492,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2493,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2494,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2495,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2496,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2497,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2498,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2499,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2500,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2501,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2502,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2503,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
2504,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2505,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2506,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2507,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2508,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2509,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2510,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2511,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2512,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2513,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2514,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2515,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2516,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2517,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2518,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2519,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2520,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2521,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2522,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2523,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2524,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2525,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2526,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2527,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2528,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2529,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2530,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2531,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2532,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2533,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
2534,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2535,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
2536,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2537,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2538,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2539,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2540,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2541,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2542,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2543,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2544,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2545,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2546,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2547,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2548,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2549,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2550,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2551,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2552,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2553,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2554,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2555,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2556,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2557,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2558,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2559,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2560,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2561,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2562,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2563,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2564,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2565,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2566,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2567,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2568,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
